"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Organism_Taxonomic_ID","Organism.Name"
"86","GCA_030267505.1","GMI43738.1"," -"," PTHR12848.orig.30.pi"," -",2.5e-285,949.9,0,3e-285,949.6,0,"NCBI",2962635,"Tetraparma gracilis"
"87","GCA_030267985.1","GMI49969.1"," -"," PTHR12848.orig.30.pi"," -",0,1178.7,21.5,0,1177.2,21.5,"NCBI",2962637,"Parmales sp. scaly parma"
"88","GCA_039096225.1","KAK8809660.1"," -"," PTHR12848.orig.30.pi"," -",2e-184,614.7,19.4,3e-184,612.1,19.4,"NCBI",3128533,"Blastocystis sp. Blastoise"
"89","GCA_039096195.1","KAK8807682.1"," -"," PTHR12848.orig.30.pi"," -",1.4e-184,615.1,20.1,9e-185,614.6,20.1,"NCBI",3128534,"Blastocystis sp. BT1"
"90","GCA_039096925.1","KAK8811716.1"," -"," PTHR12848.orig.30.pi"," -",2.4e-119,398.7,1.4,3e-119,398.4,1.4,"NCBI",3128535,"Blastocystis sp. DL"
"91","GCA_039096365.1","KAK8832365.1"," -"," PTHR12848.orig.30.pi"," -",5.1e-171,570.2,8.4,6e-171,570,8.4,"NCBI",3128536,"Blastocystis sp. JDR"
"92","GCA_039096215.1","KAK8799858.1"," -"," PTHR12848.orig.30.pi"," -",1.3e-123,412.9,2.5,6e-124,412.6,2.5,"NCBI",3128537,"Blastocystis sp. NMH"
"93","Nithil2","hil2|1877|g12973.t1"," -"," PTHR12848.orig.30.pi"," -",0,1091.4,0,0,1090.1,0,"JGI",2857,"Nitzschia inconspicua GAI-293 v2.0"
"94","Alaesc1","iso1"," -"," PTHR12848.orig.30.pi"," -",0,1058.3,0,1e-228,759.2,0,"JGI",2889,"Alaria esculenta A1"
"95","Cyccr2","8355|CCRYP_005406-R"," -"," PTHR12848.orig.30.pi"," -",0,1209.8,0.8,0,1209.2,0.8,"JGI",29204,"Cyclotella cryptica CCMP332 v2.0"
"96","Mosaich1","_gw1.310.2.1"," -"," PTHR12848.orig.30.pi"," -",4.1e-284,945.6,7,3e-175,582,0.9,"JGI",33852,"Bacillariophyceae sp. bin 90 v1.0"
"97","Macpyr2",""," -"," PTHR12848.orig.30.pi"," -",1.5e-179,600.2,0,1e-153,509.7,0,"JGI",35122,"Macrocystis pyrifera CI_03 v1.0"
"98","Psemu1",""," -"," PTHR12848.orig.30.pi"," -",0,1106.5,0,0,1106.1,0,"JGI",37319,"Pseudo-nitzschia multiseries CLN-47"
"99","Parimp1","TY_DN10242_c0_g1_i5"," -"," PTHR12848.orig.30.pi"," -",0,1081.7,0,0,1081.3,0,"JGI",37642,"Paraphysomonas imperforata CCMP1604 v1.4"
"100","Hypcat1","A-1"," -"," PTHR12848.orig.30.pi"," -",8.3e-106,355.4,0,1e-105,355.1,0,"JGI",42384,"Hyphochytrium catenoides ATCC 18719"
"101","VisC74","ontig_23_g159500.t1"," -"," PTHR12848.orig.30.pi"," -",0,1270.7,0,0,1270.3,0,"JGI",44431,"Vischeria strain C74"
"102","NanspC018","k4.C_3_t10416"," -"," PTHR12848.orig.30.pi"," -",0,1234.2,0,0,1231.3,0,"JGI",52230,"Nannochloropsis oceanica C018 v1.0"
"103","Undpi1","caffold_10.g04455.m"," -"," PTHR12848.orig.30.pi"," -",9.8e-300,997.3,0,7e-225,745.9,0,"JGI",74381,"Undaria pinnatifida M23"
"104","Aplke1","_#_2"," -"," PTHR12848.orig.30.pi"," -",1.2e-298,993.6,8.7,6e-299,993.2,8.7,"JGI",87111,"Aplanochytrium kerguelense PBS07 v1.0"
"105","Sacja1","cja1|6610|SJ19023.1"," -"," PTHR12848.orig.30.pi"," -",2.4e-189,632.2,0,4.4e-83,280.1,0.1,"JGI",88149,"Saccharina japonica str. Ja"
"106","Nanoce1779",""," -"," PTHR12848.orig.30.pi"," -",0,1226.1,0,0,1225.7,0,"JGI",145522,"Nannochloropsis oceanica CCMP1779 v2.0"
"107","Ent11IV18","TY_DN5252_c0_g1_i3"," -"," PTHR12848.orig.30.pi"," -",0,1068.4,0,0,1065.3,0,"JGI",186042,"Entomoneis sp. UTEX 11IV18-2A FL v1.0"
"108","Mintr2","ITY_DN9897_c0_g1_i4"," -"," PTHR12848.orig.30.pi"," -",9.6e-269,895.6,0.1,9e-269,894.6,0.1,"JGI",265540,"Minidiscus variabilis CCMP495 v1.0"
"109","Claok1","aok1|13570|g11453.t"," -"," PTHR12848.orig.30.pi"," -",1.1e-298,994,0,7e-215,713.7,0,"JGI",309737,"Cladosiphon okamuranus S strain"
"110","Ochro1393",""," -"," PTHR12848.orig.30.pi"," -",0,1082.6,5.4,3e-292,968.8,0.9,"JGI",420556,"Ochromonas sp. CCMP1393 v1.4"
"111","Hyaar1","anscript:HpaT802844"," -"," PTHR12848.orig.30.pi"," -",0,1231.6,0,0,1091.3,0,"JGI",559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0"
"112","Sarfu1","rfu1|54892|g1970.t1"," -"," PTHR12848.orig.30.pi"," -",0,1023,0,0,1020.2,0,"JGI",590727,"Sargassum fusiforme"
"113","Phyci1","79"," -"," PTHR12848.orig.30.pi"," -",0,1371.3,0,0,1370.9,0,"JGI",622258,"Phytophthora cinnamomi var cinnamomi v1.0"
"114","Thaoce1","oce1|81108|rna10541"," -"," PTHR12848.orig.30.pi"," -",0,1119.5,0,0,1119.1,0,"JGI",637379,"Thalassiosira oceanica CCMP1005"
"115","Aurli1","_#_51_#_isotig01898"," -"," PTHR12848.orig.30.pi"," -",3.2e-206,687.8,0,3e-207,687.3,0,"JGI",717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0"
"116","Schag1","h1_pg.C_610014"," -"," PTHR12848.orig.30.pi"," -",0,1053.6,0.6,0,1053,0.6,"JGI",876976,"Schizochytrium aggregatum ATCC 28209 v1.0"
"117","Conwei1","327|Cowei_g22021.t1"," -"," PTHR12848.orig.30.pi"," -",0,1208.5,0,0,1206.6,0,"JGI",1577725,"Conticribra weissflogii CCMP 1336"
"118","MonC141","contig_9_g61790.t1"," -"," PTHR12848.orig.30.pi"," -",0,1246.4,0,0,1246,0,"JGI",1745946,"Monodopsis strain C141"
"119","Nemde1","mde1|16579|g12619.t"," -"," PTHR12848.orig.30.pi"," -",4.9e-301,1002.1,0,7e-213,708.1,0,"JGI",2185085,"Nemacystus decipiens Onna-1"
"120","Nitput1","5103|NAA18P00710.m1"," -"," PTHR12848.orig.30.pi"," -",0,1057.8,0,0,1057.3,0,"JGI",2742595,"Nitzschia putrida NIES-4239"
