"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Organism_Taxonomic_ID","Organism.Name"
"60","GCA_004565275.1","TFJ87338.1"," -"," PTHR19842.orig.30.pi"," -",8.8e-115,382,0.9,9e-116,381.8,0.9,"NCBI",1027361,"Nannochloropsis salina CCMP1776"
"61","GCA_000281045.1","EQC32444.1"," -"," PTHR19842.orig.30.pi"," -",5e-123,410.1,3.9,6e-123,409.8,3.9,"NCBI",1156394,"Saprolegnia diclina VS20"
"62","GCA_002081595.1","OQR98974.1"," -"," PTHR19842.orig.30.pi"," -",3.5e-123,410.3,5.5,1e-124,410,5.5,"NCBI",1202772,"Achlya hypogyna"
"63","GCA_000333075.3","KAF4315936.1"," -"," PTHR19842.orig.30.pi"," -",8.3e-114,379.2,0.3,3e-115,379,0.3,"NCBI",1284355,"Phytophthora kernoviae 00238/432"
"64","GCA_000365545.1","ETP18256.1"," -"," PTHR19842.orig.30.pi"," -",2.3e-116,388.8,0.3,5e-117,388.7,0.3,"NCBI",1317063,"Phytophthora nicotianae CJ01A1"
"65","GCA_000367145.1","ETP46194.1"," -"," PTHR19842.orig.30.pi"," -",5e-116,387.7,0.3,7e-117,387.5,0.3,"NCBI",1317064,"Phytophthora nicotianae P10297"
"66","GCA_000365505.1","ETI48455.1"," -"," PTHR19842.orig.30.pi"," -",2.3e-116,388.8,0.3,5e-117,388.7,0.3,"NCBI",1317065,"Phytophthora nicotianae P1569"
"67","GCA_000365525.1","ETO77248.1"," -"," PTHR19842.orig.30.pi"," -",2.3e-116,388.8,0.3,5e-117,388.7,0.3,"NCBI",1317066,"Phytophthora nicotianae P1976"
"68","GCA_008271595.1","TYZ68172.1"," -"," PTHR19842.orig.30.pi"," -",1.8e-115,384.8,1,2e-115,384.6,1,"NCBI",1485010,"[Pythium] brassicae (nom. inval.)"
"69","GCA_030267785.1","GMF38259.1"," -"," PTHR19842.orig.30.pi"," -",1.5e-72,244.9,0.1,1.7e-72,244.8,0.1,"NCBI",1490495,"Phytophthora fragariaefolia"
"70","GCA_002217885.1","GAX25533.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-94,316.8,0.4,1.5e-94,316.6,0.4,"NCBI",1519565,"Fistulifera solaris"
"71","GCA_030267945.1","GMH91733.1"," -"," PTHR19842.orig.30.pi"," -",5.2e-109,363.8,4.3,8e-110,363.6,4.3,"NCBI",1606541,"Triparma strigata"
"72","GCA_030267905.1","GMI09612.1"," -"," PTHR19842.orig.30.pi"," -",5e-109,363.8,4.3,6e-110,363.6,4.3,"NCBI",1606542,"Triparma verrucosa"
"73","GCA_012489335.1","GMH92589.1"," -"," PTHR19842.orig.30.pi"," -",7.1e-34,116.7,0,7.9e-34,116.5,0,"NCBI",1714386,"Triparma laevis f. inornata"
"74","GCA_030267805.1","GMI06798.1"," -"," PTHR19842.orig.30.pi"," -",1.5e-108,362.5,3.5,6e-109,362.3,3.5,"NCBI",1714387,"Triparma laevis f. longispina"
"75","GCA_030267725.1","GMF10055.1"," -"," PTHR19842.orig.30.pi"," -",3.5e-73,246.3,0,4.3e-73,246.1,0,"NCBI",2077276,"Phytophthora lilii"
"76","GCA_002897355.1","GBG27576.1"," -"," PTHR19842.orig.30.pi"," -",3e-103,344.5,2.1,7e-104,344.2,2.1,"NCBI",2315210,"Hondaea fermentalgiana"
"77","GCA_029834535.1","KAJ8614470.1"," -"," PTHR19842.orig.30.pi"," -",5e-106,353.5,3.8,6e-107,353.3,3.8,"NCBI",2483200,"Chrysophaeum taylorii"
"78","GCA_001712635.2","RLN88380.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-114,382.9,0.8,6e-115,382.7,0.8,"NCBI",2483409,"Nothophytophthora sp. Chile5"
"79","GCA_018873745.1","KAG6948227.1"," -"," PTHR19842.orig.30.pi"," -",3.7e-115,384.2,0.3,2e-116,384,0.3,"NCBI",2496075,"Phytophthora aleatoria"
"80","GCA_030267625.1","GMH77567.1"," -"," PTHR19842.orig.30.pi"," -",2.8e-93,311.9,0.2,3.4e-93,311.7,0.2,"NCBI",2557542,"Triparma retinervis"
"81","GCA_027923505.1","GKY94680.1"," -"," PTHR19842.orig.30.pi"," -",3.6e-96,321.1,4,4.1e-96,321,4,"NCBI",2872254,"Mayamaea pseudoterrestris"
"82","GCA_921007115.2","CAK7932031.1"," -"," PTHR19842.orig.30.pi"," -",1.6e-115,386.3,1,8e-116,386.1,1,"NCBI",2874970,"Peronospora matthiolae"
"83","GCA_030267505.1","GMI31028.1"," -"," PTHR19842.orig.30.pi"," -",7.5e-76,254.9,6.6,8.3e-76,254.7,6.6,"NCBI",2962635,"Tetraparma gracilis"
"84","GCA_030267985.1","GMI61163.1"," -"," PTHR19842.orig.30.pi"," -",3.9e-110,367.1,2.2,4e-111,367,2.2,"NCBI",2962637,"Parmales sp. scaly parma"
"85","GCA_039096225.1","KAK8791997.1"," -"," PTHR19842.orig.30.pi"," -",1.9e-91,305.2,2.2,2.4e-91,304.9,2.2,"NCBI",3128533,"Blastocystis sp. Blastoise"
"86","GCA_039096195.1","KAK8789664.1"," -"," PTHR19842.orig.30.pi"," -",7.4e-69,230.8,0.3,9e-69,230.5,0.3,"NCBI",3128534,"Blastocystis sp. BT1"
"87","GCA_039096925.1","KAK8812588.1"," -"," PTHR19842.orig.30.pi"," -",2.9e-76,254.9,0.3,3.2e-76,254.8,0.3,"NCBI",3128535,"Blastocystis sp. DL"
"88","GCA_039096365.1","KAK8822429.1"," -"," PTHR19842.orig.30.pi"," -",8.4e-75,250.4,2.9,9.3e-75,250.3,2.9,"NCBI",3128536,"Blastocystis sp. JDR"
"89","GCA_039096215.1","KAK8792421.1"," -"," PTHR19842.orig.30.pi"," -",3.1e-76,254.9,0.3,3.4e-76,254.8,0.3,"NCBI",3128537,"Blastocystis sp. NMH"
"90","Nithil2","hil2|37748|g27036.t"," -"," PTHR19842.orig.30.pi"," -",3.1e-99,331.9,1.2,3.8e-99,331.6,1.2,"JGI",2857,"Nitzschia inconspicua GAI-293 v2.0"
"91","Alaesc1","153_5"," -"," PTHR19842.orig.30.pi"," -",6.1e-115,383.5,5.3,2e-116,383.3,5.3,"JGI",2889,"Alaria esculenta A1"
"92","Cyccr2","6873|CCRYP_006718-R"," -"," PTHR19842.orig.30.pi"," -",9.7e-110,366.1,3.4,1e-110,365.9,3.4,"JGI",29204,"Cyclotella cryptica CCMP332 v2.0"
"93","Mosaich1","_gw1.671.11.1"," -"," PTHR19842.orig.30.pi"," -",3.4e-99,331.3,0,3.8e-99,331.1,0,"JGI",33852,"Bacillariophyceae sp. bin 90 v1.0"
"94","Macpyr2","025_c0_g1_i10"," -"," PTHR19842.orig.30.pi"," -",2.9e-115,385.1,6.2,4e-116,384.8,6.2,"JGI",35122,"Macrocystis pyrifera CI_03 v1.0"
"95","Psemu1",""," -"," PTHR19842.orig.30.pi"," -",1.5e-99,333,0.1,1.7e-99,332.9,0.1,"JGI",37319,"Pseudo-nitzschia multiseries CLN-47"
"96","Parimp1","TY_DN9870_c0_g1_i1"," -"," PTHR19842.orig.30.pi"," -",3.8e-99,331.5,4.9,4.6e-99,331.2,4.9,"JGI",37642,"Paraphysomonas imperforata CCMP1604 v1.4"
"97","Hypcat1","A-1"," -"," PTHR19842.orig.30.pi"," -",2.6e-132,440.6,0.3,2e-133,440.3,0.3,"JGI",42384,"Hyphochytrium catenoides ATCC 18719"
"98","VisC74","ntig_1_g03440.t1"," -"," PTHR19842.orig.30.pi"," -",7.9e-120,399.4,1.6,7e-121,399.1,1.6,"JGI",44431,"Vischeria strain C74"
"99","NanspC018","#_328"," -"," PTHR19842.orig.30.pi"," -",1.9e-113,377.6,0.5,2e-114,377.4,0.5,"JGI",52230,"Nannochloropsis oceanica C018 v1.0"
"100","Undpi1","caffold_2.g00488.m1"," -"," PTHR19842.orig.30.pi"," -",3.6e-89,298.3,1.5,4.1e-89,298.1,1.5,"JGI",74381,"Undaria pinnatifida M23"
"101","Aplke1","h1_pm.C_460016"," -"," PTHR19842.orig.30.pi"," -",4.5e-111,370.2,2.5,9e-112,370.1,2.5,"JGI",87111,"Aplanochytrium kerguelense PBS07 v1.0"
"102","Sacja1","cja1|17478|SJ09249."," -"," PTHR19842.orig.30.pi"," -",6.9e-80,268.4,6.4,8.9e-80,268,6.4,"JGI",88149,"Saccharina japonica str. Ja"
"103","Nanoce1779","TY_DN14059_c0_g1_i1"," -"," PTHR19842.orig.30.pi"," -",2.2e-113,377.6,0.5,5e-114,377.4,0.5,"JGI",145522,"Nannochloropsis oceanica CCMP1779 v2.0"
"104","Ent11IV18",""," -"," PTHR19842.orig.30.pi"," -",2.2e-90,303.6,2.2,3.4e-90,303,2.2,"JGI",186042,"Entomoneis sp. UTEX 11IV18-2A FL v1.0"
"105","Claok1","aok1|5278|g16079.t1"," -"," PTHR19842.orig.30.pi"," -",3.1e-39,134.5,0.1,1.8e-33,115.5,0,"JGI",309737,"Cladosiphon okamuranus S strain"
"106","Ochro1393",""," -"," PTHR19842.orig.30.pi"," -",4.2e-105,351.3,1.6,7e-106,351.1,1.6,"JGI",420556,"Ochromonas sp. CCMP1393 v1.4"
"107","Hyaar1","anscript:HpaT802345"," -"," PTHR19842.orig.30.pi"," -",1.6e-108,361.4,0.2,8e-109,361.3,0.2,"JGI",559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0"
"108","Sarfu1","rfu1|58234|g11248.t"," -"," PTHR19842.orig.30.pi"," -",8.9e-96,320.5,1.9,1.7e-75,253.8,0.1,"JGI",590727,"Sargassum fusiforme"
"109","Phyci1","us4304v2rpkm20.64"," -"," PTHR19842.orig.30.pi"," -",6.1e-115,384,0.3,9e-116,383.9,0.3,"JGI",622258,"Phytophthora cinnamomi var cinnamomi v1.0"
"110","Thaoce1","oce1|81273|rna18590"," -"," PTHR19842.orig.30.pi"," -",2.9e-85,286.9,0.6,3.3e-85,286.7,0.6,"JGI",637379,"Thalassiosira oceanica CCMP1005"
"111","Aurli1",""," -"," PTHR19842.orig.30.pi"," -",1.3e-104,349.2,3.8,8e-105,348.8,3.8,"JGI",717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0"
"112","Schag1","e1.C_1_t20402"," -"," PTHR19842.orig.30.pi"," -",1.8e-106,354.9,4.2,2e-107,354.6,4.2,"JGI",876976,"Schizochytrium aggregatum ATCC 28209 v1.0"
"113","Conwei1","6216|Cowei_g10616.t"," -"," PTHR19842.orig.30.pi"," -",4.2e-109,364.4,2.7,6e-110,364.3,2.7,"JGI",1577725,"Conticribra weissflogii CCMP 1336"
"114","MonC73","ontig_1_g07840.t1"," -"," PTHR19842.orig.30.pi"," -",7.9e-120,399.1,2,8e-121,398.9,2,"JGI",1745946,"Monodopsis strain C73"
"115","Nemde1","mde1|11380|g7061.t1"," -"," PTHR19842.orig.30.pi"," -",3.7e-110,367.7,8.2,4e-111,367.4,8.2,"JGI",2185085,"Nemacystus decipiens Onna-1"
"116","Nitput1","5888|NAA01P05170.m1"," -"," PTHR19842.orig.30.pi"," -",1.9e-88,296.1,0,2.1e-88,295.9,0,"JGI",2742595,"Nitzschia putrida NIES-4239"
