"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Organism_Taxonomic_ID","Organism.Name"
"24","GCA_002081575.1","OQS04773.1"," -"," PTHR11139.orig.30.pi"," -",3.8e-230,767.4,8.4,3e-231,767.3,8.4,"NCBI",74557,"Thraustotheca clavata"
"25","GCA_006386115.1","KAF1318450.1"," -"," PTHR11139.orig.30.pi"," -",0,1894.3,0.1,0,1893.4,0.1,"NCBI",82926,"Globisporangium splendens"
"26","GCA_947650345.1","CAI5726134.1"," -"," PTHR11139.orig.30.pi"," -",0,1760.1,21.8,0,1758.6,21.8,"NCBI",86335,"Peronospora destructor"
"27","GCA_009835175.1","KAF0727106.1"," -"," PTHR11139.orig.30.pi"," -",0,1749.2,62.5,0,1748.9,62.5,"NCBI",100861,"Aphanomyces euteiches"
"28","GCA_019155685.1","KAG7397333.1"," -"," PTHR11139.orig.30.pi"," -",0,2059.3,15.9,0,2057.8,15.9,"NCBI",109152,"Phytophthora boehmeriae"
"29","GCA_000520075.1","ETV69049.1"," -"," PTHR11139.orig.30.pi"," -",0,1689,62.3,0,1688.7,62.3,"NCBI",112090,"Aphanomyces astaci"
"30","GCA_019828595.1","KAG9398293.1"," -"," PTHR11139.orig.30.pi"," -",0,1175.1,29,0,1174.8,29,"NCBI",112091,"Aphanomyces cochlioides"
"31","GCA_001029375.2","GLD98608.1"," -"," PTHR11139.orig.30.pi"," -",0,1489.9,25.9,0,1489.6,26,"NCBI",114742,"Pythium insidiosum"
"32","GCA_009835185.1","KAF0691141.1"," -"," PTHR11139.orig.30.pi"," -",0,1765.2,64.3,0,1764.9,64.3,"NCBI",120398,"Aphanomyces stellatus"
"33","GCA_009732905.1","KAE9041787.1"," -"," PTHR11139.orig.30.pi"," -",0,2115.8,16.9,0,2114,16.9,"NCBI",129364,"Phytophthora rubi"
"34","GCA_920940705.1","CAH0484936.1"," -"," PTHR11139.orig.30.pi"," -",0,2060.4,9.3,0,2059.4,9.3,"NCBI",134698,"Peronospora farinosa"
"35","GCA_000520115.1","ETV93393.1"," -"," PTHR11139.orig.30.pi"," -",0,1704.3,61.6,0,1704,61.6,"NCBI",157072,"Aphanomyces invadans"
"36","GCA_000296195.2","EJK68029.1"," -"," PTHR11139.orig.30.pi"," -",0,1044.5,10.2,0,1042.2,10.2,"NCBI",159749,"Thalassiosira oceanica"
"37","GCA_947650285.1","CAI5743278.1"," -"," PTHR11139.orig.30.pi"," -",0,2041.8,16.2,0,2040.7,16.2,"NCBI",162125,"Hyaloperonospora brassicae"
"38","GCA_020800215.1","KAH7485675.1"," -"," PTHR11139.orig.30.pi"," -",0,2192.2,12.9,0,2191,12.9,"NCBI",164328,"Phytophthora ramorum"
"39","GCA_900660405.1","VEU43211.1"," -"," PTHR11139.orig.30.pi"," -",2.5e-155,519.1,57.4,1e-156,517.4,57.4,"NCBI",183589,"Pseudo-nitzschia multistriata"
"40","GCA_022925895.1","KAI2511762.1"," -"," PTHR11139.orig.30.pi"," -",0,1265.2,26.3,0,1264.9,26.3,"NCBI",210448,"Fragilaria crotonensis"
"41","GCA_019155715.1","KAG7387965.1"," -"," PTHR11139.orig.30.pi"," -",0,2101.1,10.1,0,2099.5,10.1,"NCBI",221518,"Phytophthora pseudosyringae"
"42","GCA_026184515.1","KAI9910180.1"," -"," PTHR11139.orig.30.pi"," -",0,1956.7,19.3,0,1956.1,19.3,"NCBI",230839,"Peronosclerospora sorghi"
"43","GCA_030871285.1","KAK1741406.1"," -"," PTHR11139.orig.30.pi"," -",0,1232.8,19,0,1232.1,19,"NCBI",267567,"Skeletonema marinoi"
"44","GCA_000149405.2","EED89568.1"," -"," PTHR11139.orig.30.pi"," -",0,1287,32.9,0,1286.7,32.9,"NCBI",296543,"Thalassiosira pseudonana CCMP1335"
"45","GCA_017506865.1","KAG5181925.1"," -"," PTHR11139.orig.30.pi"," -",4.5e-145,485.7,0,4e-146,485.4,0,"NCBI",303371,"Tribonema minus"
"46","GCA_019154785.2","KAG7357161.1"," -"," PTHR11139.orig.30.pi"," -",0,1280.8,32.5,0,1280.5,32.5,"NCBI",303405,"Nitzschia inconspicua"
"47","GCA_001712705.2","RLN57430.1"," -"," PTHR11139.orig.30.pi"," -",0,2062.9,25.9,0,2061.1,25.9,"NCBI",325452,"Phytophthora kernoviae"
"48","GCA_000142945.1","EEY63188.1"," -"," PTHR11139.orig.30.pi"," -",0,2086.7,17.4,0,2085.1,17.4,"NCBI",403677,"Phytophthora infestans T30-4"
"49","GCA_021927905.1","GFH57440.1"," -"," PTHR11139.orig.30.pi"," -",0,1206.3,39.1,0,1206,39.1,"NCBI",426638,"Chaetoceros tenuissimus"
"50","GCA_001651215.1","OAO16622.1"," -"," PTHR11139.orig.30.pi"," -",0,1070.2,31.6,0,1069.6,31.6,"NCBI",478820,"Blastocystis sp. ATCC 50177/Nand II"
"51","GCA_026770575.1","KAJ1456935.1"," -"," PTHR11139.orig.30.pi"," -",0,1244.6,2.6,0,1242.7,2.6,"NCBI",483370,"Pelagophyceae sp. CCMP2097"
"52","GCA_026770595.1","KAJ1436453.1"," -"," PTHR11139.orig.30.pi"," -",2.3e-277,924.7,24.1,2e-278,924.2,24.1,"NCBI",483371,"Ochromonadaceae sp. CCMP2298"
"53","GCA_947641895.1","CAI5702044.1"," -"," PTHR11139.orig.30.pi"," -",0,2063.4,11.4,0,2062.5,11.4,"NCBI",542832,"Peronospora effusa"
"54","GCA_000150955.2","EEC46831.1"," -"," PTHR11139.orig.30.pi"," -",0,1275.6,50.1,0,1275.3,50.1,"NCBI",556484,"Phaeodactylum tricornutum CCAP 1055/1"
"55","GCA_903772945.1","CAB9503979.1"," -"," PTHR11139.orig.30.pi"," -",0,1227.6,34.9,0,1227.3,34.9,"NCBI",568900,"Seminavis robusta"
"56","GCA_921012115.1","CAH0521502.1"," -"," PTHR11139.orig.30.pi"," -",0,2055.1,17,0,2054,17,"NCBI",622444,"Peronospora belbahrii"
"57","GCA_001750085.1","OEU21127.1"," -"," PTHR11139.orig.30.pi"," -",0,1252.7,32.9,0,1252.4,32.9,"NCBI",635003,"Fragilariopsis cylindrus CCMP1102"
"58","GCA_000151545.2","KDO22806.1"," -"," PTHR11139.orig.30.pi"," -",0,1738.2,54.4,0,1737.8,54.4,"NCBI",695850,"Saprolegnia parasitica CBS 223.65"
"59","GCA_030267965.1","GMI34188.1"," -"," PTHR11139.orig.30.pi"," -",0,1115,8,0,1114.8,8,"NCBI",722753,"Triparma columacea"
"60","GCA_000247585.2","ETN09914.1"," -"," PTHR11139.orig.30.pi"," -",0,2085.5,17.7,0,2083.9,17.7,"NCBI",761204,"Phytophthora nicotianae INRA-310"
"61","GCA_902602495.3","CAB1107460.1"," -"," PTHR11139.orig.30.pi"," -",2.5e-249,832,0,2e-250,831.7,0,"NCBI",867726,"Ectocarpus sp. CCAP 1310/34"
"62","GCA_000743755.1","KNB46335.1"," -"," PTHR11139.orig.30.pi"," -",0,1094.1,29.8,0,1093.8,29.8,"NCBI",944170,"Blastocystis sp. subtype 4"
"63","GCA_004565275.1","TFJ81425.1"," -"," PTHR11139.orig.30.pi"," -",0,1469.8,0,0,1469.4,0,"NCBI",1027361,"Nannochloropsis salina CCMP1776"
"64","GCA_000240725.1","EKU21554.1"," -"," PTHR11139.orig.30.pi"," -",2.7e-154,513.9,39,4e-154,513.3,39,"NCBI",1093141,"Nannochloropsis gaditana CCMP526"
"65","GCA_000281045.1","EQC27376.1"," -"," PTHR11139.orig.30.pi"," -",0,1744.4,53.3,0,1744.1,53.3,"NCBI",1156394,"Saprolegnia diclina VS20"
"66","GCA_002081595.1","OQR94007.1"," -"," PTHR11139.orig.30.pi"," -",0,1721.5,45.5,0,1721.1,45.5,"NCBI",1202772,"Achlya hypogyna"
"67","GCA_000333075.3","KAF4323262.1"," -"," PTHR11139.orig.30.pi"," -",0,1391.7,12.6,0,1388.9,12.3,"NCBI",1284355,"Phytophthora kernoviae 00238/432"
"68","GCA_000365545.1","ETP17306.1"," -"," PTHR11139.orig.30.pi"," -",0,2086.1,19.5,0,2084.3,19.5,"NCBI",1317063,"Phytophthora nicotianae CJ01A1"
"69","GCA_000367145.1","ETP45357.1"," -"," PTHR11139.orig.30.pi"," -",0,2086.4,19.2,0,2084.5,19.2,"NCBI",1317064,"Phytophthora nicotianae P10297"
"70","GCA_000365505.1","ETI47513.1"," -"," PTHR11139.orig.30.pi"," -",0,2082.1,19,0,2080.4,19,"NCBI",1317065,"Phytophthora nicotianae P1569"
"71","GCA_000365525.1","ETO76232.1"," -"," PTHR11139.orig.30.pi"," -",0,2085.6,21,0,2083.8,21,"NCBI",1317066,"Phytophthora nicotianae P1976"
"72","GCA_008271595.1","TYZ66502.1"," -"," PTHR11139.orig.30.pi"," -",0,1828.8,10.7,0,1827.2,10.7,"NCBI",1485010,"[Pythium] brassicae (nom. inval.)"
"73","GCA_030267785.1","GMF39009.1"," -"," PTHR11139.orig.30.pi"," -",0,1971.1,0,0,1969.5,0,"NCBI",1490495,"Phytophthora fragariaefolia"
"74","GCA_002217885.1","GAX15699.1"," -"," PTHR11139.orig.30.pi"," -",0,1236,43,0,1235.7,43,"NCBI",1519565,"Fistulifera solaris"
"75","GCA_030267945.1","GMH84217.1"," -"," PTHR11139.orig.30.pi"," -",0,1334.5,7.5,0,1334.1,7.5,"NCBI",1606541,"Triparma strigata"
"76","GCA_030267905.1","GMH47281.1"," -"," PTHR11139.orig.30.pi"," -",0,1330.9,8.5,0,1330.4,8.5,"NCBI",1606542,"Triparma verrucosa"
"77","GCA_012489335.1","GMH90625.1"," -"," PTHR11139.orig.30.pi"," -",0,1319.5,10.7,0,1319.2,10.7,"NCBI",1714386,"Triparma laevis f. inornata"
"78","GCA_030267805.1","GMH48984.1"," -"," PTHR11139.orig.30.pi"," -",0,1350.5,0.2,0,1350.2,0.2,"NCBI",1714387,"Triparma laevis f. longispina"
"79","GCA_030267725.1","GMF13505.1"," -"," PTHR11139.orig.30.pi"," -",0,2105.3,13.8,0,2103.8,13.8,"NCBI",2077276,"Phytophthora lilii"
"80","GCA_002897355.1","GBG34163.1"," -"," PTHR11139.orig.30.pi"," -",0,1379.7,0,0,1378.5,0,"NCBI",2315210,"Hondaea fermentalgiana"
"81","GCA_029834535.1","KAJ8613415.1"," -"," PTHR11139.orig.30.pi"," -",3.3e-215,717.6,1.5,1e-216,717.3,1.5,"NCBI",2483200,"Chrysophaeum taylorii"
"82","GCA_001712635.2","RLN15228.1"," -"," PTHR11139.orig.30.pi"," -",0,2047.8,19.5,0,2045.3,19.5,"NCBI",2483409,"Nothophytophthora sp. Chile5"
"83","GCA_018873745.1","KAG6952905.1"," -"," PTHR11139.orig.30.pi"," -",0,2094.8,13.1,0,2092.9,13.1,"NCBI",2496075,"Phytophthora aleatoria"
"84","GCA_030267625.1","GMH61933.1"," -"," PTHR11139.orig.30.pi"," -",0,1358.7,22.5,0,1358.2,22.5,"NCBI",2557542,"Triparma retinervis"
"85","GCA_027923505.1","GKY96129.1"," -"," PTHR11139.orig.30.pi"," -",0,1224.3,41.6,0,1224.1,41.6,"NCBI",2872254,"Mayamaea pseudoterrestris"
"86","GCA_921007115.2","CAK7922026.1"," -"," PTHR11139.orig.30.pi"," -",0,2022.8,22.1,0,2021.8,22.1,"NCBI",2874970,"Peronospora matthiolae"
"87","GCA_030267505.1","GMI37953.1"," -"," PTHR11139.orig.30.pi"," -",0,1336.5,1.1,0,1336.3,1.1,"NCBI",2962635,"Tetraparma gracilis"
"88","GCA_030267985.1","GMI53684.1"," -"," PTHR11139.orig.30.pi"," -",0,1155.2,24.7,0,1155,24.7,"NCBI",2962637,"Parmales sp. scaly parma"
"89","GCA_039096225.1","KAK8791160.1"," -"," PTHR11139.orig.30.pi"," -",0,1173.4,22.2,0,1173.1,22.2,"NCBI",3128533,"Blastocystis sp. Blastoise"
"90","GCA_039096195.1","KAK8801422.1"," -"," PTHR11139.orig.30.pi"," -",0,1119.3,35.7,0,1119,35.7,"NCBI",3128534,"Blastocystis sp. BT1"
"91","GCA_039096925.1","KAK8822024.1"," -"," PTHR11139.orig.30.pi"," -",0,1107.3,27.8,0,1107,27.8,"NCBI",3128535,"Blastocystis sp. DL"
"92","GCA_039096365.1","KAK8823402.1"," -"," PTHR11139.orig.30.pi"," -",8e-293,974.6,10.8,2e-293,974.1,10.8,"NCBI",3128536,"Blastocystis sp. JDR"
"93","GCA_039096215.1","KAK8796894.1"," -"," PTHR11139.orig.30.pi"," -",0,1107,28.7,0,1106.7,28.7,"NCBI",3128537,"Blastocystis sp. NMH"
"94","Nithil2","hil2|19395|g1851.t1"," -"," PTHR11139.orig.30.pi"," -",0,1280.8,32.5,0,1280.5,32.5,"JGI",2857,"Nitzschia inconspicua GAI-293 v2.0"
"95","Alaesc1","43|tor1"," -"," PTHR11139.orig.30.pi"," -",0,1293,5,0,1291.5,5,"JGI",2889,"Alaria esculenta A1"
"96","Cyccr2","370|CCRYP_009168-RC"," -"," PTHR11139.orig.30.pi"," -",0,1158.1,41.1,0,1157.7,41.1,"JGI",29204,"Cyclotella cryptica CCMP332 v2.0"
"97","Mosaich1","_gw1.175.3.1"," -"," PTHR11139.orig.30.pi"," -",1.6e-226,755.4,0.7,9e-227,755.2,0.7,"JGI",33852,"Bacillariophyceae sp. bin 90 v1.0"
"98","Macpyr2",""," -"," PTHR11139.orig.30.pi"," -",0,1031.8,0.2,0,1031.3,0.2,"JGI",35122,"Macrocystis pyrifera CI_03 v1.0"
"99","Psemu1",""," -"," PTHR11139.orig.30.pi"," -",0,1278,34.5,0,1277.7,34.5,"JGI",37319,"Pseudo-nitzschia multiseries CLN-47"
"100","Parimp1","Y_DN14083_c1_g2_i1"," -"," PTHR11139.orig.30.pi"," -",0,1155.1,43.8,0,1154.6,43.8,"JGI",37642,"Paraphysomonas imperforata CCMP1604 v1.4"
"101","Hypcat1","RNA-1"," -"," PTHR11139.orig.30.pi"," -",2.6e-231,771.8,21.6,1e-232,771.5,21.6,"JGI",42384,"Hyphochytrium catenoides ATCC 18719"
"102","VisC74","ontig_2_g14850.t1"," -"," PTHR11139.orig.30.pi"," -",0,1481.4,28.8,0,1481,28.8,"JGI",44431,"Vischeria strain C74"
"103","NanspC018","h1_pm.C_140173"," -"," PTHR11139.orig.30.pi"," -",0,1505.5,0,0,1505.1,0,"JGI",52230,"Nannochloropsis oceanica C018 v1.0"
"104","Undpi1","caffold_14.g06228.m"," -"," PTHR11139.orig.30.pi"," -",2.8e-288,960.2,0,5e-264,877.5,0,"JGI",74381,"Undaria pinnatifida M23"
"105","Aplke1","h1_pg.C_180012"," -"," PTHR11139.orig.30.pi"," -",0,1376.5,28.1,0,1376.1,28.1,"JGI",87111,"Aplanochytrium kerguelense PBS07 v1.0"
"106","Sacja1","cja1|4177|SJ19575.1"," -"," PTHR11139.orig.30.pi"," -",0,1102.2,0,0,1101.8,0,"JGI",88149,"Saccharina japonica str. Ja"
"107","Nanoce1779",""," -"," PTHR11139.orig.30.pi"," -",0,1389.2,0,0,1365.4,0,"JGI",145522,"Nannochloropsis oceanica CCMP1779 v2.0"
"108","Ent11IV18","TY_DN4976_c5_g1_i1"," -"," PTHR11139.orig.30.pi"," -",0,1263.1,35.5,0,1262.8,35.5,"JGI",186042,"Entomoneis sp. UTEX 11IV18-2A FL v1.0"
"109","Mintr2",""," -"," PTHR11139.orig.30.pi"," -",0,1213.6,27.6,0,1213.3,27.6,"JGI",265540,"Minidiscus variabilis CCMP495 v1.0"
"110","Claok1","aok1|6342|g16759.t1"," -"," PTHR11139.orig.30.pi"," -",0,1225.4,0,0,1224.9,0,"JGI",309737,"Cladosiphon okamuranus S strain"
"111","Ochro1393",""," -"," PTHR11139.orig.30.pi"," -",0,1120.9,10.8,0,1120.2,10.8,"JGI",420556,"Ochromonas sp. CCMP1393 v1.4"
"112","Hyaar1","anscript:HpaT802906"," -"," PTHR11139.orig.30.pi"," -",0,2019.6,23.2,0,2018.9,23.2,"JGI",559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0"
"113","Sarfu1","rfu1|56795|g2266.t1"," -"," PTHR11139.orig.30.pi"," -",0,1063.1,15.8,0,1062.4,15.8,"JGI",590727,"Sargassum fusiforme"
"114","Phyci1",""," -"," PTHR11139.orig.30.pi"," -",0,2140.8,2.9,0,2139.3,2.9,"JGI",622258,"Phytophthora cinnamomi var cinnamomi v1.0"
"115","Thaoce1","oce1|96783|rna10088"," -"," PTHR11139.orig.30.pi"," -",0,1044.5,10.2,0,1042.2,10.2,"JGI",637379,"Thalassiosira oceanica CCMP1005"
"116","Aurli1","1"," -"," PTHR11139.orig.30.pi"," -",0,1400.5,37.4,0,1400.3,37.4,"JGI",717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0"
"117","Schag1","se1.C_1_t20167"," -"," PTHR11139.orig.30.pi"," -",0,1356.6,32.1,0,1356.3,32.1,"JGI",876976,"Schizochytrium aggregatum ATCC 28209 v1.0"
"118","Conwei1","453|Cowei_g9626.t1"," -"," PTHR11139.orig.30.pi"," -",5.2e-229,764.2,0.9,9e-230,764.1,0.9,"JGI",1577725,"Conticribra weissflogii CCMP 1336"
"119","MonC141","_contig_5_g37990.t1"," -"," PTHR11139.orig.30.pi"," -",0,1551.4,22.6,0,1551,22.6,"JGI",1745946,"Monodopsis strain C141"
"120","Nemde1","mde1|8260|g3897.t1"," -"," PTHR11139.orig.30.pi"," -",0,1265.1,0,0,1264.5,0,"JGI",2185085,"Nemacystus decipiens Onna-1"
"121","LabyHa","79|LABHA_00002601-R"," -"," PTHR11139.orig.30.pi"," -",1e-181,606.2,28.8,2e-182,605.9,28.8,"JGI",2710872,"Labyrinthula sp. SR_Ha_C"
"122","Nitput1","3561|NAA13P02740.m1"," -"," PTHR11139.orig.30.pi"," -",0,1238.6,42.4,0,1238.3,42.4,"JGI",2742595,"Nitzschia putrida NIES-4239"
