"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Super.Group","Organism_Taxonomic_ID","Organism.Name"
"31","GCA_021292205.2","KAI5326023.1"," -"," PTHR12848.orig.30.pi"," -",0,1676.8,0,0,1676.4,0,"NCBI","Streptophyta",3755,"Prunus dulcis"
"32","GCA_902201215.1","VVA14366.1"," -"," PTHR12848.orig.30.pi"," -",0,1676.8,0,0,1676.4,0,"NCBI","Streptophyta",3755,"Prunus dulcis"
"33","GCA_000346465.2","ONI03879.1"," -"," PTHR12848.orig.30.pi"," -",0,1683,0,0,1682.6,0,"NCBI","Streptophyta",3760,"Prunus persica"
"34","GCA_001972305.1","GAV80856.1"," -"," PTHR12848.orig.30.pi"," -",0,1650.9,0,0,1650.5,0,"NCBI","Streptophyta",3775,"Cephalotus follicularis"
"35","GCA_003713155.1","QHO39145.1"," -"," PTHR12848.orig.30.pi"," -",0,1637.2,0,0,1636.7,0,"NCBI","Streptophyta",3818,"Arachis hypogaea"
"36","GCA_000340665.2","KYP77648.1"," -"," PTHR12848.orig.30.pi"," -",3.1e-30,106.4,0.1,3.8e-30,106.2,0.1,"NCBI","Streptophyta",3821,"Cajanus cajan"
"37","GCA_037954105.1","KAK7340012.1"," -"," PTHR12848.orig.30.pi"," -",0,1643,0,0,1642.5,0,"NCBI","Streptophyta",3824,"Canavalia gladiata"
"38","GCA_037953625.1","KAK7287153.1"," -"," PTHR12848.orig.30.pi"," -",0,1640.7,0,0,1640.3,0,"NCBI","Streptophyta",3830,"Crotalaria pallida"
"39","GCA_000004515.5","KRH40797.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.9,0.1,0,1656.5,0.1,"NCBI","Streptophyta",3847,"Glycine max"
"40","GCA_012273815.2","KAH1045181.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.9,0.1,0,1656.5,0.1,"NCBI","Streptophyta",3847,"Glycine max"
"41","GCA_020497155.1","KAH1235307.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.9,0.1,0,1656.5,0.1,"NCBI","Streptophyta",3847,"Glycine max"
"42","GCA_043381025.1","KAL2607272.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.9,0.1,0,1656.5,0.1,"NCBI","Streptophyta",3847,"Glycine max"
"43","GCA_044510105.1","KAL3001260.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.9,0.1,0,1656.5,0.1,"NCBI","Streptophyta",3847,"Glycine max"
"44","GCA_004193775.2","RZB94236.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.9,0.1,0,1656.5,0.1,"NCBI","Streptophyta",3848,"Glycine soja"
"45","GCA_963859935.3","CAK8542065.1"," -"," PTHR12848.orig.30.pi"," -",0,1634,0,0,1633.5,0,"NCBI","Streptophyta",3860,"Lathyrus sativus"
"46","GCA_009771035.1","KAE9591951.1"," -"," PTHR12848.orig.30.pi"," -",0,1651.1,0,0,1650.8,0,"NCBI","Streptophyta",3870,"Lupinus albus"
"47","GCA_001865875.1","OIW01361.1"," -"," PTHR12848.orig.30.pi"," -",0,1647,0,0,1646.6,0,"NCBI","Streptophyta",3871,"Lupinus angustifolius"
"48","GCA_964019355.1","CAL0304399.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.9,0,0,1563.6,0,"NCBI","Streptophyta",3873,"Lupinus luteus"
"49","GCA_000219495.2","AES79768.2"," -"," PTHR12848.orig.30.pi"," -",0,1623.4,0,0,1623,0,"NCBI","Streptophyta",3880,"Medicago truncatula"
"50","GCA_003473485.2","RHN46639.1"," -"," PTHR12848.orig.30.pi"," -",0,1623.4,0,0,1623,0,"NCBI","Streptophyta",3880,"Medicago truncatula"
"51","GCA_000499845.2","ESW12142.1"," -"," PTHR12848.orig.30.pi"," -",0,1651.5,0,0,1651.1,0,"NCBI","Streptophyta",3885,"Phaseolus vulgaris"
"52","GCA_037954025.1","KAK7374035.1"," -"," PTHR12848.orig.30.pi"," -",0,1650.4,0,0,1650,0,"NCBI","Streptophyta",3886,"Phaseolus coccineus"
"53","GCA_024323335.2","KAI5429242.1"," -"," PTHR12848.orig.30.pi"," -",0,1628.5,0,0,1628,0,"NCBI","Streptophyta",3888,"Pisum sativum"
"54","GCA_964186695.1","CAL5192428.1"," -"," PTHR12848.orig.30.pi"," -",0,1628.5,0,0,1628,0,"NCBI","Streptophyta",3888,"Pisum sativum"
"55","GCA_037954015.1","KAK7395012.1"," -"," PTHR12848.orig.30.pi"," -",0,1652.9,0,0,1652.4,0,"NCBI","Streptophyta",3891,"Psophocarpus tetragonolobus"
"56","GCA_030408175.1","WJX76815.1"," -"," PTHR12848.orig.30.pi"," -",0,1624.1,0,0,1623.7,0,"NCBI","Streptophyta",3899,"Trifolium repens"
"57","GCA_032173615.1","KAK2414842.1"," -"," PTHR12848.orig.30.pi"," -",0,1624.1,0,0,1623.7,0,"NCBI","Streptophyta",3899,"Trifolium repens"
"58","GCA_001742945.1","GAU17203.1"," -"," PTHR12848.orig.30.pi"," -",0,1600.4,0,0,1600,0,"NCBI","Streptophyta",3900,"Trifolium subterraneum"
"59","GCA_948472305.1","CAI8612900.1"," -"," PTHR12848.orig.30.pi"," -",0,1639.4,0,0,1639,0,"NCBI","Streptophyta",3906,"Vicia faba"
"60","GCA_016808095.1","KAG2404548.1"," -"," PTHR12848.orig.30.pi"," -",0,1648.5,0,0,1648.1,0,"NCBI","Streptophyta",3914,"Vigna angularis"
"61","GCA_036885675.1","WVZ09098.1"," -"," PTHR12848.orig.30.pi"," -",1.3e-29,104,0.2,1.5e-29,103.8,0.2,"NCBI","Streptophyta",3915,"Vigna mungo"
"62","GCA_003958685.2","QCE12025.1"," -"," PTHR12848.orig.30.pi"," -",0,1614.3,0,0,1613.9,0,"NCBI","Streptophyta",3917,"Vigna unguiculata"
"63","GCA_030052815.1","KAJ9179632.1"," -"," PTHR12848.orig.30.pi"," -",0,1656,0,0,1655.6,0,"NCBI","Streptophyta",3981,"Hevea brasiliensis"
"64","GCA_001659605.2","OAY44721.1"," -"," PTHR12848.orig.30.pi"," -",0,1668.2,0,0,1667.8,0,"NCBI","Streptophyta",3983,"Manihot esculenta"
"65","GCA_000151685.2","EEF28562.1"," -"," PTHR12848.orig.30.pi"," -",0,1417.4,0,0,1417.1,0,"NCBI","Streptophyta",3988,"Ricinus communis"
"66","GCA_025594385.1","KAI9154360.1"," -"," PTHR12848.orig.30.pi"," -",0,1663.6,0,0,1663.4,0,"NCBI","Streptophyta",4023,"Acer negundo"
"67","GCA_030979865.1","KAK1563883.1"," -"," PTHR12848.orig.30.pi"," -",0,1664.4,0,0,1664.1,0,"NCBI","Streptophyta",4024,"Acer saccharum"
"68","GCA_042100155.1","KAL1819193.1"," -"," PTHR12848.orig.30.pi"," -",0,1636,0,0,1635.7,0,"NCBI","Streptophyta",4039,"Daucus carota"
"69","GCA_024505715.1","KAI5663039.1"," -"," PTHR12848.orig.30.pi"," -",0,1664.1,0,0,1663.7,0,"NCBI","Streptophyta",4058,"Catharanthus roseus"
"70","GCA_000512255.2","PHT72724.1"," -"," PTHR12848.orig.30.pi"," -",0,1645.8,0,0,1645.4,0,"NCBI","Streptophyta",4072,"Capsicum annuum"
"71","GCA_018107945.1","MCD9640919.1"," -"," PTHR12848.orig.30.pi"," -",0,1464.6,0,0,1464.2,0,"NCBI","Streptophyta",4076,"Datura stramonium"
"72","GCA_006013705.1","TMW89003.1"," -"," PTHR12848.orig.30.pi"," -",0,1652.4,0,0,1652,0,"NCBI","Streptophyta",4083,"Solanum chilense"
"73","GCA_018258275.1","KAG5585031.1"," -"," PTHR12848.orig.30.pi"," -",0,1635.9,0,0,1635.5,0,"NCBI","Streptophyta",4109,"Solanum commersonii"
"74","GCA_020169535.1","KAH0739915.1"," -"," PTHR12848.orig.30.pi"," -",0,1654.3,0,0,1653.9,0,"NCBI","Streptophyta",4113,"Solanum tuberosum"
"75","GCA_020169555.1","KAH0637930.1"," -"," PTHR12848.orig.30.pi"," -",0,1654.3,0,0,1653.9,0,"NCBI","Streptophyta",4113,"Solanum tuberosum"
"76","GCA_020169575.1","KAH0641367.1"," -"," PTHR12848.orig.30.pi"," -",0,1654.3,0,0,1653.9,0,"NCBI","Streptophyta",4113,"Solanum tuberosum"
"77","GCA_020169585.1","KAH0634801.1"," -"," PTHR12848.orig.30.pi"," -",0,1654.3,0,0,1653.9,0,"NCBI","Streptophyta",4113,"Solanum tuberosum"
"78","GCA_000504015.1","EYU41987.1"," -"," PTHR12848.orig.30.pi"," -",0,1639.7,0,0,1639.3,0,"NCBI","Streptophyta",4155,"Erythranthe guttata"
"79","GCA_008636005.1","GER55746.1"," -"," PTHR12848.orig.30.pi"," -",0,1617.3,0,0,1616.9,0,"NCBI","Streptophyta",4170,"Striga asiatica"
"80","GCA_001692995.2","KAL2250338.1"," -"," PTHR12848.orig.30.pi"," -",0,1666.8,0,0,1666.4,0,"NCBI","Streptophyta",4182,"Sesamum indicum"
"81","GCA_024762085.1","KAI7750720.1"," -"," PTHR12848.orig.30.pi"," -",0,1638.4,0,0,1638,0,"NCBI","Streptophyta",4212,"Ambrosia artemisiifolia"
"82","GCA_023525745.1","KAI3677713.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.8,0,0,1656.4,0,"NCBI","Streptophyta",4217,"Arctium lappa"
"83","GCA_026651695.1","KAJ0520708.1"," -"," PTHR12848.orig.30.pi"," -",0,1655,0,0,1654.6,0,"NCBI","Streptophyta",4232,"Helianthus annuus"
"84","GCA_002870075.4","KAJ0188376.1"," -"," PTHR12848.orig.30.pi"," -",0,1603.4,0,0,1600.3,0,"NCBI","Streptophyta",4236,"Lactuca sativa"
"85","GCA_963931765.2","CAL5389961.1"," -"," PTHR12848.orig.30.pi"," -",0,1661.6,0,0,1661.2,0,"NCBI","Streptophyta",4442,"Camellia sinensis"
"86","GCA_009445465.1","MQM11366.1"," -"," PTHR12848.orig.30.pi"," -",5.9e-238,794.8,0,5e-239,794.4,0,"NCBI","Streptophyta",4460,"Colocasia esculenta"
"87","GCA_030737845.1","KAK1284097.1"," -"," PTHR12848.orig.30.pi"," -",0,1645.9,0,0,1645.5,0,"NCBI","Streptophyta",4465,"Acorus calamus"
"88","GCA_004114815.1","KAE8777886.1"," -"," PTHR12848.orig.30.pi"," -",0,1625.8,0,0,1625.4,0,"NCBI","Streptophyta",4513,"Hordeum vulgare"
"89","GCA_030979885.1","KAK1629301.1"," -"," PTHR12848.orig.30.pi"," -",0,1609,0,0,1608.6,0,"NCBI","Streptophyta",4521,"Lolium multiflorum"
"90","GCA_004007595.1","KAB8116330.1"," -"," PTHR12848.orig.30.pi"," -",0,1605.2,0,0,1604.8,0,"NCBI","Streptophyta",4530,"Oryza sativa"
"91","GCA_003046395.2","RLM99213.1"," -"," PTHR12848.orig.30.pi"," -",0,1632.7,0.1,0,1632.3,0.1,"NCBI","Streptophyta",4540,"Panicum miliaceum"
"92","GCA_000263155.2","RCV36573.1"," -"," PTHR12848.orig.30.pi"," -",0,1624.1,0,0,1623.6,0,"NCBI","Streptophyta",4555,"Setaria italica"
"93","GCA_005286985.2","TKW07900.1"," -"," PTHR12848.orig.30.pi"," -",0,1625,0,0,1624.5,0,"NCBI","Streptophyta",4556,"Setaria viridis"
"94","GCA_000003195.3","KXG27592.1"," -"," PTHR12848.orig.30.pi"," -",0,1621.7,0.1,0,1621.3,0.1,"NCBI","Streptophyta",4558,"Sorghum bicolor"
"95","GCA_000003195.3","OQU82706.1"," -"," PTHR12848.orig.30.pi"," -",0,1621.7,0.1,0,1621.3,0.1,"NCBI","Streptophyta",4558,"Sorghum bicolor"
"96","GCA_015952705.1","KAG0528402.1"," -"," PTHR12848.orig.30.pi"," -",0,1621.7,0.1,0,1621.3,0.1,"NCBI","Streptophyta",4558,"Sorghum bicolor"
"97","GCA_002220415.3","KAF7071609.1"," -"," PTHR12848.orig.30.pi"," -",0,1626,0,0,1625.6,0,"NCBI","Streptophyta",4565,"Triticum aestivum"
"98","GCA_040256815.2","XBH68861.1"," -"," PTHR12848.orig.30.pi"," -",0,1626,0,0,1625.6,0,"NCBI","Streptophyta",4565,"Triticum aestivum"
"99","GCA_900231445.1","VAI30271.1"," -"," PTHR12848.orig.30.pi"," -",0,1625,0,0,1624.6,0,"NCBI","Streptophyta",4567,"Triticum turgidum subsp. durum"
"100","GCA_000005005.6","AQK38657.1"," -"," PTHR12848.orig.30.pi"," -",0,1617.9,0,0,1617.4,0,"NCBI","Streptophyta",4577,"Zea mays"
"101","GCA_001661175.1","OAY70450.1"," -"," PTHR12848.orig.30.pi"," -",0,1600.6,0.3,0,1600.3,0.3,"NCBI","Streptophyta",4615,"Ananas comosus"
"102","GCA_034359265.1","WOL04841.1"," -"," PTHR12848.orig.30.pi"," -",0,1600.2,0,0,1599.7,0,"NCBI","Streptophyta",4628,"Canna indica"
"103","GCA_029747655.1","KAJ8506491.1"," -"," PTHR12848.orig.30.pi"," -",0,1615,0,0,1614.6,0,"NCBI","Streptophyta",4639,"Ensete ventricosum"
"104","GCA_001876935.1","ONK61806.1"," -"," PTHR12848.orig.30.pi"," -",0,1455.4,5.2,2e-297,990.8,2.6,"NCBI","Streptophyta",4686,"Asparagus officinalis"
"105","GCA_911865555.2","CAH2054478.1"," -"," PTHR12848.orig.30.pi"," -",0,1620.9,0,0,1620.5,0,"NCBI","Streptophyta",13288,"Thlaspi arvense"
"106","GCA_000471905.1","ERN05372.1"," -"," PTHR12848.orig.30.pi"," -",0,1493.4,0,0,1493,0,"NCBI","Streptophyta",13333,"Amborella trichopoda"
"107","GCA_023525715.1","KAI3674783.1"," -"," PTHR12848.orig.30.pi"," -",0,1662.2,0,0,1661.7,0,"NCBI","Streptophyta",13427,"Cichorium intybus"
"108","GCA_027726005.1","KAJ3680905.1"," -"," PTHR12848.orig.30.pi"," -",0,1556.7,0,0,1556.3,0,"NCBI","Streptophyta",13579,"Juncus effusus"
"109","GCA_030867185.1","KAK1412448.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.7,0,0,1656.2,0,"NCBI","Streptophyta",13708,"Tagetes erecta"
"110","GCA_015143295.1","KAF8397161.1"," -"," PTHR12848.orig.30.pi"," -",0,1448.4,0.9,2e-270,896.2,8.9,"NCBI","Streptophyta",13715,"Tetracentron sinense"
"111","GCA_014529385.2","KAI5066969.1"," -"," PTHR12848.orig.30.pi"," -",1.1e-208,697,2.6,4e-209,696.7,2.6,"NCBI","Streptophyta",13818,"Adiantum capillus-veneris"
"112","GCA_008124465.1","KAG1338104.1"," -"," PTHR12848.orig.30.pi"," -",0,1572.6,0.1,0,1572.2,0.1,"NCBI","Streptophyta",13894,"Cocos nucifera"
"113","GCA_000005505.4","PNT65577.1"," -"," PTHR12848.orig.30.pi"," -",0,1607.6,0,0,1607.2,0,"NCBI","Streptophyta",15368,"Brachypodium distachyon"
"114","GCA_002201585.1","OWM67074.1"," -"," PTHR12848.orig.30.pi"," -",0,1625.4,0,0,1625,0,"NCBI","Streptophyta",22663,"Punica granatum"
"115","GCA_035582545.1","KAK4798865.1"," -"," PTHR12848.orig.30.pi"," -",0,1597.2,0,0,1596.8,0,"NCBI","Streptophyta",22666,"Trapa natans"
"116","GCA_041381175.1","KAL1545424.1"," -"," PTHR12848.orig.30.pi"," -",0,1644.3,0,0,1643.9,0,"NCBI","Streptophyta",28513,"Salvia divinorum"
"117","GCA_001185155.1","KMZ67250.1"," -"," PTHR12848.orig.30.pi"," -",0,1516,3.2,0,1515.5,3.2,"NCBI","Streptophyta",29655,"Zostera marina"
"118","GCA_932364175.1","CAH8355577.1"," -"," PTHR12848.orig.30.pi"," -",0,1619.9,0,0,1619.5,0,"NCBI","Streptophyta",29727,"Eruca vesicaria subsp. sativa"
"119","GCA_036320975.1","KAK5793438.1"," -"," PTHR12848.orig.30.pi"," -",0,1664.4,0,0,1664,0,"NCBI","Streptophyta",29729,"Gossypium arboreum"
"120","GCA_000327365.2","KJB71572.1"," -"," PTHR12848.orig.30.pi"," -",0,1666.9,0,0,1666.5,0,"NCBI","Streptophyta",29730,"Gossypium raimondii"
"121","GCA_000003745.2","CBI18073.3"," -"," PTHR12848.orig.30.pi"," -",0,1656.2,0,0,1655.8,0,"NCBI","Streptophyta",29760,"Vitis vinifera"
"122","GCA_030704535.1","WJZ92911.1"," -"," PTHR12848.orig.30.pi"," -",0,1656.2,0,0,1655.8,0,"NCBI","Streptophyta",29760,"Vitis vinifera"
"123","GCA_019776745.2","KAH9309834.1"," -"," PTHR12848.orig.30.pi"," -",2.1e-173,580.6,1.1,4e-174,580.4,1.1,"NCBI","Streptophyta",29808,"Taxus chinensis"
"124","GCA_029216955.1","KAJ6818131.1"," -"," PTHR12848.orig.30.pi"," -",0,1614.8,1.2,0,1614.5,1.2,"NCBI","Streptophyta",29817,"Iris pallida"
"125","GCA_018687715.1","KAG6640293.1"," -"," PTHR12848.orig.30.pi"," -",0,1653,0,0,1652.6,0,"NCBI","Streptophyta",32201,"Carya illinoinensis"
"126","GCA_018688675.1","KAG6693262.1"," -"," PTHR12848.orig.30.pi"," -",0,1653,0,0,1652.6,0,"NCBI","Streptophyta",32201,"Carya illinoinensis"
"127","GCA_018689175.1","KAG7960970.1"," -"," PTHR12848.orig.30.pi"," -",0,1653,0,0,1652.6,0,"NCBI","Streptophyta",32201,"Carya illinoinensis"
"128","GCA_029379385.1","KAJ7950081.1"," -"," PTHR12848.orig.30.pi"," -",0,1643.5,0,0,1643.1,0,"NCBI","Streptophyta",32244,"Quillaja saponaria"
"129","GCA_002271885.2","PHT38257.1"," -"," PTHR12848.orig.30.pi"," -",0,1390.8,0,0,1390.4,0,"NCBI","Streptophyta",33114,"Capsicum baccatum"
"130","GCA_029204225.1","KAJ7559935.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"131","GCA_029204225.1","KAJ7559936.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"132","GCA_029204225.1","KAJ7559937.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"133","GCA_029204225.1","KAJ7559938.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"134","GCA_029204225.1","KAJ7559939.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"135","GCA_029204225.1","KAJ7559941.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"136","GCA_029204225.1","KAJ7559942.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"137","GCA_029204225.1","KAJ7559943.1"," -"," PTHR12848.orig.30.pi"," -",0,1563.1,0,0,1562.7,0,"NCBI","Streptophyta",34168,"Diphasiastrum complanatum"
"138","GCA_040372305.1","GAA0161324.1"," -"," PTHR12848.orig.30.pi"," -",0,1611.4,0,0,1611,0,"NCBI","Streptophyta",34254,"Lithospermum erythrorhizon"
"139","GCA_007990455.1","TYI60861.1"," -"," PTHR12848.orig.30.pi"," -",0,1665.8,0,0,1665.4,0,"NCBI","Streptophyta",34275,"Gossypium mustelinum"
"140","GCA_007990325.1","TYG49978.1"," -"," PTHR12848.orig.30.pi"," -",0,1668.3,0,0,1667.9,0,"NCBI","Streptophyta",34276,"Gossypium darwinii"
"141","GCA_007990485.1","TYH49484.1"," -"," PTHR12848.orig.30.pi"," -",0,1660.3,0,0,1659.9,0,"NCBI","Streptophyta",34277,"Gossypium tomentosum"
"142","GCA_013467465.1","MBA0788763.1"," -"," PTHR12848.orig.30.pi"," -",0,1595.2,0,0,1594.8,0,"NCBI","Streptophyta",34281,"Gossypium trilobum"
"143","GCA_013467495.1","MBA0749295.1"," -"," PTHR12848.orig.30.pi"," -",0,1304.9,0.1,0,1304.7,0.1,"NCBI","Streptophyta",34282,"Gossypium gossypioides"
"144","GCA_013677265.1","MBA0827532.1"," -"," PTHR12848.orig.30.pi"," -",0,1366.4,0,0,1366.2,0,"NCBI","Streptophyta",34283,"Gossypium armourianum"
"145","GCA_013677255.1","MBA0797381.1"," -"," PTHR12848.orig.30.pi"," -",4.1e-242,807.7,2.8,1e-154,512.9,2.6,"NCBI","Streptophyta",34285,"Gossypium harknessii"
"146","GCA_013677235.1","MBA0647358.1"," -"," PTHR12848.orig.30.pi"," -",0,1628.5,0.1,0,1628.1,0.1,"NCBI","Streptophyta",34286,"Gossypium klotzschianum"
"147","GCA_013677245.1","MBA0628520.1"," -"," PTHR12848.orig.30.pi"," -",0,1565.8,0.2,2e-253,841.4,7.3,"NCBI","Streptophyta",34287,"Gossypium davidsonii"
"148","GCA_013511315.1","MBA0710384.1"," -"," PTHR12848.orig.30.pi"," -",0,1140.5,5.3,7e-204,677.9,3.9,"NCBI","Streptophyta",34288,"Gossypium laxum"
"149","GCA_013467485.1","MBA0555299.1"," -"," PTHR12848.orig.30.pi"," -",7.9e-199,664.3,6.5,8e-200,664,6.5,"NCBI","Streptophyta",34289,"Gossypium lobatum"
"150","GCA_013487665.1","MBA0681265.1"," -"," PTHR12848.orig.30.pi"," -",6.4e-292,972.6,1.8,4e-204,678.4,3.9,"NCBI","Streptophyta",34290,"Gossypium aridum"
"151","GCA_013677275.1","MBA0854495.1"," -"," PTHR12848.orig.30.pi"," -",0,1629,0.1,0,1628.5,0.1,"NCBI","Streptophyta",34291,"Gossypium schwendimanii"
"152","GCA_003112345.1","PWA92996.1"," -"," PTHR12848.orig.30.pi"," -",0,1631.9,0,0,1631.6,0,"NCBI","Streptophyta",35608,"Artemisia annua"
"153","GCA_020424065.1","KAH0995168.1"," -"," PTHR12848.orig.30.pi"," -",0,1681.6,0,0,1681.2,0,"NCBI","Streptophyta",36596,"Prunus armeniaca"
"154","GCA_903112645.1","CAB4284895.1"," -"," PTHR12848.orig.30.pi"," -",0,1681.6,0,0,1681.2,0,"NCBI","Streptophyta",36596,"Prunus armeniaca"
