"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Organism_Taxonomic_ID","Organism.Name"
"26","GCA_003203535.1","GBF92738.1"," -"," PTHR11139.orig.30.pi"," -",0,1333.9,8.4,0,1333.7,8.4,"NCBI",307507,"Raphidocelis subcapitata"
"27","GCA_030267485.1","GLC47299.1"," -"," PTHR11139.orig.30.pi"," -",0,1694.5,17.8,0,1694.1,17.8,"NCBI",330485,"Pleodorina starrii"
"28","GCA_040144335.1","KAK9826859.1"," -"," PTHR11139.orig.30.pi"," -",0,1699.6,34.8,0,1699.4,34.8,"NCBI",381761,"Elliptochloris bilobata"
"29","GCA_000092065.1","ABO93925.1"," -"," PTHR11139.orig.30.pi"," -",0,1441.1,43.1,0,1440.8,43.1,"NCBI",436017,"Ostreococcus lucimarinus CCE9901"
"30","GCA_002245815.2","PSC69678.1"," -"," PTHR11139.orig.30.pi"," -",0,1604.7,41.9,0,1604.4,41.9,"NCBI",554055,"Micractinium conductrix"
"31","GCA_000147415.1","EFN54447.1"," -"," PTHR11139.orig.30.pi"," -",3.8e-199,664.2,21.9,5e-144,479.7,32.3,"NCBI",554065,"Chlorella variabilis"
"32","GCA_000151265.1","EEH53026.1"," -"," PTHR11139.orig.30.pi"," -",0,1612.6,21.7,0,1612.3,21.7,"NCBI",564608,"Micromonas pusilla CCMP1545"
"33","GCA_000258705.1","EIE20354.1"," -"," PTHR11139.orig.30.pi"," -",0,1676.3,41.8,0,1676.1,41.8,"NCBI",574566,"Coccomyxa subellipsoidea C-169"
"34","GCA_040144405.1","KAK9807337.1"," -"," PTHR11139.orig.30.pi"," -",3e-251,837.3,59.2,1e-251,835.5,59.2,"NCBI",706552,"Symbiochloris irregularis"
"35","GCA_916048055.1","CAG9463067.1"," -"," PTHR11139.orig.30.pi"," -",0,1573.3,27.8,0,1573.1,27.8,"NCBI",765719,"Pedinophyceae sp. YPF-701"
"36","GCA_040144355.1","KAK9838042.1"," -"," PTHR11139.orig.30.pi"," -",0,1599.7,31,0,1599.5,31,"NCBI",904363,"Apatococcus lobatus"
"37","GCA_002335675.1","GAX78992.1"," -"," PTHR11139.orig.30.pi"," -",0,1621.4,44.4,0,1621.1,44.4,"NCBI",1157962,"Chlamydomonas eustigma"
"38","GCA_964019345.2","CAL5224949.1"," -"," PTHR11139.orig.30.pi"," -",0,1706.4,32.4,0,1706.1,32.4,"NCBI",1274662,"Coccomyxa viridis"
"39","GCA_000690575.1","KDD76204.1"," -"," PTHR11139.orig.30.pi"," -",0,1091,23.1,0,1084.9,23.1,"NCBI",1291522,"Helicosporidium sp. ATCC 50920"
"40","GCA_038396805.1","WZN60299.1"," -"," PTHR11139.orig.30.pi"," -",0,1701.8,40.2,0,1701.5,40.2,"NCBI",1461544,"Chloropicon roscoffensis"
"41","GCA_034226945.1","WPT14253.1"," -"," PTHR11139.orig.30.pi"," -",0,1530.5,36.4,0,1530.2,36.4,"NCBI",1470871,"Picochlorum sp. SENEW3"
"42","GCA_019044685.2","KAH7619455.1"," -"," PTHR11139.orig.30.pi"," -",0,1620.9,23.4,0,1620.6,23.4,"NCBI",1650286,"Chlorella desiccata (nom. nud.)"
"43","GCA_016618255.1","KAG1674675.1"," -"," PTHR11139.orig.30.pi"," -",0,1631.9,35.6,0,1631.6,35.6,"NCBI",1653778,"Chlamydomonas sp. UWO 241"
"44","GCA_019650255.1","GIL95733.1"," -"," PTHR11139.orig.30.pi"," -",0,1667,23.8,0,1666.7,23.8,"NCBI",1737510,"Volvox reticuliferus"
"45","GCA_007859695.1","QDZ23523.1"," -"," PTHR11139.orig.30.pi"," -",0,1689.5,31.5,0,1689.3,31.5,"NCBI",1764295,"Chloropicon primus"
"46","GCA_964261555.1","CAL8463248.1"," -"," PTHR11139.orig.30.pi"," -",0,1701.1,32.6,0,1700.8,32.6,"NCBI",1965095,"Coccomyxa elongata"
"47","GCA_040144375.1","KAK9841076.1"," -"," PTHR11139.orig.30.pi"," -",8.6e-265,882.4,3.8,5e-266,882.3,3.8,"NCBI",2026836,"Apatococcus fuscideae"
"48","GCA_016834595.1","KAG2429671.1"," -"," PTHR11139.orig.30.pi"," -",0,1693.7,0,0,1693.4,0,"NCBI",2026947,"Chlamydomonas schloesseri"
"49","GCA_020887355.1","BDA44527.1"," -"," PTHR11139.orig.30.pi"," -",0,1699,33.5,0,1698.6,33.5,"NCBI",2315456,"Coccomyxa sp. Obi"
"50","GCA_040746505.1","MEW5302322.1"," -"," PTHR11139.orig.30.pi"," -",0,1603.5,25.2,0,1603.2,25.2,"NCBI",2578422,"Sanguina aurantia"
"51","GCA_008636185.1","KAA6416894.1"," -"," PTHR11139.orig.30.pi"," -",0,1014.6,27.9,0,1014.2,27.9,"NCBI",2608996,"Trebouxia sp. A1-2"
"52","GCA_025026875.1","KAI7840144.1"," -"," PTHR11139.orig.30.pi"," -",0,1480.3,37.1,0,1479.2,37.1,"NCBI",2649997,"Chlorella ohadii"
"53","GCA_014080715.1","KAF6252759.1"," -"," PTHR11139.orig.30.pi"," -",4.9e-221,737.6,47.9,1e-221,736.5,47.9,"NCBI",2650976,"Scenedesmus sp. NREL 46B-D3"
"54","GCA_025209345.1","KAI8108385.1"," -"," PTHR11139.orig.30.pi"," -",0,1529.8,38.2,0,1529.6,38.2,"NCBI",2696299,"Picochlorum sp. BPE23"
"55","GCA_014905635.1","KAF8057127.1"," -"," PTHR11139.orig.30.pi"," -",0,1465.8,0,0,1464.6,0,"NCBI",2742167,"Scenedesmus sp. PABB004"
"56","GCA_040206735.1","KAL0030298.1"," -"," PTHR11139.orig.30.pi"," -",0,1706.4,25.5,0,1706.1,25.5,"NCBI",2905653,"Trebouxia sp. C0004"
"57","GCA_040206755.1","KAL0022843.1"," -"," PTHR11139.orig.30.pi"," -",0,1155.1,24.4,0,1154.8,24.4,"NCBI",2905654,"Trebouxia sp. C0005"
"58","GCA_040206745.1","KAL0047858.1"," -"," PTHR11139.orig.30.pi"," -",0,1711.6,25.6,0,1711.3,25.6,"NCBI",2905655,"Trebouxia sp. C0006"
"59","GCA_030272585.1","GMH33501.1"," -"," PTHR11139.orig.30.pi"," -",0,1225.2,24.5,0,1224.9,24.5,"NCBI",3041901,"Bryopsis sp. KO-2023"
"60","GCA_045269255.1","KAL3151486.1"," -"," PTHR11139.orig.30.pi"," -",0,1693,35.2,0,1692.7,35.2,"NCBI",3373144,"Trebouxia sp. C0009 RCD-2024"
"61","GCA_045269315.1","KAL3155202.1"," -"," PTHR11139.orig.30.pi"," -",0,1167.4,15,0,1167.2,15,"NCBI",3373145,"Trebouxia sp. C0010 RCD-2024"
"62","Volca2","8|Vocar.0014s0198.1"," -"," PTHR11139.orig.30.pi"," -",0,1707.2,25.8,0,1706.9,25.8,"JGI",3067,"Volvox carteri v2.1"
"63","Chloso1230","SI2_123000003921-RA"," -"," PTHR11139.orig.30.pi"," -",0,1577.3,34.2,0,1576.9,34.2,"JGI",3071,"Chlorella sorokiniana UTEX 1230"
"64","ScespWC1",""," -"," PTHR11139.orig.30.pi"," -",1e-277,925.6,34.7,4e-278,925.2,34.7,"JGI",3087,"Scenedesmus sp. WC-1 v1.0"
"65","Pedmin1","97|Pedmi_jg3424.t1"," -"," PTHR11139.orig.30.pi"," -",0,1619.9,39.7,0,1619.6,39.7,"JGI",3159,"Pedinomonas minor SAG 1965-3"
"66","Tetstr1","61460|TSEL_006569.t"," -"," PTHR11139.orig.30.pi"," -",0,1762.3,43.2,0,1762,43.2,"JGI",3165,"Tetraselmis striata"
"67","Chrzof2",""," -"," PTHR11139.orig.30.pi"," -",0,1673,19,0,1672.8,19,"JGI",31302,"Chromochloris zofingiensis var. SAG 211-14 v6.0"
"68","MicrAD1","sed-gene-0.4-mRNA-1"," -"," PTHR11139.orig.30.pi"," -",0,1495.8,0,0,1494.2,0,"JGI",38832,"Micromonas sp. AD1 metagenome extracted assembly"
"69","Dicre1",""," -"," PTHR11139.orig.30.pi"," -",0,1512.1,57,0,1511.8,57,"JGI",40981,"Symbiochloris reticulata Spain reference genome v1.0"
"70","Trebou978","|e_gw1.10.19.1"," -"," PTHR11139.orig.30.pi"," -",0,1630.1,25.3,0,1629.8,25.3,"JGI",75966,"Trebouxiophyceae sp. bin 3300059473_978 v1.0"
"71","Enacos1",""," -"," PTHR11139.orig.30.pi"," -",0,1603,42,0,1601.2,42,"JGI",113528,"Enallax costatus CCAP 276/31 v1.1"
"72","Caulen1","ulen1|91544|g6773.t"," -"," PTHR11139.orig.30.pi"," -",0,1151.2,60.7,0,1150.9,60.7,"JGI",148947,"Caulerpa lentillifera"
"73","Flerot1",""," -"," PTHR11139.orig.30.pi"," -",0,1597.5,37.6,0,1597.2,37.6,"JGI",269715,"Flechtneria rotunda SEV3VF49 v1.1"
"74","DesarB2533","C_contig_640021"," -"," PTHR11139.orig.30.pi"," -",0,1542.6,40.9,0,1541.9,40.9,"JGI",375941,"Desmodesmus armatus UTEX B 2533 v2.0"
"75","Ulvmu1","1|9916|UM057_0074.1"," -"," PTHR11139.orig.30.pi"," -",0,1205.3,52.9,0,1205,52.9,"JGI",498180,"Ulva mutabilis Foyn"
"76","Astpho2","sh1_pm.00103_%23_6_"," -"," PTHR11139.orig.30.pi"," -",0,1617.1,49.1,0,1605.7,49.1,"JGI",763042,"Asterochloris glomerata Cgr/DA1pho v2.0"
"77","Batpra1","|2723|XM_007508737."," -"," PTHR11139.orig.30.pi"," -",0,1502.1,0.8,0,1501.3,0.8,"JGI",1075084,"Bathycoccus prasinos RCC1105"
"78","Botrbrau1","51|Bobra.0344s0007."," -"," PTHR11139.orig.30.pi"," -",0,1137.7,24.2,0,1137.5,24.2,"JGI",1202541,"Botryococcus braunii Showa"
"79","ChloA99","scaffold_3.g6163.t1"," -"," PTHR11139.orig.30.pi"," -",0,1589.8,32.1,0,1589.5,32.1,"JGI",2041167,"Chlorella  sp. A99"
"80","Picsp","target"," -"," PTHR11139.orig.30.pi"," -",0,1558.3,34.5,0,1558,34.5,"JGI",2053932,"Picochlorum soloecismus DOE101"
"81","Chlremi1",""," -"," PTHR11139.orig.30.pi"," -",0,1632.6,29.4,0,1632.3,29.4,"JGI",2069334,"Chloromonas remiasii CCCryo 005-99 v1.0"
"82","Pico","_ML_1|54213|g4619.t"," -"," PTHR11139.orig.30.pi"," -",1.3e-85,286.7,0,1.6e-85,286.4,0,"JGI",2320818,"Picocystis sp. ML"
"83","Picre1","|35644|NNA_003105.t"," -"," PTHR11139.orig.30.pi"," -",9.5e-275,914.9,11,1e-275,914.6,11,"JGI",2601844,"Picochlorum renovo"
"84","TetrdesSNI2","_transcript/717"," -"," PTHR11139.orig.30.pi"," -",0,1358.3,20.5,0,1357.9,20.5,"JGI",2780016,"Tetradesmus deserticola SNI-2 v1.1"
"85","MicrYARC1","127|mRNA.MigICE1323"," -"," PTHR11139.orig.30.pi"," -",2e-239,798.8,38.2,3e-240,798.1,38.2,"JGI",2904290,"Microglena sp. YARC"
"86","Trebou4402","42989|gm4.1532_g"," -"," PTHR11139.orig.30.pi"," -",0,1302.2,7.4,0,1302,7.4,"JGI",2941158,"Chlorellaceae sp. bin 3300059473_4402 v1.0"
"87","Limspi1","7361|dmel_g10117.t1"," -"," PTHR11139.orig.30.pi"," -",0,1612.2,29,0,1612,29,"JGI",2954232,"Limnomonas spitsbergensis CCryo_02-99_CH"
