"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Organism_Taxonomic_ID","Organism.Name"
"14","GCA_009729455.1","KAE8892867.1"," -"," PTHR13298.orig.30.pi"," -",0,1116.6,0,0,1116.2,0,"NCBI",53985,"Phytophthora fragariae"
"15","GCA_016865095.1","KAG3121550.1"," -"," PTHR13298.orig.30.pi"," -",0,1115.6,0,0,1115.3,0,"NCBI",53986,"Phytophthora idaei"
"16","GCA_001078535.1","CCI43400.1"," -"," PTHR13298.orig.30.pi"," -",1.1e-295,983,4.5,6e-296,982.4,4.5,"NCBI",65357,"Albugo candida"
"17","GCA_000149755.2","EGZ28645.1"," -"," PTHR13298.orig.30.pi"," -",0,1122.5,0,0,1122.1,0,"NCBI",67593,"Phytophthora sojae"
"18","GCA_002081575.1","OQS07508.1"," -"," PTHR13298.orig.30.pi"," -",2.9e-276,918.7,0.1,4e-277,917.5,0.1,"NCBI",74557,"Thraustotheca clavata"
"19","GCA_006386115.1","KAF1332164.1"," -"," PTHR13298.orig.30.pi"," -",1.4e-284,946.7,0,7e-285,946.3,0,"NCBI",82926,"Globisporangium splendens"
"20","GCA_947650345.1","CAI5729349.1"," -"," PTHR13298.orig.30.pi"," -",0,1099.6,0.1,0,1099.2,0.1,"NCBI",86335,"Peronospora destructor"
"21","GCA_021527685.1","KAH9062995.1"," -"," PTHR13298.orig.30.pi"," -",6e-266,885.3,0,2e-266,884.3,0,"NCBI",100861,"Aphanomyces euteiches"
"22","GCA_019155685.1","KAG7402141.1"," -"," PTHR13298.orig.30.pi"," -",1.9e-261,869.5,1.9,6e-247,819.4,0.3,"NCBI",109152,"Phytophthora boehmeriae"
"23","GCA_000520075.1","ETV69115.1"," -"," PTHR13298.orig.30.pi"," -",5.9e-265,882.2,0,9e-265,881.6,0,"NCBI",112090,"Aphanomyces astaci"
"24","GCA_019828595.1","KAG9401826.1"," -"," PTHR13298.orig.30.pi"," -",1e-241,804.9,0,2e-241,803.8,0,"NCBI",112091,"Aphanomyces cochlioides"
"25","GCA_026401395.1","KAJ0401517.1"," -"," PTHR13298.orig.30.pi"," -",4.8e-300,997.3,0,4e-301,996.9,0,"NCBI",114742,"Pythium insidiosum"
"26","GCA_009732905.1","KAE9050506.1"," -"," PTHR13298.orig.30.pi"," -",0,1115.7,0,0,1115.4,0,"NCBI",129364,"Phytophthora rubi"
"27","GCA_920940705.1","CAH0493114.1"," -"," PTHR13298.orig.30.pi"," -",0,1082.9,0.1,0,1082.6,0.1,"NCBI",134698,"Peronospora farinosa"
"28","GCA_000520115.1","ETV97011.1"," -"," PTHR13298.orig.30.pi"," -",1.7e-263,877.1,0,4e-264,876.6,0,"NCBI",157072,"Aphanomyces invadans"
"29","GCA_947650285.1","CAI5739336.1"," -"," PTHR13298.orig.30.pi"," -",0,1096,0.8,0,1095.4,0.8,"NCBI",162125,"Hyaloperonospora brassicae"
"30","GCA_020800235.1","KAH7505182.1"," -"," PTHR13298.orig.30.pi"," -",0,1134.4,0,0,1134.1,0,"NCBI",164328,"Phytophthora ramorum"
"31","GCA_019155715.1","KAG7393691.1"," -"," PTHR13298.orig.30.pi"," -",0,1103.8,0,0,1103.5,0,"NCBI",221518,"Phytophthora pseudosyringae"
"32","GCA_026184515.1","KAI9907033.1"," -"," PTHR13298.orig.30.pi"," -",0,1086.2,0.1,0,1085.9,0.1,"NCBI",230839,"Peronosclerospora sorghi"
"33","GCA_017506865.1","KAG5193058.1"," -"," PTHR13298.orig.30.pi"," -",3.9e-127,425.2,0,8.6e-68,228.7,0,"NCBI",303371,"Tribonema minus"
"34","GCA_001712645.2","RLN57857.1"," -"," PTHR13298.orig.30.pi"," -",3.3e-294,977.7,0,2e-274,906.7,0,"NCBI",325452,"Phytophthora kernoviae"
"35","GCA_000142945.1","EEY66214.1"," -"," PTHR13298.orig.30.pi"," -",0,1114.3,0,0,1114,0,"NCBI",403677,"Phytophthora infestans T30-4"
"36","GCA_039096935.1","KAK8824242.1"," -"," PTHR13298.orig.30.pi"," -",9e-96,320,7.8,1.6e-95,319.2,7.8,"NCBI",478820,"Blastocystis sp. ATCC 50177/Nand II"
"37","GCA_947641895.1","CAI5704966.1"," -"," PTHR13298.orig.30.pi"," -",0,1098.5,0,0,1098.1,0,"NCBI",542832,"Peronospora effusa"
"38","GCA_920618645.1","CAH0477092.1"," -"," PTHR13298.orig.30.pi"," -",0,1088.7,0.7,0,1088.3,0.7,"NCBI",622444,"Peronospora belbahrii"
"39","GCA_000151545.2","KDO20660.1"," -"," PTHR13298.orig.30.pi"," -",2.1e-265,883.3,0,4e-266,882.3,0,"NCBI",695850,"Saprolegnia parasitica CBS 223.65"
"40","GCA_030267965.1","GMI44527.1"," -"," PTHR13298.orig.30.pi"," -",3.5e-154,514.5,0.1,5e-155,514.1,0.1,"NCBI",722753,"Triparma columacea"
"41","GCA_000247585.2","ETN07310.1"," -"," PTHR13298.orig.30.pi"," -",0,1116,0,0,1115.7,0,"NCBI",761204,"Phytophthora nicotianae INRA-310"
"42","GCA_902602495.3","CAB1120764.1"," -"," PTHR13298.orig.30.pi"," -",2.4e-175,585.4,0,4e-176,584.9,0,"NCBI",867726,"Ectocarpus sp. CCAP 1310/34"
"43","GCA_000743755.1","KNB45059.1"," -"," PTHR13298.orig.30.pi"," -",2.6e-99,331.4,11.7,3.4e-99,331,11.7,"NCBI",944170,"Blastocystis sp. subtype 4"
"44","GCA_004565275.1","TFJ86146.1"," -"," PTHR13298.orig.30.pi"," -",6.9e-73,244.5,0,3.3e-68,229,0,"NCBI",1027361,"Nannochloropsis salina CCMP1776"
"45","GCA_000281045.1","EQC36467.1"," -"," PTHR13298.orig.30.pi"," -",8.6e-262,871.2,0,9e-262,870.1,0,"NCBI",1156394,"Saprolegnia diclina VS20"
"46","GCA_002081595.1","OQR91495.1"," -"," PTHR13298.orig.30.pi"," -",1.2e-267,890.3,0,9e-268,889,0,"NCBI",1202772,"Achlya hypogyna"
"47","GCA_000333075.3","KAF4322931.1"," -"," PTHR13298.orig.30.pi"," -",3.9e-265,881.6,3.2,2e-244,810.5,0.6,"NCBI",1284355,"Phytophthora kernoviae 00238/432"
"48","GCA_000365545.1","ETP13305.1"," -"," PTHR13298.orig.30.pi"," -",0,1103.3,0,0,1102.9,0,"NCBI",1317063,"Phytophthora nicotianae CJ01A1"
"49","GCA_000367145.1","ETP41369.1"," -"," PTHR13298.orig.30.pi"," -",0,1103.4,0,0,1103.1,0,"NCBI",1317064,"Phytophthora nicotianae P10297"
"50","GCA_000365505.1","ETI43479.1"," -"," PTHR13298.orig.30.pi"," -",0,1103.4,0,0,1103.1,0,"NCBI",1317065,"Phytophthora nicotianae P1569"
"51","GCA_000365525.1","ETO72123.1"," -"," PTHR13298.orig.30.pi"," -",0,1116,0,0,1115.7,0,"NCBI",1317066,"Phytophthora nicotianae P1976"
"52","GCA_008271595.1","TYZ65440.1"," -"," PTHR13298.orig.30.pi"," -",5.1e-297,987.4,0,7e-297,987,0,"NCBI",1485010,"[Pythium] brassicae (nom. inval.)"
"53","GCA_030267785.1","GMF41924.1"," -"," PTHR13298.orig.30.pi"," -",2.2e-303,1009.7,0,8e-304,1009.4,0,"NCBI",1490495,"Phytophthora fragariaefolia"
"54","GCA_030267945.1","GMH67534.1"," -"," PTHR13298.orig.30.pi"," -",5.6e-143,477.5,0,6e-143,475.9,0,"NCBI",1606541,"Triparma strigata"
"55","GCA_030267905.1","GMI07078.1"," -"," PTHR13298.orig.30.pi"," -",2.1e-143,478.8,0,1e-144,477.9,0,"NCBI",1606542,"Triparma verrucosa"
"56","GCA_012489335.1","GMH93873.1"," -"," PTHR13298.orig.30.pi"," -",3.2e-143,478.1,0,1e-143,476.3,0,"NCBI",1714386,"Triparma laevis f. inornata"
"57","GCA_030267805.1","GMH75152.1"," -"," PTHR13298.orig.30.pi"," -",1e-142,476.8,0,2e-143,475.1,0,"NCBI",1714387,"Triparma laevis f. longispina"
"58","GCA_030267725.1","GMF12370.1"," -"," PTHR13298.orig.30.pi"," -",0,1059.4,0.2,0,1058.8,0.2,"NCBI",2077276,"Phytophthora lilii"
"59","GCA_002897355.1","GBG31601.1"," -"," PTHR13298.orig.30.pi"," -",3.8e-173,577,0,7e-173,573.7,0,"NCBI",2315210,"Hondaea fermentalgiana"
"60","GCA_001712635.2","RLN57964.1"," -"," PTHR13298.orig.30.pi"," -",0,1087.7,0,0,1087.3,0,"NCBI",2483409,"Nothophytophthora sp. Chile5"
"61","GCA_018873745.1","KAG6977771.1"," -"," PTHR13298.orig.30.pi"," -",0,1112.5,0,0,1112.2,0,"NCBI",2496075,"Phytophthora aleatoria"
"62","GCA_030267625.1","GMI10640.1"," -"," PTHR13298.orig.30.pi"," -",7.1e-152,506.8,0.6,9e-152,506.4,0.6,"NCBI",2557542,"Triparma retinervis"
"63","GCA_921007115.2","CAK7940518.1"," -"," PTHR13298.orig.30.pi"," -",0,1101.7,0.2,0,1101.2,0.2,"NCBI",2874970,"Peronospora matthiolae"
"64","GCA_030267505.1","GMI35429.1"," -"," PTHR13298.orig.30.pi"," -",5.7e-152,507.3,0,1e-152,506.4,0,"NCBI",2962635,"Tetraparma gracilis"
"65","GCA_030267985.1","GMI61314.1"," -"," PTHR13298.orig.30.pi"," -",6.8e-139,463.6,0.8,6e-101,335,0.6,"NCBI",2962637,"Parmales sp. scaly parma"
"66","GCA_039096225.1","KAK8803221.1"," -"," PTHR13298.orig.30.pi"," -",4.3e-91,304.8,11.9,7.4e-91,304,11.9,"NCBI",3128533,"Blastocystis sp. Blastoise"
"67","GCA_039096195.1","KAK8799294.1"," -"," PTHR13298.orig.30.pi"," -",3.4e-102,341.3,13.2,4e-103,340.7,13.2,"NCBI",3128534,"Blastocystis sp. BT1"
"68","GCA_039096925.1","KAK8823128.1"," -"," PTHR13298.orig.30.pi"," -",1.6e-94,315.7,1.2,4.7e-94,314.1,1.2,"NCBI",3128535,"Blastocystis sp. DL"
"69","GCA_039096365.1","KAK8829430.1"," -"," PTHR13298.orig.30.pi"," -",1.8e-92,309.3,16.8,2.9e-92,308.6,16.8,"NCBI",3128536,"Blastocystis sp. JDR"
"70","GCA_039096215.1","KAK8808816.1"," -"," PTHR13298.orig.30.pi"," -",1.7e-94,315.7,1.1,5.2e-94,314.1,1.1,"NCBI",3128537,"Blastocystis sp. NMH"
"71","Alaesc1","97|esubft_925_4"," -"," PTHR13298.orig.30.pi"," -",1.3e-191,638.7,0,8e-192,638.3,0,"JGI",2889,"Alaria esculenta A1"
"72","Macpyr2","h2_pm.contig_41_#_3"," -"," PTHR13298.orig.30.pi"," -",8.3e-168,560.5,0,6e-168,559.5,0,"JGI",35122,"Macrocystis pyrifera CI_03 v1.0"
"73","Parimp1","ITY_DN15259_c4_g2_i"," -"," PTHR13298.orig.30.pi"," -",6.1e-123,411.2,0.2,9e-124,410.9,0.2,"JGI",37642,"Paraphysomonas imperforata CCMP1604 v1.4"
"74","Hypcat1","mRNA-1"," -"," PTHR13298.orig.30.pi"," -",8.1e-62,208.9,2.5,9e-62,208.8,2.5,"JGI",42384,"Hyphochytrium catenoides ATCC 18719"
"75","VisC74","contig_7_g57940.t1"," -"," PTHR13298.orig.30.pi"," -",1.6e-189,631.7,0,4e-138,456.9,0.3,"JGI",44431,"Vischeria strain C74"
"76","NanspC018","_#_274_#_STRG.5485."," -"," PTHR13298.orig.30.pi"," -",4.4e-58,195.5,0,1.9e-51,173.5,0,"JGI",52230,"Nannochloropsis oceanica C018 v1.0"
"77","Nangad1894","|CM00_9062_g52430.t"," -"," PTHR13298.orig.30.pi"," -",5.1e-68,228.4,0,2.8e-45,153.1,0,"JGI",72520,"Nannochloropsis gaditana CCMP1894"
"78","Undpi1","caffold_13.g05843.m"," -"," PTHR13298.orig.30.pi"," -",2e-178,594.5,0,9e-179,593.6,0,"JGI",74381,"Undaria pinnatifida M23"
"79","Aplke1","e1Plus.C_40113"," -"," PTHR13298.orig.30.pi"," -",2.1e-170,567.9,0,3e-170,567.4,0,"JGI",87111,"Aplanochytrium kerguelense PBS07 v1.0"
"80","Sacja1","cja1|2610|SJ01438.1"," -"," PTHR13298.orig.30.pi"," -",4.3e-183,610.6,0,3e-184,610.3,0,"JGI",88149,"Saccharina japonica str. Ja"
"81","Nanoce84910","910_1|1414|g10160.t"," -"," PTHR13298.orig.30.pi"," -",9.2e-95,317.2,0,1.9e-51,173.7,0,"JGI",145522,"Nannochloropsis oceanica CCAP849/10"
"82","Claok1","aok1|14666|g12275.t"," -"," PTHR13298.orig.30.pi"," -",9.9e-177,589.2,0,6e-177,588.5,0,"JGI",309737,"Cladosiphon okamuranus S strain"
"83","Ochro1393","574"," -"," PTHR13298.orig.30.pi"," -",2.2e-132,442.7,0.2,1.6e-49,168.3,1.3,"JGI",420556,"Ochromonas sp. CCMP1393 v1.4"
"84","Hyaar1","anscript:HpaT805161"," -"," PTHR13298.orig.30.pi"," -",0,1099.2,0.5,0,1098.7,0.5,"JGI",559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0"
"85","Sarfu1","rfu1|50856|g7299.t1"," -"," PTHR13298.orig.30.pi"," -",6.3e-185,616.6,0,4e-186,616.2,0,"JGI",590727,"Sargassum fusiforme"
"86","Phyci1","gm1.6092_g"," -"," PTHR13298.orig.30.pi"," -",0,1123,0,0,1122.7,0,"JGI",622258,"Phytophthora cinnamomi var cinnamomi v1.0"
"87","Aurli1","sh1_kg.C_140160"," -"," PTHR13298.orig.30.pi"," -",1.5e-33,115,0,1.7e-33,114.8,0,"JGI",717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0"
"88","Schag1","sh1_pg.C_110077"," -"," PTHR13298.orig.30.pi"," -",4.5e-152,507,0,6e-151,501.2,0,"JGI",876976,"Schizochytrium aggregatum ATCC 28209 v1.0"
"89","MonC73","contig_17_g110690.t"," -"," PTHR13298.orig.30.pi"," -",7.5e-143,476.8,0,9e-102,338,0,"JGI",1745946,"Monodopsis strain C73"
"90","Nemde1","Nemde1|9695|g6329.t"," -"," PTHR13298.orig.30.pi"," -",2.7e-131,438.9,0,7e-132,438.5,0,"JGI",2185085,"Nemacystus decipiens Onna-1"
"91","LabyHa","10|LABHA_00002632-R"," -"," PTHR13298.orig.30.pi"," -",4.7e-66,221.9,5.6,6.5e-59,198.2,1.4,"JGI",2710872,"Labyrinthula sp. SR_Ha_C"
