"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Organism_Taxonomic_ID","Organism.Name"
"53","GCA_014080715.1","KAF6253842.1"," -"," PTHR19842.orig.30.pi"," -",4e-140,466.2,2.6,9e-141,465.9,2.6,"NCBI",2650976,"Scenedesmus sp. NREL 46B-D3"
"54","GCA_025209345.1","KAI8114488.1"," -"," PTHR19842.orig.30.pi"," -",1.9e-134,446.3,1.2,3e-135,446.1,1.2,"NCBI",2696299,"Picochlorum sp. BPE23"
"55","GCA_014905635.1","KAF8055652.1"," -"," PTHR19842.orig.30.pi"," -",1.2e-98,328.6,0.5,1.5e-98,328.3,0.5,"NCBI",2742167,"Scenedesmus sp. PABB004"
"56","GCA_040206735.1","KAL0041247.1"," -"," PTHR19842.orig.30.pi"," -",4.7e-111,370.4,1.6,6e-112,370.1,1.6,"NCBI",2905653,"Trebouxia sp. C0004"
"57","GCA_040206755.1","KAL0043527.1"," -"," PTHR19842.orig.30.pi"," -",4.6e-102,340.6,4.6,3.3e-62,209.6,0.2,"NCBI",2905654,"Trebouxia sp. C0005"
"58","GCA_040206745.1","KAL0045985.1"," -"," PTHR19842.orig.30.pi"," -",2.5e-111,371.2,1.4,3e-111,370.9,1.4,"NCBI",2905655,"Trebouxia sp. C0006"
"59","GCA_030272585.1","GMH33002.1"," -"," PTHR19842.orig.30.pi"," -",5.5e-115,383.3,2.9,6e-116,383,2.9,"NCBI",3041901,"Bryopsis sp. KO-2023"
"60","GCA_045269255.1","KAL3146928.1"," -"," PTHR19842.orig.30.pi"," -",4.6e-93,311.5,0.1,5.5e-93,311.3,0.1,"NCBI",3373144,"Trebouxia sp. C0009 RCD-2024"
"61","GCA_045269315.1","KAL3134835.1"," -"," PTHR19842.orig.30.pi"," -",8.1e-137,455.2,1.7,9e-138,455,1.7,"NCBI",3373145,"Trebouxia sp. C0010 RCD-2024"
"62","Volca2","4|Vocar.0026s0114.1"," -"," PTHR19842.orig.30.pi"," -",9.1e-138,458.1,3.9,1e-138,457.8,3.9,"JGI",3067,"Volvox carteri v2.1"
"63","Chloso1230","CSI2_123000000282-R"," -"," PTHR19842.orig.30.pi"," -",1e-137,457.8,2,2e-138,457.5,2,"JGI",3071,"Chlorella sorokiniana UTEX 1230"
"64","Scedim1","X_transcript/39954"," -"," PTHR19842.orig.30.pi"," -",4.9e-141,469.2,3,6e-141,468.9,3,"JGI",3087,"Scenedesmus dimorphus UTEX 1237 v1.0"
"65","Pedmin1","2|Pedmi_jg5986.t1"," -"," PTHR19842.orig.30.pi"," -",2e-141,469.7,3.9,4e-142,469.5,3.9,"JGI",3159,"Pedinomonas minor SAG 1965-3"
"66","Tetstr1","45603|TSEL_003409.t"," -"," PTHR19842.orig.30.pi"," -",5e-142,473.9,4.1,9e-143,473.6,4.1,"JGI",3165,"Tetraselmis striata"
"67","Chrzof2",""," -"," PTHR19842.orig.30.pi"," -",2.8e-138,460,2.8,4e-139,459.8,2.8,"JGI",31302,"Chromochloris zofingiensis var. SAG 211-14 v6.0"
"68","MicrAD1","ssed-gene-0.2-mRNA-"," -"," PTHR19842.orig.30.pi"," -",5e-53,179.4,0,5.4e-53,179.3,0,"JGI",38832,"Micromonas sp. AD1 metagenome extracted assembly"
"69","SymretAf1",""," -"," PTHR19842.orig.30.pi"," -",4.1e-132,439.4,4,5e-132,439.2,4,"JGI",40981,"Symbiochloris reticulata Africa extracted metagenome v1.0"
"70","Treb6682","e_gw1.24.8.1"," -"," PTHR19842.orig.30.pi"," -",2.4e-135,449.5,2.8,9e-136,449.2,2.8,"JGI",75966,"Trebouxiophyceae sp. bin 3300059473_6682 v1.0"
"71","Enacos1","_transcript/111409"," -"," PTHR19842.orig.30.pi"," -",3.8e-141,469.7,2.6,6e-142,469.4,2.6,"JGI",113528,"Enallax costatus CCAP 276/31 v1.1"
"72","Caulen1","ulen1|91717|g557.t1"," -"," PTHR19842.orig.30.pi"," -",6.8e-114,379,0.1,6e-115,378.9,0.1,"JGI",148947,"Caulerpa lentillifera"
"73","Flerot1","T_transcript/76989"," -"," PTHR19842.orig.30.pi"," -",8.9e-141,468.3,2.9,1e-141,468,2.9,"JGI",269715,"Flechtneria rotunda SEV3VF49 v1.1"
"74","DesarSE107","_DN40762_c0_g1_i1"," -"," PTHR19842.orig.30.pi"," -",3.9e-140,466.3,2.8,7e-141,466,2.8,"JGI",375941,"Desmodesmus armatus isolate SE107 v1.0"
"75","Ulvmu1","1|1473|UM011_0203.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-125,417.7,5,7e-126,417.5,5,"JGI",498180,"Ulva mutabilis Foyn"
"76","Astpho2","00133.244.1_t"," -"," PTHR19842.orig.30.pi"," -",8.7e-136,451.2,2.1,1e-136,450.9,2.1,"JGI",763042,"Asterochloris glomerata Cgr/DA1pho v2.0"
"77","Batpra1","|5591|XM_007513196."," -"," PTHR19842.orig.30.pi"," -",3.4e-128,425.9,0.9,4e-128,425.6,0.9,"JGI",1075084,"Bathycoccus prasinos RCC1105"
"78","Botrbrau1","1|Bobra.0148s0073.1"," -"," PTHR19842.orig.30.pi"," -",2.3e-73,246.5,0.1,2.7e-73,246.3,0.1,"JGI",1202541,"Botryococcus braunii Showa"
"79","ChloA99","scaffold_2.g7037.t1"," -"," PTHR19842.orig.30.pi"," -",6.7e-91,303.4,1.1,8.3e-91,303.1,1.1,"JGI",2041167,"Chlorella  sp. A99"
"80","Picsp","otein"," -"," PTHR19842.orig.30.pi"," -",1.5e-135,449.8,2.1,8e-136,449.6,2.1,"JGI",2053932,"Picochlorum soloecismus DOE101"
"81","Chlremi1",""," -"," PTHR19842.orig.30.pi"," -",1.6e-112,376.7,1.2,2e-112,376.4,1.2,"JGI",2069334,"Chloromonas remiasii CCCryo 005-99 v1.0"
"82","Picre1","|32344|NNA_007690.t"," -"," PTHR19842.orig.30.pi"," -",1.7e-92,308.7,0.1,1.9e-92,308.6,0.1,"JGI",2601844,"Picochlorum renovo"
"83","TetrdesSNI2",""," -"," PTHR19842.orig.30.pi"," -",5.6e-131,436.1,2.4,6e-132,435.9,2.4,"JGI",2780016,"Tetradesmus deserticola SNI-2 v1.1"
"84","MicrYARC1","804|mRNA.MigICE0652"," -"," PTHR19842.orig.30.pi"," -",1.8e-138,460.9,1.8,2e-139,460.6,1.8,"JGI",2904290,"Microglena sp. YARC"
"85","Trebou4402","e_gw1.482.12.1"," -"," PTHR19842.orig.30.pi"," -",3.7e-125,416,0,3e-126,415.7,0,"JGI",2941158,"Chlorellaceae sp. bin 3300059473_4402 v1.0"
"86","Limspi1","16652|dmel_g3922.t1"," -"," PTHR19842.orig.30.pi"," -",1.1e-137,458,5.1,3e-138,457.7,5.1,"JGI",2954232,"Limnomonas spitsbergensis CCryo_02-99_CH"
