tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
EDL44354.1,-,PTHR19842.orig.30.pi,-,2.3e-17,61.1,0.0,3.1e-09,34.4,0.0
EDL44044.1,-,PTHR19842.orig.30.pi,-,3e-17,60.8,3.4,8e-15,52.8,1.2
EDL45026.1,-,PTHR19842.orig.30.pi,-,3e-17,60.7,0.7,4.1e-08,30.7,0.0
EDL46840.1,-,PTHR19842.orig.30.pi,-,3.1e-17,60.7,4.5,2.5e-07,28.1,2.0
EDL44538.1,-,PTHR19842.orig.30.pi,-,1.9e-16,58.1,2.6,2.7e-09,34.6,1.6
EDL46230.1,-,PTHR19842.orig.30.pi,-,5.2e-16,56.7,0.0,2.6e-09,34.6,0.0
EDL43564.1,-,PTHR19842.orig.30.pi,-,6e-16,56.5,0.1,2.2e-12,44.7,0.3
EDL43009.1,-,PTHR19842.orig.30.pi,-,1.1e-15,55.6,0.0,4.6e-15,53.6,0.0
EDL43975.1,-,PTHR19842.orig.30.pi,-,3e-15,54.2,0.0,2.5e-07,28.1,0.0
EDL46491.1,-,PTHR19842.orig.30.pi,-,6.9e-15,53.0,2.7,2.5e-14,51.2,2.7
EDL45447.1,-,PTHR19842.orig.30.pi,-,8.9e-15,52.6,0.0,9.8e-10,36.0,0.0
EDL47628.1,-,PTHR19842.orig.30.pi,-,1e-14,52.4,3.2,1.2e-11,42.4,2.6
EDL47669.1,-,PTHR19842.orig.30.pi,-,1.5e-14,51.9,8.7,2.5e-08,31.4,2.0
EDL42411.1,-,PTHR19842.orig.30.pi,-,2.8e-14,51.0,0.2,2.1e-12,44.8,0.2
EDL45284.1,-,PTHR19842.orig.30.pi,-,4.9e-14,50.2,0.0,3.2e-09,34.4,0.2
EDL45554.1,-,PTHR19842.orig.30.pi,-,1.3e-13,48.7,0.0,1.8e-09,35.2,0.0
EDL44356.1,-,PTHR19842.orig.30.pi,-,1.2e-12,45.6,0.5,6.3e-12,43.2,0.4
EDL44185.1,-,PTHR19842.orig.30.pi,-,2.6e-12,44.5,0.8,7.9e-08,29.8,0.1
EDL47498.1,-,PTHR19842.orig.30.pi,-,5.6e-12,43.4,9.0,2.1e-07,28.4,1.4
EDL46981.1,-,PTHR19842.orig.30.pi,-,4.3e-11,40.5,6.3,1.8e-09,35.2,4.7
EDL44308.1,-,PTHR19842.orig.30.pi,-,4.5e-11,40.5,0.1,4.6e-09,33.8,0.0
EDL43547.1,-,PTHR19842.orig.30.pi,-,1.4e-10,38.9,0.0,3.5e-08,30.9,0.0
EDL44522.1,-,PTHR19842.orig.30.pi,-,1.7e-10,38.6,0.0,3.3e-09,34.3,0.0
EDL43967.1,-,PTHR19842.orig.30.pi,-,1.9e-10,38.4,1.2,5.1e-05,20.6,0.5
EDL46702.1,-,PTHR19842.orig.30.pi,-,2.8e-10,37.8,1.1,1.8e-07,28.6,0.1
EDL46586.1,-,PTHR19842.orig.30.pi,-,3.4e-10,37.6,0.1,3.8e-06,24.3,0.0
EDL44237.1,-,PTHR19842.orig.30.pi,-,8.3e-10,36.3,0.1,0.00019,18.6,0.0
EDL44572.1,-,PTHR19842.orig.30.pi,-,1.5e-09,35.5,0.0,2.2e-09,34.9,0.0
EDL43452.1,-,PTHR19842.orig.30.pi,-,1.6e-09,35.3,4.3,3e-07,27.9,3.8
EDL45016.1,-,PTHR19842.orig.30.pi,-,3.4e-09,34.3,0.0,5e-09,33.7,0.0
EDL46377.1,-,PTHR19842.orig.30.pi,-,5.8e-09,33.5,0.3,2.4e-08,31.5,0.2
EDL47578.1,-,PTHR19842.orig.30.pi,-,7.1e-09,33.2,0.9,4.4e-08,30.6,0.8
EDL44310.1,-,PTHR19842.orig.30.pi,-,8.1e-09,33.0,0.0,2.3e-08,31.5,0.0
EDL42454.1,-,PTHR19842.orig.30.pi,-,1.8e-08,31.9,2.3,0.00038,17.7,1.1
EDL43178.1,-,PTHR19842.orig.30.pi,-,1.8e-08,31.9,3.5,0.0022,15.2,0.2
EDL47165.1,-,PTHR19842.orig.30.pi,-,1.1e-07,29.3,0.0,6.3e-07,26.8,0.0
EDL47667.1,-,PTHR19842.orig.30.pi,-,1.2e-07,29.2,0.6,8.7e-07,26.4,0.7
EDL46689.1,-,PTHR19842.orig.30.pi,-,1.6e-07,28.7,5.4,9.6e-06,22.9,0.3
EDL43072.1,-,PTHR19842.orig.30.pi,-,1.8e-07,28.6,0.4,0.00046,17.4,0.7
EDL44867.1,-,PTHR19842.orig.30.pi,-,4.6e-07,27.3,0.1,2.3e-05,21.7,0.1
EDL44713.1,-,PTHR19842.orig.30.pi,-,9.2e-07,26.3,0.0,1.6e-06,25.5,0.0
EDL47136.1,-,PTHR19842.orig.30.pi,-,1.3e-06,25.8,0.0,0.0081,13.3,0.0
EDL44054.1,-,PTHR19842.orig.30.pi,-,3.1e-06,24.5,0.0,0.0014,15.9,0.0
EDL42558.1,-,PTHR19842.orig.30.pi,-,9.3e-06,23.0,0.1,0.00014,19.1,0.1
EDL44622.1,-,PTHR19842.orig.30.pi,-,1.1e-05,22.7,0.0,1.1,6.3,0.0
EDL42941.1,-,PTHR19842.orig.30.pi,-,2.3e-05,21.7,0.0,2.9e-05,21.4,0.0
EDL45882.1,-,PTHR19842.orig.30.pi,-,0.00012,19.3,0.9,0.0026,15.0,0.9
EDL45579.1,-,PTHR19842.orig.30.pi,-,0.00019,18.7,0.0,0.012,12.8,0.0
EDL47354.1,-,PTHR19842.orig.30.pi,-,0.019,12.1,0.0,0.16,9.1,0.0
CZT99123.1,-,PTHR19842.orig.30.pi,-,1.6e-38,130.6,8.3,3.4e-18,63.8,0.2
CAD51107.1,-,PTHR19842.orig.30.pi,-,2e-36,123.8,8.5,7.1e-17,59.5,1.3
CAX63955.2,-,PTHR19842.orig.30.pi,-,9.9e-36,121.5,6.0,5.7e-19,66.4,2.2
CAD51340.1,-,PTHR19842.orig.30.pi,-,1.1e-30,104.9,0.4,5.5e-12,43.5,5.7
CAB39129.2,-,PTHR19842.orig.30.pi,-,8.2e-29,98.8,3.3,4.7e-17,60.1,1.7
CAX64149.1,-,PTHR19842.orig.30.pi,-,8.9e-26,88.8,1.6,5.4e-15,53.3,0.1
CAD49064.1,-,PTHR19842.orig.30.pi,-,7.1e-24,82.5,0.2,1.8e-23,81.2,0.2
CAD51744.1,-,PTHR19842.orig.30.pi,-,1e-23,82.0,0.7,1.5e-19,68.3,1.5
CAB62869.1,-,PTHR19842.orig.30.pi,-,7.6e-23,79.1,4.4,6.4e-15,53.1,1.9
CZT99567.1,-,PTHR19842.orig.30.pi,-,3.9e-22,76.8,6.0,1.5e-12,45.3,0.6
CAD52247.1,-,PTHR19842.orig.30.pi,-,5.7e-22,76.3,0.5,2.5e-11,41.3,0.1
CZT99362.1,-,PTHR19842.orig.30.pi,-,8.1e-22,75.8,4.3,3e-15,54.2,2.8
CAB11109.1,-,PTHR19842.orig.30.pi,-,3.4e-21,73.7,6.9,1.1e-11,42.4,0.1
CZT98519.1,-,PTHR19842.orig.30.pi,-,1.4e-20,71.7,3.4,4.5e-18,63.4,2.8
VWP77800.1,-,PTHR19842.orig.30.pi,-,2.7e-20,70.7,2.1,1.1e-12,45.8,0.9
CZU00175.1,-,PTHR19842.orig.30.pi,-,5.4e-20,69.8,6.1,1.7e-07,28.7,0.0
CAX64345.1,-,PTHR19842.orig.30.pi,-,1.8e-19,68.0,2.1,4.3e-17,60.2,1.3
CZU00130.1,-,PTHR19842.orig.30.pi,-,1.6e-17,61.7,0.0,4.6e-09,33.9,0.0
CAD51330.1,-,PTHR19842.orig.30.pi,-,8.9e-17,59.2,4.0,5.3e-09,33.6,0.1
CZT99535.1,-,PTHR19842.orig.30.pi,-,2.3e-16,57.9,4.9,6.2e-10,36.7,4.5
CZT98876.1,-,PTHR19842.orig.30.pi,-,3.3e-16,57.3,1.5,8.7e-09,32.9,0.1
CAD50916.1,-,PTHR19842.orig.30.pi,-,1.3e-15,55.4,0.0,2.6e-06,24.8,0.1
CZU00030.1,-,PTHR19842.orig.30.pi,-,2.5e-15,54.4,7.0,5.8e-09,33.5,2.5
CAD52414.1,-,PTHR19842.orig.30.pi,-,3.1e-15,54.1,3.8,9.4e-13,46.0,3.9
CZT99594.1,-,PTHR19842.orig.30.pi,-,9.6e-15,52.5,0.1,3.1e-08,31.1,0.0
CAD51213.1,-,PTHR19842.orig.30.pi,-,3.3e-14,50.8,5.5,2.3e-11,41.4,8.2
CZT99426.1,-,PTHR19842.orig.30.pi,-,1.7e-13,48.5,2.3,1.1e-11,42.5,1.9
CAG25021.1,-,PTHR19842.orig.30.pi,-,6.4e-13,46.5,4.7,2.1e-09,35.0,6.1
VWP77836.1,-,PTHR19842.orig.30.pi,-,9.1e-13,46.0,0.1,2e-08,31.8,0.0
CAG25250.1,-,PTHR19842.orig.30.pi,-,1.1e-12,45.8,1.0,2.8e-06,24.7,0.1
CAG25237.2,-,PTHR19842.orig.30.pi,-,1.2e-12,45.6,2.3,1.2e-09,35.8,3.1
CZT98592.1,-,PTHR19842.orig.30.pi,-,4.5e-12,43.7,4.5,1.5e-06,25.6,1.9
CZT98458.1,-,PTHR19842.orig.30.pi,-,8.9e-12,42.8,9.8,2.8e-11,41.2,0.2
CZT98825.1,-,PTHR19842.orig.30.pi,-,1.2e-11,42.3,8.2,4.2e-07,27.4,8.2
CZT98710.1,-,PTHR19842.orig.30.pi,-,3.3e-11,40.9,0.8,3.3e-11,40.9,0.8
CAD51626.1,-,PTHR19842.orig.30.pi,-,5.2e-11,40.2,2.9,1.1e-05,22.8,2.1
CAD52593.1,-,PTHR19842.orig.30.pi,-,7.9e-11,39.7,0.1,5.8e-10,36.8,0.1
CAG25117.1,-,PTHR19842.orig.30.pi,-,8.3e-11,39.6,3.7,9.2e-09,32.9,6.3
CZT99667.1,-,PTHR19842.orig.30.pi,-,8.8e-11,39.5,0.0,1.6e-10,38.6,0.0
CZT99256.1,-,PTHR19842.orig.30.pi,-,1.8e-09,35.2,0.0,0.0061,13.7,0.0
CZT99285.1,-,PTHR19842.orig.30.pi,-,1.9e-09,35.1,1.0,1.9e-09,35.1,1.0
CAD52416.1,-,PTHR19842.orig.30.pi,-,6.7e-09,33.3,6.0,1.9e-05,21.9,0.0
CAD51741.1,-,PTHR19842.orig.30.pi,-,8.4e-09,33.0,1.3,4e-06,24.2,0.3
CZT98381.1,-,PTHR19842.orig.30.pi,-,1.4e-08,32.2,8.7,2.2e-05,21.8,3.0
CZT99958.1,-,PTHR19842.orig.30.pi,-,5e-08,30.4,8.9,6.5e-06,23.5,8.7
CZT99466.1,-,PTHR19842.orig.30.pi,-,4.9e-07,27.2,0.0,5e-05,20.6,0.2
CAD51384.1,-,PTHR19842.orig.30.pi,-,5.3e-06,23.8,1.5,0.0023,15.1,9.4
CZT98379.1,-,PTHR19842.orig.30.pi,-,6.3e-06,23.5,0.0,1e-05,22.8,0.0
CAD51467.1,-,PTHR19842.orig.30.pi,-,7.3e-06,23.3,0.0,0.00014,19.1,0.0
CAD51350.1,-,PTHR19842.orig.30.pi,-,1e-05,22.8,0.5,2.6e-05,21.5,0.5
CZT99464.1,-,PTHR19842.orig.30.pi,-,1.1e-05,22.8,7.2,3.1e-05,21.3,7.0
VWP77564.1,-,PTHR19842.orig.30.pi,-,0.0011,16.1,6.2,0.049,10.8,0.1
CZT99797.1,-,PTHR19842.orig.30.pi,-,0.0018,15.5,2.4,0.071,10.2,2.0
CZT98850.1,-,PTHR19842.orig.30.pi,-,0.0027,14.9,0.0,0.012,12.7,0.0
CZT98634.1,-,PTHR19842.orig.30.pi,-,0.0031,14.7,2.6,1.4,5.9,2.1
CZU00369.1,-,PTHR19842.orig.30.pi,-,0.089,9.9,2.3,0.78,6.8,0.2
CAD50973.1,-,PTHR19842.orig.30.pi,-,0.19,8.8,8.5,0.089,9.9,5.0
EAA22065.1,-,PTHR19842.orig.30.pi,-,3.5e-36,123.5,1.2,6.2e-18,63.5,0.2
EAA16609.1,-,PTHR19842.orig.30.pi,-,1.5e-35,121.4,6.2,1.6e-17,62.2,1.5
EAA20306.1,-,PTHR19842.orig.30.pi,-,5.5e-32,109.7,0.3,5.7e-09,34.1,0.0
EAA19811.1,-,PTHR19842.orig.30.pi,-,4.4e-29,100.2,9.3,2.1e-15,55.2,0.7
EAA21782.1,-,PTHR19842.orig.30.pi,-,4.7e-27,93.5,1.4,1.3e-11,42.8,0.0
EAA16119.1,-,PTHR19842.orig.30.pi,-,7.4e-27,92.9,4.9,1.4e-08,32.8,0.4
EAA21172.1,-,PTHR19842.orig.30.pi,-,9.7e-26,89.2,3.3,1.3e-11,42.8,2.1
EAA22296.1,-,PTHR19842.orig.30.pi,-,1.2e-25,88.9,4.9,1.7e-15,55.5,0.4
EAA21947.1,-,PTHR19842.orig.30.pi,-,1.8e-25,88.3,2.1,3.1e-21,74.4,2.5
EAA19964.1,-,PTHR19842.orig.30.pi,-,9.3e-25,86.0,7.9,2.3e-10,38.7,0.3
EAA21843.1,-,PTHR19842.orig.30.pi,-,3.6e-23,80.7,0.1,6.1e-23,80.0,0.1
EAA18121.1,-,PTHR19842.orig.30.pi,-,1.8e-22,78.4,0.0,4.9e-16,57.3,0.0
EAA17664.1,-,PTHR19842.orig.30.pi,-,3.4e-22,77.6,8.6,2e-20,71.8,8.0
EAA19951.1,-,PTHR19842.orig.30.pi,-,4.3e-22,77.2,2.4,1e-08,33.3,1.3
EAA15914.1,-,PTHR19842.orig.30.pi,-,1.3e-20,72.3,0.3,1.2e-10,39.6,0.1
EAA20662.1,-,PTHR19842.orig.30.pi,-,4.4e-20,70.6,1.7,3.6e-11,41.3,4.3
EAA21314.1,-,PTHR19842.orig.30.pi,-,2.6e-18,64.8,0.0,4.7e-09,34.4,0.0
EAA21656.1,-,PTHR19842.orig.30.pi,-,1.4e-17,62.4,7.2,1.2e-11,42.8,1.2
EAA15730.1,-,PTHR19842.orig.30.pi,-,1.1e-16,59.5,7.7,1.8e-06,25.9,0.1
EAA21442.1,-,PTHR19842.orig.30.pi,-,2e-16,58.6,5.5,2.4e-12,45.2,2.5
EAA19926.1,-,PTHR19842.orig.30.pi,-,2.4e-15,55.0,0.0,2.6e-06,25.3,0.0
EAA17094.1,-,PTHR19842.orig.30.pi,-,4.6e-15,54.1,3.9,1.6e-07,29.3,1.1
EAA21583.1,-,PTHR19842.orig.30.pi,-,5.3e-15,53.9,1.8,2.3e-10,38.7,0.8
EAA17176.1,-,PTHR19842.orig.30.pi,-,7.8e-15,53.3,3.7,2.2e-10,38.7,0.3
EAA16401.1,-,PTHR19842.orig.30.pi,-,1.8e-14,52.1,0.3,3.2e-14,51.3,0.3
EAA17122.1,-,PTHR19842.orig.30.pi,-,3.2e-14,51.3,0.0,3.4e-05,21.7,0.0
EAA18826.1,-,PTHR19842.orig.30.pi,-,3.4e-14,51.2,8.9,2.5e-09,35.3,0.8
EAA20068.1,-,PTHR19842.orig.30.pi,-,3.4e-14,51.2,4.7,3.4e-14,51.2,4.7
EAA15324.1,-,PTHR19842.orig.30.pi,-,4.6e-14,50.8,3.7,1.9e-09,35.6,1.1
EAA20424.1,-,PTHR19842.orig.30.pi,-,1.7e-13,49.0,1.9,7.8e-10,36.9,0.1
EAA19930.1,-,PTHR19842.orig.30.pi,-,2e-13,48.7,9.4,1e-12,46.4,9.3
EAA21228.1,-,PTHR19842.orig.30.pi,-,2.6e-13,48.4,9.4,1e-08,33.2,0.9
EAA16839.1,-,PTHR19842.orig.30.pi,-,3.6e-13,47.9,0.1,3.7e-13,47.9,0.1
EAA17737.1,-,PTHR19842.orig.30.pi,-,6.8e-13,47.0,1.3,9.9e-09,33.3,8.0
EAA15542.1,-,PTHR19842.orig.30.pi,-,4.9e-12,44.2,1.3,6.6e-07,27.3,6.0
EAA15644.1,-,PTHR19842.orig.30.pi,-,2.7e-11,41.7,0.7,4.2e-05,21.4,0.0
EAA16941.1,-,PTHR19842.orig.30.pi,-,4.7e-11,40.9,0.7,3.9e-10,37.9,9.5
EAA21449.1,-,PTHR19842.orig.30.pi,-,8.5e-11,40.1,2.9,3.2e-08,31.6,2.2
EAA18990.1,-,PTHR19842.orig.30.pi,-,9.2e-11,40.0,1.5,1.4e-08,32.8,0.2
EAA21771.1,-,PTHR19842.orig.30.pi,-,1.3e-09,36.2,3.9,2e-09,35.6,3.9
EAA20502.1,-,PTHR19842.orig.30.pi,-,2.3e-09,35.4,0.5,0.00044,18.0,0.3
EAA20421.1,-,PTHR19842.orig.30.pi,-,2.8e-09,35.1,0.2,6.4e-07,27.3,0.0
EAA16055.1,-,PTHR19842.orig.30.pi,-,2.8e-09,35.1,9.6,4.3e-08,31.2,5.2
EAA15686.1,-,PTHR19842.orig.30.pi,-,1.2e-07,29.8,4.8,4.4e-06,24.6,0.0
EAA16011.1,-,PTHR19842.orig.30.pi,-,1.5e-07,29.4,0.2,4.4e-07,27.9,0.2
EAA18598.1,-,PTHR19842.orig.30.pi,-,2.4e-07,28.7,3.1,1.3e-06,26.3,0.1
EAA15708.1,-,PTHR19842.orig.30.pi,-,3.5e-07,28.2,6.3,6.7e-06,24.0,3.8
EAA15540.1,-,PTHR19842.orig.30.pi,-,3.8e-07,28.1,4.4,1.1e-05,23.3,4.1
EAA21494.1,-,PTHR19842.orig.30.pi,-,6e-07,27.4,3.3,7.3e-07,27.2,5.2
EAA16838.1,-,PTHR19842.orig.30.pi,-,1.3e-06,26.4,0.0,1.1e-05,23.2,0.0
EAA17883.1,-,PTHR19842.orig.30.pi,-,2.5e-06,25.4,0.4,2.5e-06,25.4,0.4
EAA17617.1,-,PTHR19842.orig.30.pi,-,1.1e-05,23.3,6.5,0.003,15.3,7.4
EAA20969.1,-,PTHR19842.orig.30.pi,-,1.4e-05,22.9,0.0,0.0051,14.5,0.0
EAA17282.1,-,PTHR19842.orig.30.pi,-,1.5e-05,22.9,0.0,5.8e-05,20.9,0.0
EAA20664.1,-,PTHR19842.orig.30.pi,-,3.7e-05,21.5,0.3,6.2e-05,20.8,0.3
EAA21704.1,-,PTHR19842.orig.30.pi,-,6.8e-05,20.7,2.0,0.029,12.1,0.2
EAA22689.1,-,PTHR19842.orig.30.pi,-,8.3e-05,20.4,7.0,8.3e-05,20.4,7.0
EAA19575.1,-,PTHR19842.orig.30.pi,-,0.0001,20.1,1.3,0.00097,16.9,1.3
EAA16473.1,-,PTHR19842.orig.30.pi,-,0.0021,15.8,1.1,0.059,11.0,0.0
EAA19576.1,-,PTHR19842.orig.30.pi,-,0.0049,14.6,0.0,0.0052,14.5,0.0
EAA15241.1,-,PTHR19842.orig.30.pi,-,0.0056,14.4,9.6,0.018,12.8,9.0
EAA21539.1,-,PTHR19842.orig.30.pi,-,0.012,13.3,1.5,0.21,9.2,1.4
EAA17186.1,-,PTHR19842.orig.30.pi,-,0.99,7.0,3.2,2.0,6.0,0.6
CAI76522.1,-,PTHR19842.orig.30.pi,-,1e-36,124.2,5.8,1.9e-12,44.4,0.2
CAI76685.1,-,PTHR19842.orig.30.pi,-,1.4e-35,120.5,6.2,3.6e-20,69.9,2.8
CAI76334.1,-,PTHR19842.orig.30.pi,-,6e-33,111.8,6.7,5.3e-18,62.7,0.2
CAI76331.1,-,PTHR19842.orig.30.pi,-,1.1e-29,101.1,0.3,2.1e-12,44.3,0.0
CAI74823.1,-,PTHR19842.orig.30.pi,-,2e-27,93.7,4.8,3e-10,37.3,0.8
CAI76205.1,-,PTHR19842.orig.30.pi,-,2.8e-25,86.6,0.1,3.9e-15,53.3,0.0
CAI73607.1,-,PTHR19842.orig.30.pi,-,1.7e-24,84.1,0.4,6.9e-18,62.4,0.1
CAI76246.1,-,PTHR19842.orig.30.pi,-,2.7e-24,83.4,1.1,3.4e-09,33.8,1.1
CAI74574.1,-,PTHR19842.orig.30.pi,-,5e-23,79.2,5.4,1.6e-13,48.0,0.1
CAI74313.1,-,PTHR19842.orig.30.pi,-,1.8e-22,77.4,3.3,1.1e-12,45.2,0.6
CAI76309.1,-,PTHR19842.orig.30.pi,-,2.9e-21,73.4,4.5,3.2e-09,33.9,0.0
CAI75435.1,-,PTHR19842.orig.30.pi,-,3.4e-21,73.2,0.0,2.9e-11,40.6,0.1
CAI73669.1,-,PTHR19842.orig.30.pi,-,6.8e-21,72.2,0.3,9.8e-12,42.1,0.0
CAI75950.1,-,PTHR19842.orig.30.pi,-,1.3e-20,71.3,4.5,3.1e-09,33.9,2.5
CAI73817.1,-,PTHR19842.orig.30.pi,-,1.9e-19,67.5,0.1,1.1e-10,38.7,0.0
CAI72973.1,-,PTHR19842.orig.30.pi,-,9.3e-19,65.2,0.0,1e-09,35.5,0.2
CAI74322.1,-,PTHR19842.orig.30.pi,-,1.4e-18,64.6,9.8,6.1e-13,46.1,2.4
CAI73897.1,-,PTHR19842.orig.30.pi,-,1.5e-18,64.5,1.3,2.8e-18,63.6,1.3
CAI73898.1,-,PTHR19842.orig.30.pi,-,8.4e-18,62.1,4.7,1.8e-09,34.7,0.1
CAI74321.1,-,PTHR19842.orig.30.pi,-,2e-17,60.8,0.0,1.6e-09,34.8,0.0
CAI73839.1,-,PTHR19842.orig.30.pi,-,3.1e-17,60.2,3.9,2.2e-10,37.7,0.8
CAI76818.1,-,PTHR19842.orig.30.pi,-,1.1e-16,58.3,4.4,8.6e-15,52.2,0.5
CAI74717.1,-,PTHR19842.orig.30.pi,-,1.7e-15,54.5,4.3,9.2e-07,25.8,0.1
CAI76404.1,-,PTHR19842.orig.30.pi,-,1.1e-14,51.8,0.5,2.6e-08,30.9,4.1
CAI73328.1,-,PTHR19842.orig.30.pi,-,4.3e-14,49.9,1.3,2.5e-08,30.9,1.9
CAI74252.1,-,PTHR19842.orig.30.pi,-,6.3e-14,49.3,0.4,4.8e-11,39.9,0.7
CAI73068.1,-,PTHR19842.orig.30.pi,-,1.3e-13,48.3,0.1,7e-13,45.9,0.1
CAI73005.1,-,PTHR19842.orig.30.pi,-,1.8e-13,47.8,0.0,7.1e-06,22.9,0.0
CAI76781.1,-,PTHR19842.orig.30.pi,-,9.6e-13,45.4,0.9,2.4e-05,21.1,1.0
CAI73326.1,-,PTHR19842.orig.30.pi,-,3.1e-12,43.8,1.2,1.7e-08,31.5,0.1
CAI74323.1,-,PTHR19842.orig.30.pi,-,3.1e-12,43.7,0.0,1.8e-06,24.8,0.0
CAI76911.1,-,PTHR19842.orig.30.pi,-,1e-11,42.1,0.2,2.8e-10,37.3,0.2
CAI76418.1,-,PTHR19842.orig.30.pi,-,4e-11,40.1,0.6,0.0001,19.1,0.0
CAI74757.1,-,PTHR19842.orig.30.pi,-,4.7e-11,39.9,0.2,1.4e-09,35.0,0.3
CAI73806.1,-,PTHR19842.orig.30.pi,-,5.2e-11,39.7,7.3,1.1e-05,22.3,6.1
CAI73111.1,-,PTHR19842.orig.30.pi,-,2.5e-10,37.5,0.4,1.9e-07,28.0,0.4
CAI76691.1,-,PTHR19842.orig.30.pi,-,3.3e-10,37.1,0.8,6e-09,33.0,0.8
CAI76248.1,-,PTHR19842.orig.30.pi,-,1.2e-08,31.9,0.1,9e-05,19.2,0.0
CAI74538.1,-,PTHR19842.orig.30.pi,-,2.1e-08,31.2,4.2,0.00068,16.4,0.5
CAI73285.1,-,PTHR19842.orig.30.pi,-,2.2e-08,31.1,0.0,6.3e-07,26.3,0.0
CAI73066.1,-,PTHR19842.orig.30.pi,-,2.3e-08,31.1,0.0,1.4e-06,25.2,0.9
CAI74535.1,-,PTHR19842.orig.30.pi,-,3e-08,30.7,3.5,0.0011,15.7,0.4
CAI74312.1,-,PTHR19842.orig.30.pi,-,3.9e-08,30.3,0.1,6.5e-07,26.3,0.1
CAI76900.1,-,PTHR19842.orig.30.pi,-,3.9e-07,27.0,3.0,6.4e-06,23.0,3.2
CAI76143.1,-,PTHR19842.orig.30.pi,-,9.8e-07,25.7,3.0,2.4e-05,21.2,1.4
CAI74650.1,-,PTHR19842.orig.30.pi,-,1e-06,25.7,9.3,0.0011,15.7,9.3
CAI75845.1,-,PTHR19842.orig.30.pi,-,2.1e-06,24.6,0.0,3.3e-06,24.0,0.0
CAI76173.1,-,PTHR19842.orig.30.pi,-,2.8e-06,24.2,6.8,0.0004,17.1,3.4
CAI74249.1,-,PTHR19842.orig.30.pi,-,7e-06,22.9,3.8,7e-06,22.9,3.8
CAI75285.1,-,PTHR19842.orig.30.pi,-,7.2e-06,22.9,0.0,0.0069,13.0,0.0
CAI75424.1,-,PTHR19842.orig.30.pi,-,8.2e-06,22.7,5.9,4.5e-05,20.2,0.0
CAI73808.1,-,PTHR19842.orig.30.pi,-,7.5e-05,19.5,0.0,0.00057,16.6,0.0
CAI73484.1,-,PTHR19842.orig.30.pi,-,8e-05,19.4,0.1,0.00023,17.9,0.1
CAI75561.1,-,PTHR19842.orig.30.pi,-,0.00014,18.6,1.5,0.0056,13.4,1.5
CAI76174.1,-,PTHR19842.orig.30.pi,-,0.00023,17.9,0.0,0.00023,17.9,0.0
CAI75489.1,-,PTHR19842.orig.30.pi,-,0.00036,17.3,0.0,0.011,12.4,0.0
CAI76295.1,-,PTHR19842.orig.30.pi,-,0.00051,16.8,0.0,0.0014,15.4,0.0
CAI73063.1,-,PTHR19842.orig.30.pi,-,0.00092,15.9,0.0,0.0059,13.3,0.0
