tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
EEY55355.1,-,PTHR12848.orig.30.pi,-,6.4e-11,41.0,0.0,8.7e-06,24.0,0.2
EEY62626.1,-,PTHR12848.orig.30.pi,-,6.4e-11,41.0,0.5,1.6e-10,39.7,0.5
EEY69864.1,-,PTHR12848.orig.30.pi,-,1.3e-10,40.0,0.2,1.3e-10,40.0,0.2
EEY66316.1,-,PTHR12848.orig.30.pi,-,1.6e-10,39.7,0.3,6.4e-10,37.7,0.3
EEY69861.1,-,PTHR12848.orig.30.pi,-,3e-10,38.8,2.2,4.9e-09,34.8,2.2
EEY64604.1,-,PTHR12848.orig.30.pi,-,3.3e-10,38.7,0.1,4.4e-10,38.2,0.1
EEY59812.1,-,PTHR12848.orig.30.pi,-,4.6e-10,38.2,0.5,5.2e-10,38.0,0.5
EEY66389.1,-,PTHR12848.orig.30.pi,-,9.2e-10,37.2,1.8,3.4e-05,22.0,0.1
EEY69409.1,-,PTHR12848.orig.30.pi,-,1.3e-09,36.7,0.3,1.7e-09,36.3,0.3
EEY57501.1,-,PTHR12848.orig.30.pi,-,1.4e-09,36.5,0.0,1.3e-08,33.3,0.0
EEY58575.1,-,PTHR12848.orig.30.pi,-,2.4e-09,35.8,0.0,0.0031,15.6,0.0
EEY57727.1,-,PTHR12848.orig.30.pi,-,2.9e-09,35.5,0.4,4.8e-05,21.5,0.0
EEY66788.1,-,PTHR12848.orig.30.pi,-,3e-09,35.5,0.0,6e-08,31.2,0.0
EEY66318.1,-,PTHR12848.orig.30.pi,-,6.5e-09,34.4,0.0,3.3e-07,28.7,0.0
EEY64545.1,-,PTHR12848.orig.30.pi,-,6.7e-09,34.3,1.9,1.7e-06,26.4,0.0
EEY62684.1,-,PTHR12848.orig.30.pi,-,7.8e-09,34.1,0.0,2.1e-08,32.7,0.0
EEY68904.1,-,PTHR12848.orig.30.pi,-,1.3e-08,33.4,0.0,4.7e-07,28.2,0.0
EEY63004.1,-,PTHR12848.orig.30.pi,-,1.6e-08,33.1,1.4,5.4e-05,21.4,0.1
EEY61317.1,-,PTHR12848.orig.30.pi,-,1.6e-08,33.1,0.0,2.3e-08,32.5,0.0
EEY58040.1,-,PTHR12848.orig.30.pi,-,2.1e-08,32.7,0.1,2.1e-08,32.7,0.1
EEY69436.1,-,PTHR12848.orig.30.pi,-,2.1e-08,32.7,0.1,3.5e-08,32.0,0.1
EEY65921.1,-,PTHR12848.orig.30.pi,-,2.2e-08,32.6,0.0,2.4e-08,32.5,0.0
EEY61397.1,-,PTHR12848.orig.30.pi,-,2.3e-08,32.6,0.0,4.3e-07,28.3,0.0
EEY68492.1,-,PTHR12848.orig.30.pi,-,2.4e-08,32.5,0.1,2.4e-08,32.5,0.1
EEY56057.1,-,PTHR12848.orig.30.pi,-,2.9e-08,32.2,1.0,4e-08,31.7,1.0
EEY64535.1,-,PTHR12848.orig.30.pi,-,3.1e-08,32.1,0.0,7.1e-08,30.9,0.0
EEY55485.1,-,PTHR12848.orig.30.pi,-,3.4e-08,32.0,4.0,8.1e-06,24.1,1.9
EEY57323.1,-,PTHR12848.orig.30.pi,-,5.6e-08,31.3,0.1,5.6e-06,24.6,0.0
EEY68588.1,-,PTHR12848.orig.30.pi,-,8.5e-08,30.7,1.1,1.5e-06,26.5,1.1
EEY56318.1,-,PTHR12848.orig.30.pi,-,1e-07,30.4,0.0,1.3e-07,30.1,0.0
EEY70310.1,-,PTHR12848.orig.30.pi,-,1.3e-07,30.1,0.0,7.1e-07,27.6,0.0
EEY64019.1,-,PTHR12848.orig.30.pi,-,1.4e-07,30.0,0.0,2.1e-07,29.3,0.0
EEY61699.1,-,PTHR12848.orig.30.pi,-,1.7e-07,29.7,0.3,1.9e-06,26.2,0.1
EEY68094.1,-,PTHR12848.orig.30.pi,-,1.9e-07,29.5,0.1,2.4e-07,29.2,0.1
EEY70029.1,-,PTHR12848.orig.30.pi,-,3.2e-07,28.8,1.8,4.1e-07,28.4,1.8
EEY64288.1,-,PTHR12848.orig.30.pi,-,3.5e-07,28.6,0.7,4.5e-07,28.3,0.7
EEY68889.1,-,PTHR12848.orig.30.pi,-,4.1e-07,28.4,0.2,5.1e-07,28.1,0.2
EEY54751.1,-,PTHR12848.orig.30.pi,-,5.6e-07,28.0,0.0,7.6e-07,27.5,0.0
EEY61848.1,-,PTHR12848.orig.30.pi,-,6.1e-07,27.8,0.0,1.5e-06,26.6,0.0
EEY69591.1,-,PTHR12848.orig.30.pi,-,6.3e-07,27.8,0.0,0.0027,15.8,0.0
EEY59316.1,-,PTHR12848.orig.30.pi,-,6.3e-07,27.8,0.0,6.9e-07,27.7,0.0
EEY68813.1,-,PTHR12848.orig.30.pi,-,7.8e-07,27.5,0.1,1e-05,23.8,0.1
EEY60977.1,-,PTHR12848.orig.30.pi,-,8.4e-07,27.4,2.5,0.0055,14.7,0.2
EEY66875.1,-,PTHR12848.orig.30.pi,-,1.3e-06,26.7,0.2,9.8e-06,23.8,0.2
EEY53610.1,-,PTHR12848.orig.30.pi,-,1.4e-06,26.6,8.8,1.9e-06,26.2,0.0
EEY57324.1,-,PTHR12848.orig.30.pi,-,2.1e-06,26.0,0.0,2.6e-06,25.7,0.0
EEY54557.1,-,PTHR12848.orig.30.pi,-,2.3e-06,25.9,0.0,4.7e-06,24.9,0.0
EEY68724.1,-,PTHR12848.orig.30.pi,-,2.4e-06,25.9,1.0,0.00018,19.7,1.0
EEY64063.1,-,PTHR12848.orig.30.pi,-,3.4e-06,25.3,0.0,0.00018,19.6,0.0
EEY65865.1,-,PTHR12848.orig.30.pi,-,6.1e-06,24.5,0.1,0.0029,15.7,0.0
EEY70274.1,-,PTHR12848.orig.30.pi,-,6.2e-06,24.5,0.0,1.6e-05,23.2,0.0
EEY57346.1,-,PTHR12848.orig.30.pi,-,6.4e-06,24.5,0.6,0.0091,14.0,0.1
EEY68253.1,-,PTHR12848.orig.30.pi,-,6.5e-06,24.4,0.5,7.1e-06,24.3,0.5
EEY64178.1,-,PTHR12848.orig.30.pi,-,9.5e-06,23.9,2.3,0.0096,13.9,0.5
EEY54249.1,-,PTHR12848.orig.30.pi,-,1e-05,23.8,0.1,0.0089,14.0,0.0
EEY65151.1,-,PTHR12848.orig.30.pi,-,1.2e-05,23.5,0.1,1.3e-05,23.4,0.1
EEY60851.1,-,PTHR12848.orig.30.pi,-,1.7e-05,23.0,0.0,4.3e-05,21.7,0.0
EEY63929.1,-,PTHR12848.orig.30.pi,-,1.8e-05,23.0,0.4,7e-05,21.0,0.4
EEY67835.1,-,PTHR12848.orig.30.pi,-,1.8e-05,22.9,2.5,0.00097,17.2,0.0
EEY62003.1,-,PTHR12848.orig.30.pi,-,2e-05,22.8,0.1,0.00024,19.2,0.0
EEY61245.1,-,PTHR12848.orig.30.pi,-,2.1e-05,22.7,0.2,0.00014,20.0,0.0
EEY64581.1,-,PTHR12848.orig.30.pi,-,2.3e-05,22.6,0.0,0.0064,14.5,0.0
EEY69168.1,-,PTHR12848.orig.30.pi,-,2.5e-05,22.5,3.2,1.6,6.6,0.0
EEY59927.1,-,PTHR12848.orig.30.pi,-,2.7e-05,22.4,0.0,3.5e-05,22.0,0.0
EEY55368.1,-,PTHR12848.orig.30.pi,-,2.8e-05,22.3,5.4,0.0016,16.5,2.4
EEY65833.1,-,PTHR12848.orig.30.pi,-,3.1e-05,22.2,0.0,0.00011,20.3,0.0
EEY65811.1,-,PTHR12848.orig.30.pi,-,3.1e-05,22.2,2.2,0.013,13.5,0.3
EEY67734.1,-,PTHR12848.orig.30.pi,-,3.2e-05,22.2,0.0,0.01,13.8,0.0
EEY55530.1,-,PTHR12848.orig.30.pi,-,4e-05,21.8,0.4,4.8e-05,21.5,0.4
EEY61886.1,-,PTHR12848.orig.30.pi,-,4.3e-05,21.7,3.3,0.016,13.2,0.2
EEY66017.1,-,PTHR12848.orig.30.pi,-,4.5e-05,21.6,0.0,0.22,9.5,0.0
EEY53120.1,-,PTHR12848.orig.30.pi,-,4.7e-05,21.6,0.5,0.00068,17.7,0.1
EEY54609.1,-,PTHR12848.orig.30.pi,-,4.9e-05,21.5,0.6,0.00036,18.7,0.0
EEY66841.1,-,PTHR12848.orig.30.pi,-,6.3e-05,21.2,0.0,8.1e-05,20.8,0.0
EEY60535.1,-,PTHR12848.orig.30.pi,-,0.00011,20.4,0.0,0.00011,20.3,0.0
EEY56023.1,-,PTHR12848.orig.30.pi,-,0.00015,19.9,0.7,0.00035,18.7,0.7
EEY59440.1,-,PTHR12848.orig.30.pi,-,0.0002,19.5,0.0,0.00025,19.2,0.0
EEY65785.1,-,PTHR12848.orig.30.pi,-,0.00023,19.3,0.0,0.0012,16.9,0.0
EEY67781.1,-,PTHR12848.orig.30.pi,-,0.00033,18.8,0.0,0.00033,18.8,0.0
EEY57999.1,-,PTHR12848.orig.30.pi,-,0.00035,18.7,0.0,0.00065,17.8,0.0
EEY54122.1,-,PTHR12848.orig.30.pi,-,0.00036,18.7,9.0,0.0011,17.1,8.4
EEY56684.1,-,PTHR12848.orig.30.pi,-,0.00038,18.6,0.0,0.00082,17.5,0.0
EEY61401.1,-,PTHR12848.orig.30.pi,-,0.00041,18.5,0.1,0.00098,17.2,0.0
EEY64085.1,-,PTHR12848.orig.30.pi,-,0.00046,18.3,0.0,0.00065,17.8,0.0
EEY54472.1,-,PTHR12848.orig.30.pi,-,0.00048,18.2,0.0,0.00057,18.0,0.0
EEY63669.1,-,PTHR12848.orig.30.pi,-,0.00062,17.9,5.6,0.024,12.6,2.1
EEY58308.1,-,PTHR12848.orig.30.pi,-,0.00065,17.8,0.1,0.0012,16.9,0.1
EEY54253.1,-,PTHR12848.orig.30.pi,-,0.00066,17.8,0.2,0.0011,17.0,0.2
EEY55416.1,-,PTHR12848.orig.30.pi,-,0.00081,17.5,0.0,0.0012,16.9,0.0
EEY58772.1,-,PTHR12848.orig.30.pi,-,0.00085,17.4,0.1,0.0012,16.9,0.1
EEY56058.1,-,PTHR12848.orig.30.pi,-,0.0014,16.7,0.0,0.018,13.1,0.0
EEY69788.1,-,PTHR12848.orig.30.pi,-,0.0018,16.3,0.0,0.0024,15.9,0.0
EEY55946.1,-,PTHR12848.orig.30.pi,-,0.0038,15.3,0.1,0.0045,15.0,0.1
EEY68841.1,-,PTHR12848.orig.30.pi,-,0.0041,15.2,4.2,0.0044,15.0,4.2
EEY61396.1,-,PTHR12848.orig.30.pi,-,0.0079,14.2,0.0,0.0099,13.9,0.0
EEY68827.1,-,PTHR12848.orig.30.pi,-,0.0084,14.1,0.1,0.014,13.4,0.1
EEY56484.1,-,PTHR12848.orig.30.pi,-,0.0095,13.9,0.1,0.039,11.9,0.0
EEY53586.1,-,PTHR12848.orig.30.pi,-,0.01,13.8,0.0,0.68,7.8,0.0
EEY55009.1,-,PTHR12848.orig.30.pi,-,0.015,13.3,1.1,0.016,13.2,1.1
EEY60346.1,-,PTHR12848.orig.30.pi,-,0.017,13.1,0.4,0.029,12.3,0.4
EEY59032.1,-,PTHR12848.orig.30.pi,-,0.02,12.9,0.4,0.18,9.7,0.3
EEY69227.1,-,PTHR12848.orig.30.pi,-,0.033,12.2,0.1,0.06,11.3,0.1
EEY66111.1,-,PTHR12848.orig.30.pi,-,0.033,12.1,4.6,0.89,7.4,0.4
EEY64736.1,-,PTHR12848.orig.30.pi,-,0.04,11.9,0.3,0.043,11.8,0.3
EEY53311.1,-,PTHR12848.orig.30.pi,-,0.044,11.7,0.0,0.06,11.3,0.0
EEY61422.1,-,PTHR12848.orig.30.pi,-,0.071,11.0,0.1,0.13,10.2,0.1
EEY62973.1,-,PTHR12848.orig.30.pi,-,0.1,10.5,4.8,0.14,10.1,1.9
EEY57231.1,-,PTHR12848.orig.30.pi,-,0.12,10.2,1.1,0.18,9.7,1.1
EEY53445.1,-,PTHR12848.orig.30.pi,-,0.16,9.9,3.5,0.17,9.8,3.5
EEY70462.1,-,PTHR12848.orig.30.pi,-,0.16,9.8,0.5,0.46,8.4,0.5
EEY61874.1,-,PTHR12848.orig.30.pi,-,0.26,9.2,7.2,1.6,6.6,0.8
EEY67428.1,-,PTHR12848.orig.30.pi,-,0.39,8.6,1.8,0.87,7.4,7.0
EEY55731.1,-,PTHR12848.orig.30.pi,-,0.39,8.6,8.7,0.43,8.4,8.7
EEY54050.1,-,PTHR12848.orig.30.pi,-,1.5,6.7,4.8,1.7,6.5,4.8
EEY65533.1,-,PTHR12848.orig.30.pi,-,1.5,6.6,0.3,1.5,6.7,0.3
EEY54048.1,-,PTHR12848.orig.30.pi,-,2.2,6.1,8.0,2.3,6.0,8.0
EEY67754.1,-,PTHR12848.orig.30.pi,-,5.7,4.7,1.7,7.2,4.4,1.7
EEY63766.1,-,PTHR12848.orig.30.pi,-,8.3,4.2,8.5,11.0,3.8,8.5
EED89335.1,-,PTHR12848.orig.30.pi,-,0.0,1297.3,0.0,0.0,1296.8,0.0
EED92757.1,-,PTHR12848.orig.30.pi,-,3e-19,68.0,1.1,4.2e-14,50.9,0.0
EED90164.1,-,PTHR12848.orig.30.pi,-,1.9e-18,65.4,2.3,5e-13,47.4,0.6
EED91576.1,-,PTHR12848.orig.30.pi,-,1.7e-16,58.9,0.0,3.3e-07,28.1,0.0
EED91201.1,-,PTHR12848.orig.30.pi,-,1.6e-15,55.6,0.0,2.4e-09,35.2,0.1
EED94797.1,-,PTHR12848.orig.30.pi,-,5e-14,50.7,0.1,5.8e-09,33.9,0.0
EED90094.1,-,PTHR12848.orig.30.pi,-,5.1e-14,50.7,0.0,3e-10,38.2,0.1
EED88060.1,-,PTHR12848.orig.30.pi,-,9.6e-14,49.8,0.3,1.5e-13,49.1,0.3
EED90676.1,-,PTHR12848.orig.30.pi,-,2.1e-13,48.6,0.5,2.9e-11,41.6,0.5
EED95712.1,-,PTHR12848.orig.30.pi,-,2.4e-13,48.4,0.1,2.9e-13,48.2,0.1
EED89370.1,-,PTHR12848.orig.30.pi,-,9.2e-13,46.5,5.8,3.6e-11,41.2,5.8
EED87820.1,-,PTHR12848.orig.30.pi,-,1.2e-12,46.2,0.0,1.5e-12,45.8,0.0
EED89829.1,-,PTHR12848.orig.30.pi,-,1.6e-12,45.7,0.0,1.8e-12,45.5,0.0
EED92694.1,-,PTHR12848.orig.30.pi,-,2.6e-12,45.0,0.1,2.6e-12,45.0,0.1
EED89566.1,-,PTHR12848.orig.30.pi,-,7.7e-12,43.4,0.1,1.3e-06,26.1,0.1
EED93545.1,-,PTHR12848.orig.30.pi,-,8.7e-12,43.3,0.1,2.1e-08,32.1,0.0
EED92392.1,-,PTHR12848.orig.30.pi,-,8.9e-12,43.2,0.1,3.3e-05,21.5,0.0
EED94497.1,-,PTHR12848.orig.30.pi,-,1e-11,43.0,0.6,4.1e-11,41.0,6.0
EED96646.1,-,PTHR12848.orig.30.pi,-,2.2e-11,42.0,2.3,3.3e-11,41.4,2.3
EED90876.1,-,PTHR12848.orig.30.pi,-,2.8e-11,41.6,4.1,1.7e-09,35.7,2.1
EED95425.1,-,PTHR12848.orig.30.pi,-,2.9e-11,41.5,0.0,4.5e-08,31.0,0.0
EED91759.1,-,PTHR12848.orig.30.pi,-,3e-11,41.5,8.9,4.9e-11,40.8,8.9
ACI64541.1,-,PTHR12848.orig.30.pi,-,3.2e-11,41.4,0.0,2.2e-09,35.3,0.1
ACI64363.1,-,PTHR12848.orig.30.pi,-,6.6e-11,40.4,0.2,6.8e-11,40.3,0.2
EED95736.1,-,PTHR12848.orig.30.pi,-,1e-10,39.7,0.0,5.1e-06,24.2,0.2
EED95920.1,-,PTHR12848.orig.30.pi,-,1.1e-10,39.6,0.0,3e-08,31.5,0.0
EED93422.1,-,PTHR12848.orig.30.pi,-,1.2e-10,39.5,0.2,1.9e-06,25.6,0.0
EED88259.1,-,PTHR12848.orig.30.pi,-,1.5e-10,39.2,0.6,1.9e-10,38.9,0.6
EED89399.1,-,PTHR12848.orig.30.pi,-,1.5e-10,39.2,0.6,1.9e-10,38.9,0.6
EED92374.1,-,PTHR12848.orig.30.pi,-,2.2e-10,38.6,1.0,3.3e-10,38.1,1.0
EED88584.1,-,PTHR12848.orig.30.pi,-,2.9e-10,38.2,0.0,3.6e-10,37.9,0.0
EED87521.1,-,PTHR12848.orig.30.pi,-,8.3e-10,36.7,0.0,0.00055,17.4,0.0
EED95570.1,-,PTHR12848.orig.30.pi,-,2.6e-09,35.1,0.0,5.8e-09,33.9,0.0
EED93142.1,-,PTHR12848.orig.30.pi,-,2.8e-09,35.0,0.0,2.5e-07,28.5,0.1
EED92451.1,-,PTHR12848.orig.30.pi,-,8e-09,33.5,0.1,9.5e-09,33.2,0.1
EED89875.1,-,PTHR12848.orig.30.pi,-,1.1e-08,33.0,0.1,2e-08,32.1,0.0
EED87517.1,-,PTHR12848.orig.30.pi,-,1.3e-08,32.7,0.0,1.9e-08,32.2,0.0
EED92731.1,-,PTHR12848.orig.30.pi,-,1.4e-08,32.7,5.4,1.9e-08,32.2,5.4
EED91030.1,-,PTHR12848.orig.30.pi,-,1.4e-08,32.6,0.1,1.4e-08,32.6,0.1
EED92884.1,-,PTHR12848.orig.30.pi,-,2e-08,32.2,0.0,8.1e-08,30.1,0.0
EED96279.1,-,PTHR12848.orig.30.pi,-,2.8e-08,31.7,4.8,6.4e-07,27.1,1.0
EED87558.1,-,PTHR12848.orig.30.pi,-,5.1e-08,30.8,0.0,1.3e-07,29.5,0.0
EED93687.1,-,PTHR12848.orig.30.pi,-,7.4e-08,30.3,0.1,2.4e-07,28.6,0.1
EED95645.1,-,PTHR12848.orig.30.pi,-,1.1e-07,29.7,5.2,4.1e-05,21.2,2.4
EED92123.1,-,PTHR12848.orig.30.pi,-,1.2e-07,29.6,0.0,0.0016,15.9,0.0
EED87016.1,-,PTHR12848.orig.30.pi,-,1.5e-07,29.2,3.1,3.5e-07,28.0,3.2
EED93385.1,-,PTHR12848.orig.30.pi,-,3e-07,28.3,1.9,5.6e-07,27.4,1.7
EED90697.1,-,PTHR12848.orig.30.pi,-,4.5e-07,27.7,0.2,1.1e-06,26.3,0.2
EED91454.1,-,PTHR12848.orig.30.pi,-,6.6e-07,27.1,0.3,2.7e-06,25.1,0.4
EED86581.1,-,PTHR12848.orig.30.pi,-,6.6e-07,27.1,0.8,1.2e-06,26.2,0.8
EED95215.1,-,PTHR12848.orig.30.pi,-,7.7e-07,26.9,4.7,9.9e-07,26.5,4.7
EED87429.1,-,PTHR12848.orig.30.pi,-,1.1e-06,26.4,7.4,0.022,12.1,0.1
EED95792.1,-,PTHR12848.orig.30.pi,-,1.1e-06,26.4,0.1,2.2e-05,22.1,0.0
EED91234.1,-,PTHR12848.orig.30.pi,-,1.8e-06,25.7,1.2,1.8e-06,25.7,1.2
EED91480.1,-,PTHR12848.orig.30.pi,-,3.5e-06,24.7,0.0,4.1e-06,24.5,0.0
EED88166.1,-,PTHR12848.orig.30.pi,-,5.4e-06,24.1,0.0,1.7e-05,22.4,0.0
EED88280.1,-,PTHR12848.orig.30.pi,-,6.3e-06,23.9,0.0,1.4e-05,22.7,0.0
EED91086.1,-,PTHR12848.orig.30.pi,-,1e-05,23.2,0.0,2e-05,22.2,0.0
EED88380.1,-,PTHR12848.orig.30.pi,-,1.2e-05,22.9,0.2,0.037,11.4,0.1
EED89165.1,-,PTHR12848.orig.30.pi,-,2.9e-05,21.7,0.1,3.6e-05,21.3,0.1
EED89175.1,-,PTHR12848.orig.30.pi,-,6.6e-05,20.5,0.0,0.0021,15.5,0.0
EED90616.1,-,PTHR12848.orig.30.pi,-,0.00011,19.8,0.0,0.0081,13.6,0.0
EED87262.1,-,PTHR12848.orig.30.pi,-,0.00011,19.8,1.5,0.092,10.1,0.4
EED96576.1,-,PTHR12848.orig.30.pi,-,0.00012,19.6,0.0,0.00031,18.3,0.0
EED95861.1,-,PTHR12848.orig.30.pi,-,0.00013,19.5,0.0,0.00023,18.7,0.0
EED95350.1,-,PTHR12848.orig.30.pi,-,0.00018,19.1,0.0,0.00045,17.7,0.0
EED88893.1,-,PTHR12848.orig.30.pi,-,0.00026,18.5,1.1,0.00032,18.2,1.1
EED87819.1,-,PTHR12848.orig.30.pi,-,0.00053,17.5,0.0,0.0038,14.7,0.0
EED90007.1,-,PTHR12848.orig.30.pi,-,0.0011,16.4,0.1,0.0013,16.2,0.1
EED91968.1,-,PTHR12848.orig.30.pi,-,0.0021,15.5,0.0,0.0023,15.4,0.0
EED87305.1,-,PTHR12848.orig.30.pi,-,0.0036,14.7,0.0,0.1,9.9,0.0
EED95388.1,-,PTHR12848.orig.30.pi,-,0.0037,14.7,0.0,0.39,8.0,0.0
EED93824.1,-,PTHR12848.orig.30.pi,-,0.0038,14.7,0.0,0.0088,13.5,0.0
EED86731.1,-,PTHR12848.orig.30.pi,-,0.0045,14.4,0.0,0.022,12.2,0.0
EED89221.1,-,PTHR12848.orig.30.pi,-,0.0055,14.1,0.1,0.0084,13.5,0.1
EED94148.1,-,PTHR12848.orig.30.pi,-,0.0082,13.5,0.2,0.01,13.2,0.2
EED91367.1,-,PTHR12848.orig.30.pi,-,0.013,12.9,0.0,0.028,11.8,0.0
EED93516.1,-,PTHR12848.orig.30.pi,-,0.016,12.6,0.3,0.04,11.3,0.1
