tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
KDO17563.1,-,PTHR13335.orig.30.pi,-,0.0034,16.5,7.9,0.0041,16.3,7.9
KDO26165.1,-,PTHR13335.orig.30.pi,-,0.0057,15.8,2.2,0.0068,15.6,2.2
KDO17942.1,-,PTHR13335.orig.30.pi,-,0.017,14.3,0.0,0.018,14.1,0.0
KDO18648.1,-,PTHR13335.orig.30.pi,-,0.017,14.2,2.9,0.022,13.9,2.9
KDO29388.1,-,PTHR13335.orig.30.pi,-,0.16,11.0,8.5,0.18,10.9,8.5
KDO24156.1,-,PTHR13335.orig.30.pi,-,0.28,10.2,1.1,0.32,10.0,1.1
KDO29247.1,-,PTHR13335.orig.30.pi,-,0.89,8.6,7.1,1.1,8.2,7.1
CBK23392.2,-,PTHR13335.orig.30.pi,-,6.7e-06,23.8,4.0,6.7e-06,23.8,4.0
CBK23412.2,-,PTHR13335.orig.30.pi,-,0.00071,17.1,2.2,0.00079,16.9,2.2
CBK19802.2,-,PTHR13335.orig.30.pi,-,0.00087,16.8,8.4,0.00098,16.6,8.4
CBK25055.2,-,PTHR13335.orig.30.pi,-,0.0089,13.4,4.3,0.011,13.1,4.3
CBK21363.2,-,PTHR13335.orig.30.pi,-,2.3,5.5,9.7,3.3,4.9,9.3
EKU21636.1,-,PTHR13335.orig.30.pi,-,2.8e-06,24.3,4.4,2.8e-06,24.3,4.4
EKU21576.1,-,PTHR13335.orig.30.pi,-,0.00021,18.1,1.9,0.00023,17.9,1.9
EKU22057.1,-,PTHR13335.orig.30.pi,-,2.9,4.4,5.9,10.0,2.6,6.2
ETN22299.1,-,PTHR13335.orig.30.pi,-,4.6e-69,234.7,0.6,5.7e-69,234.4,0.6
ETN03479.1,-,PTHR13335.orig.30.pi,-,1.3e-06,28.3,6.8,1.8e-06,27.8,6.8
ETM97566.1,-,PTHR13335.orig.30.pi,-,2e-05,24.4,9.6,2.9e-05,23.9,9.6
ETN13988.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,6.8,0.03,13.9,6.8
ETN22849.1,-,PTHR13335.orig.30.pi,-,0.026,14.1,0.1,0.031,13.9,0.1
ETN03837.1,-,PTHR13335.orig.30.pi,-,0.041,13.4,1.9,0.06,12.9,1.9
ETN10685.1,-,PTHR13335.orig.30.pi,-,0.26,10.8,0.0,0.26,10.8,0.0
ETN02760.1,-,PTHR13335.orig.30.pi,-,0.63,9.5,9.8,0.99,8.9,9.8
ETN14756.1,-,PTHR13335.orig.30.pi,-,0.75,9.3,0.0,0.98,8.9,0.0
ETN20795.1,-,PTHR13335.orig.30.pi,-,1.8,8.0,5.6,2.7,7.4,5.6
ETN19845.1,-,PTHR13335.orig.30.pi,-,3.6,7.0,7.4,3.1,7.2,0.0
ETN19713.1,-,PTHR13335.orig.30.pi,-,8.2,5.9,3.0,11.0,5.4,3.0
EQC38912.1,-,PTHR13335.orig.30.pi,-,3.1e-47,162.0,0.0,4.3e-47,161.5,0.0
EQC36240.1,-,PTHR13335.orig.30.pi,-,0.00064,18.8,2.1,0.00073,18.6,2.1
EQC26470.1,-,PTHR13335.orig.30.pi,-,0.0019,17.3,4.9,0.002,17.2,4.9
EQC27295.1,-,PTHR13335.orig.30.pi,-,0.0037,16.3,0.5,0.14,11.1,0.1
EQC27478.1,-,PTHR13335.orig.30.pi,-,0.021,13.8,9.3,0.11,11.4,5.5
EQC37602.1,-,PTHR13335.orig.30.pi,-,0.032,13.2,4.5,0.041,12.8,4.5
EQC37285.1,-,PTHR13335.orig.30.pi,-,0.036,13.0,1.3,0.041,12.8,1.3
EQC37601.1,-,PTHR13335.orig.30.pi,-,0.11,11.4,0.8,0.17,10.8,0.8
EQC36385.1,-,PTHR13335.orig.30.pi,-,0.41,9.5,4.6,0.69,8.8,4.6
EQC28931.1,-,PTHR13335.orig.30.pi,-,1.7,7.5,2.6,1.9,7.3,2.6
EJK54363.1,-,PTHR13335.orig.30.pi,-,0.0014,18.6,0.0,0.0014,18.6,0.0
EJK54512.1,-,PTHR13335.orig.30.pi,-,0.95,9.2,7.2,1.7,8.4,7.2
EJK55554.1,-,PTHR13335.orig.30.pi,-,1.3,8.8,4.1,0.058,13.3,2.6
CBJ49052.1,-,PTHR13335.orig.30.pi,-,4.2e-05,22.6,0.2,7.3e-05,21.8,0.1
CBJ28377.1,-,PTHR13335.orig.30.pi,-,4.6e-05,22.4,0.6,6.5e-05,21.9,0.6
CBJ29400.1,-,PTHR13335.orig.30.pi,-,0.0011,17.9,4.9,0.0015,17.4,4.9
CBN74776.1,-,PTHR13335.orig.30.pi,-,0.0067,15.3,3.2,0.25,10.1,0.6
CBJ33099.1,-,PTHR13335.orig.30.pi,-,0.0071,15.2,2.4,0.0075,15.1,2.4
CBJ49030.1,-,PTHR13335.orig.30.pi,-,0.013,14.3,8.9,0.012,14.4,8.9
CBN78208.1,-,PTHR13335.orig.30.pi,-,0.015,14.1,1.9,0.017,13.9,1.9
CBJ48573.1,-,PTHR13335.orig.30.pi,-,0.031,13.1,7.6,0.045,12.6,7.6
CBJ26458.1,-,PTHR13335.orig.30.pi,-,0.062,12.1,7.2,0.064,12.0,7.2
CBN76895.1,-,PTHR13335.orig.30.pi,-,0.064,12.0,0.4,0.091,11.5,7.9
CBN74511.1,-,PTHR13335.orig.30.pi,-,0.14,10.9,6.0,0.28,9.9,6.1
CBN77203.1,-,PTHR13335.orig.30.pi,-,0.27,9.9,3.1,0.42,9.3,3.1
CBJ48904.1,-,PTHR13335.orig.30.pi,-,0.76,8.5,5.6,0.93,8.2,5.6
CBN77232.1,-,PTHR13335.orig.30.pi,-,0.76,8.5,2.5,1.5,7.5,2.5
CBN74821.1,-,PTHR13335.orig.30.pi,-,0.78,8.4,8.8,1.7,7.4,8.8
CBN79776.1,-,PTHR13335.orig.30.pi,-,1.6,7.4,2.8,0.15,10.8,7.4
KAF4323422.1,-,PTHR13335.orig.30.pi,-,1.7e-66,225.0,0.0,2.1e-66,224.6,0.0
KAF4315583.1,-,PTHR13335.orig.30.pi,-,0.018,13.4,2.1,0.77,8.0,1.5
KAF4316692.1,-,PTHR13335.orig.30.pi,-,5.9,5.1,5.9,8.4,4.6,5.9
ETI50279.1,-,PTHR13335.orig.30.pi,-,3.9e-69,235.0,0.5,4.8e-69,234.7,0.5
ETI36509.1,-,PTHR13335.orig.30.pi,-,0.00086,19.0,3.7,0.001,18.8,3.7
ETI56529.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,4.2,0.02,14.5,4.2
ETI53179.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,6.8,0.031,13.9,6.8
ETI49752.1,-,PTHR13335.orig.30.pi,-,0.026,14.1,0.1,0.031,13.9,0.1
ETI38334.1,-,PTHR13335.orig.30.pi,-,0.085,12.4,9.1,0.1,12.2,9.1
ETI38010.1,-,PTHR13335.orig.30.pi,-,0.97,8.9,9.8,1.0,8.8,9.8
ETI39374.1,-,PTHR13335.orig.30.pi,-,1.5,8.3,0.9,1.7,8.2,0.9
ETI55104.1,-,PTHR13335.orig.30.pi,-,2.4,7.6,3.3,2.7,7.5,3.3
ETI41919.1,-,PTHR13335.orig.30.pi,-,3.6,7.0,7.4,3.1,7.2,0.0
ETI46155.1,-,PTHR13335.orig.30.pi,-,8.9,5.7,8.4,11.0,5.4,8.4
ETO79061.1,-,PTHR13335.orig.30.pi,-,3.8e-69,235.0,0.5,4.8e-69,234.7,0.5
ETO79060.1,-,PTHR13335.orig.30.pi,-,2.1e-64,219.3,0.1,2.7e-64,218.9,0.1
ETO66771.1,-,PTHR13335.orig.30.pi,-,1.9e-06,27.8,5.0,2.6e-06,27.3,5.0
ETO71611.1,-,PTHR13335.orig.30.pi,-,0.00028,20.6,7.6,0.00035,20.3,7.6
ETO81859.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,6.8,0.031,13.9,6.8
ETO78465.1,-,PTHR13335.orig.30.pi,-,0.026,14.1,0.1,0.031,13.9,0.1
ETO67103.1,-,PTHR13335.orig.30.pi,-,0.085,12.4,9.1,0.1,12.2,9.1
ETO70542.1,-,PTHR13335.orig.30.pi,-,0.21,11.1,3.7,2.7,7.4,0.0
ETO83846.1,-,PTHR13335.orig.30.pi,-,0.41,10.2,7.7,0.51,9.8,7.7
ETO69576.1,-,PTHR13335.orig.30.pi,-,1.9,7.9,6.0,2.8,7.4,6.0
ETP20044.1,-,PTHR13335.orig.30.pi,-,3.8e-69,235.0,0.5,4.8e-69,234.7,0.5
ETP07899.1,-,PTHR13335.orig.30.pi,-,0.00034,20.3,7.7,0.00048,19.8,7.7
ETP12728.1,-,PTHR13335.orig.30.pi,-,0.00054,19.7,7.7,0.0007,19.3,7.7
ETP07892.1,-,PTHR13335.orig.30.pi,-,0.00078,19.1,6.6,0.0011,18.7,6.6
ETP26327.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,4.2,0.02,14.5,4.2
ETP22993.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,6.8,0.031,13.9,6.8
ETP19523.1,-,PTHR13335.orig.30.pi,-,0.026,14.1,0.1,0.031,13.9,0.1
ETP08215.1,-,PTHR13335.orig.30.pi,-,0.15,11.6,0.1,0.18,11.4,0.1
ETP24918.1,-,PTHR13335.orig.30.pi,-,0.22,11.1,7.0,0.27,10.8,7.0
ETP11669.1,-,PTHR13335.orig.30.pi,-,3.6,7.0,7.4,3.1,7.2,0.0
ETP48004.1,-,PTHR13335.orig.30.pi,-,3.8e-69,235.0,0.5,4.7e-69,234.7,0.5
ETP35924.1,-,PTHR13335.orig.30.pi,-,3.4e-07,30.3,7.7,4.9e-07,29.7,7.7
ETP40830.1,-,PTHR13335.orig.30.pi,-,0.00033,20.4,7.9,0.00046,19.9,7.9
ETP34452.1,-,PTHR13335.orig.30.pi,-,0.00085,19.0,3.7,0.00099,18.8,3.7
ETP54355.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,4.2,0.02,14.5,4.2
ETP50980.1,-,PTHR13335.orig.30.pi,-,0.019,14.6,6.8,0.03,13.9,6.8
ETP47464.1,-,PTHR13335.orig.30.pi,-,0.026,14.1,0.1,0.031,13.9,0.1
ETP31244.1,-,PTHR13335.orig.30.pi,-,0.032,13.8,5.1,0.041,13.5,5.1
ETP36267.1,-,PTHR13335.orig.30.pi,-,0.085,12.4,9.1,0.099,12.2,9.1
ETP39781.1,-,PTHR13335.orig.30.pi,-,0.16,11.5,3.3,2.8,7.4,0.0
ETP37318.1,-,PTHR13335.orig.30.pi,-,0.25,10.8,5.7,0.36,10.3,5.7
ETP37325.1,-,PTHR13335.orig.30.pi,-,0.3,10.6,6.0,0.43,10.1,6.0
ETP46495.1,-,PTHR13335.orig.30.pi,-,0.33,10.5,0.0,0.33,10.4,0.0
ETP52908.1,-,PTHR13335.orig.30.pi,-,1.3,8.4,0.1,1.6,8.2,0.1
ETK90153.1,-,PTHR13335.orig.30.pi,-,3.7e-69,235.0,0.5,4.5e-69,234.7,0.5
ETK93037.1,-,PTHR13335.orig.30.pi,-,0.018,14.6,6.8,0.029,13.9,6.8
ETK89637.1,-,PTHR13335.orig.30.pi,-,0.025,14.1,0.1,0.03,13.9,0.1
ETK78528.1,-,PTHR13335.orig.30.pi,-,0.13,11.8,9.8,0.15,11.5,9.8
ETK94927.1,-,PTHR13335.orig.30.pi,-,1.3,8.4,0.1,1.6,8.2,0.1
ETK78225.1,-,PTHR13335.orig.30.pi,-,2.9,7.3,1.4,3.1,7.2,1.4
ETK81950.1,-,PTHR13335.orig.30.pi,-,3.5,7.0,7.4,3.0,7.2,0.0
ETL43563.1,-,PTHR13335.orig.30.pi,-,3.7e-69,235.0,0.5,4.5e-69,234.7,0.5
ETL46464.1,-,PTHR13335.orig.30.pi,-,0.018,14.6,6.8,0.029,13.9,6.8
ETL43038.1,-,PTHR13335.orig.30.pi,-,0.024,14.1,0.1,0.03,13.9,0.1
ETL31954.1,-,PTHR13335.orig.30.pi,-,0.13,11.8,9.8,0.15,11.5,9.8
ETL48321.1,-,PTHR13335.orig.30.pi,-,0.24,10.9,7.0,0.3,10.5,7.0
ETL31656.1,-,PTHR13335.orig.30.pi,-,2.7,7.4,1.3,2.7,7.4,1.3
ETL35356.1,-,PTHR13335.orig.30.pi,-,3.4,7.0,7.4,3.0,7.2,0.0
ETL96737.1,-,PTHR13335.orig.30.pi,-,3.6e-69,235.0,0.5,4.5e-69,234.7,0.5
ETL99598.1,-,PTHR13335.orig.30.pi,-,0.018,14.6,6.8,0.029,13.9,6.8
ETL96214.1,-,PTHR13335.orig.30.pi,-,0.024,14.1,0.1,0.029,13.9,0.1
ETL85184.1,-,PTHR13335.orig.30.pi,-,0.08,12.4,9.1,0.094,12.2,9.1
ETM01414.1,-,PTHR13335.orig.30.pi,-,0.2,11.1,7.0,0.25,10.8,7.0
ETL84888.1,-,PTHR13335.orig.30.pi,-,0.91,8.9,9.8,0.97,8.8,9.8
ETL88595.1,-,PTHR13335.orig.30.pi,-,3.4,7.0,7.4,3.0,7.2,0.0
ETM49887.1,-,PTHR13335.orig.30.pi,-,3.7e-69,235.0,0.5,4.5e-69,234.7,0.5
ETM56006.1,-,PTHR13335.orig.30.pi,-,0.018,14.6,4.2,0.019,14.5,4.2
ETM52752.1,-,PTHR13335.orig.30.pi,-,0.018,14.6,6.8,0.029,13.9,6.8
ETM49384.1,-,PTHR13335.orig.30.pi,-,0.024,14.1,0.1,0.03,13.9,0.1
ETM38348.1,-,PTHR13335.orig.30.pi,-,0.081,12.4,9.1,0.095,12.2,9.1
ETM41837.1,-,PTHR13335.orig.30.pi,-,0.24,10.9,3.5,2.6,7.4,0.0
ETM38052.1,-,PTHR13335.orig.30.pi,-,2.1,7.7,1.1,2.2,7.6,1.1
ETM54609.1,-,PTHR13335.orig.30.pi,-,2.2,7.6,3.3,2.5,7.5,3.3
ETV76193.1,-,PTHR13335.orig.30.pi,-,5.3e-46,158.4,0.1,2.8e-45,156.0,0.1
ETV76194.1,-,PTHR13335.orig.30.pi,-,1.8e-39,136.8,0.1,1.1e-38,134.2,0.1
ETV64983.1,-,PTHR13335.orig.30.pi,-,0.0019,17.8,5.6,0.0022,17.6,5.6
ETV68451.1,-,PTHR13335.orig.30.pi,-,0.19,11.1,0.1,0.53,9.7,0.0
ETV73167.1,-,PTHR13335.orig.30.pi,-,0.26,10.7,0.2,0.33,10.3,0.2
ETV83467.1,-,PTHR13335.orig.30.pi,-,4.1,6.8,4.0,5.2,6.4,4.0
ETV95354.1,-,PTHR13335.orig.30.pi,-,3.8e-49,168.5,0.2,4.5e-49,168.2,0.2
ETV95603.1,-,PTHR13335.orig.30.pi,-,0.011,14.9,0.0,0.017,14.3,0.0
ETW02440.1,-,PTHR13335.orig.30.pi,-,0.03,13.5,7.4,0.034,13.3,7.4
EWM29567.1,-,PTHR13335.orig.30.pi,-,5.6e-05,21.6,3.8,5.6e-05,21.6,3.8
EWM29308.1,-,PTHR13335.orig.30.pi,-,0.00073,17.9,1.8,0.00085,17.7,1.8
EWM25565.1,-,PTHR13335.orig.30.pi,-,0.00095,17.5,3.0,0.001,17.4,3.0
EWM25060.1,-,PTHR13335.orig.30.pi,-,0.001,17.4,9.5,0.001,17.4,9.5
EWM25566.1,-,PTHR13335.orig.30.pi,-,0.0013,17.0,3.4,0.0014,16.9,3.4
EWM30084.1,-,PTHR13335.orig.30.pi,-,0.0026,16.1,2.0,0.0044,15.3,2.0
EWM24456.1,-,PTHR13335.orig.30.pi,-,0.013,13.7,8.1,0.012,13.9,8.1
EWM27347.1,-,PTHR13335.orig.30.pi,-,0.014,13.7,9.7,0.016,13.4,9.7
EWM20536.1,-,PTHR13335.orig.30.pi,-,0.034,12.4,7.2,0.04,12.1,7.2
EWM22214.1,-,PTHR13335.orig.30.pi,-,0.072,11.3,7.5,0.096,10.9,7.5
EWM22213.1,-,PTHR13335.orig.30.pi,-,0.075,11.2,7.3,0.099,10.8,7.3
EWM20639.1,-,PTHR13335.orig.30.pi,-,0.43,8.7,8.7,0.9,7.7,7.1
EWM27375.1,-,PTHR13335.orig.30.pi,-,0.98,7.6,3.6,1.1,7.4,3.6
EWM22328.1,-,PTHR13335.orig.30.pi,-,1.2,7.3,3.0,1.3,7.1,3.0
EWM24697.1,-,PTHR13335.orig.30.pi,-,4.4,5.4,4.9,13.0,3.9,5.1
EWM24698.1,-,PTHR13335.orig.30.pi,-,4.4,5.4,4.9,13.0,3.9,5.1
EWM21941.1,-,PTHR13335.orig.30.pi,-,6.7,4.8,2.4,8.5,4.5,2.4
KNB45225.1,-,PTHR13335.orig.30.pi,-,3.4e-06,24.6,4.0,0.0082,13.5,2.7
KNB42328.1,-,PTHR13335.orig.30.pi,-,0.00016,19.2,9.0,0.00024,18.5,9.0
KAG2530060.1,-,PTHR13335.orig.30.pi,-,1.4e-66,225.0,0.0,1.8e-66,224.6,0.0
KAG2529659.1,-,PTHR13335.orig.30.pi,-,0.00032,18.9,1.1,0.00032,18.9,1.1
KAG2511695.1,-,PTHR13335.orig.30.pi,-,0.015,13.4,2.1,0.65,8.0,1.5
KAG2528466.1,-,PTHR13335.orig.30.pi,-,1.4e-66,225.0,0.0,1.8e-66,224.6,0.0
KAG2507291.1,-,PTHR13335.orig.30.pi,-,0.015,13.4,2.1,0.65,8.0,1.5
GLD97617.1,-,PTHR13335.orig.30.pi,-,2.3e-59,202.2,0.1,4.2e-59,201.3,0.1
GLD97652.1,-,PTHR13335.orig.30.pi,-,2.6e-05,23.6,0.4,2.6e-05,23.6,0.4
GLE00372.1,-,PTHR13335.orig.30.pi,-,6e-05,22.4,7.5,6e-05,22.4,7.5
GLE07334.1,-,PTHR13335.orig.30.pi,-,0.00047,19.4,5.3,0.00047,19.4,5.3
GLE07586.1,-,PTHR13335.orig.30.pi,-,0.00047,19.4,5.3,0.00047,19.4,5.3
GLD97750.1,-,PTHR13335.orig.30.pi,-,0.0005,19.3,8.1,0.0006,19.1,8.1
GLD94059.1,-,PTHR13335.orig.30.pi,-,0.00056,19.2,4.2,0.00065,18.9,4.2
GLD92405.1,-,PTHR13335.orig.30.pi,-,0.016,14.4,8.4,0.019,14.1,8.4
GLE07435.1,-,PTHR13335.orig.30.pi,-,0.026,13.7,4.4,0.027,13.6,4.4
GLE08585.1,-,PTHR13335.orig.30.pi,-,0.064,12.4,5.5,1.8,7.6,2.4
GLE07620.1,-,PTHR13335.orig.30.pi,-,0.083,12.0,8.0,0.098,11.7,8.0
GLE09387.1,-,PTHR13335.orig.30.pi,-,0.089,11.9,6.7,0.1,11.7,6.7
GLE01847.1,-,PTHR13335.orig.30.pi,-,0.25,10.4,4.9,0.28,10.2,4.9
GLE05682.1,-,PTHR13335.orig.30.pi,-,0.25,10.4,8.1,0.36,9.9,8.1
GLE00231.1,-,PTHR13335.orig.30.pi,-,0.5,9.4,9.0,0.56,9.2,9.0
GLD99427.1,-,PTHR13335.orig.30.pi,-,0.7,8.9,9.9,0.74,8.8,9.9
GLD95104.1,-,PTHR13335.orig.30.pi,-,0.75,8.8,0.3,0.82,8.7,0.3
GLE05542.1,-,PTHR13335.orig.30.pi,-,0.84,8.7,5.1,1.0,8.4,5.1
GLD93449.1,-,PTHR13335.orig.30.pi,-,1.3,8.0,5.6,1.5,7.8,5.6
GLE03522.1,-,PTHR13335.orig.30.pi,-,2.3,7.2,2.8,3.1,6.8,2.8
GLE06390.1,-,PTHR13335.orig.30.pi,-,4.5,6.3,9.8,0.74,8.8,0.0
GLD91556.1,-,PTHR13335.orig.30.pi,-,4.6,6.2,5.7,0.7,8.9,9.2
CCI39969.1,-,PTHR13335.orig.30.pi,-,7.4e-61,206.5,0.8,9.5e-61,206.2,0.8
CCI39966.1,-,PTHR13335.orig.30.pi,-,7.7e-61,206.5,0.9,9.8e-61,206.1,0.9
CCI39970.1,-,PTHR13335.orig.30.pi,-,6.3e-56,190.2,1.4,8.1e-56,189.9,1.4
CCI39967.1,-,PTHR13335.orig.30.pi,-,6.5e-56,190.2,1.4,8.3e-56,189.8,1.4
CCI39971.1,-,PTHR13335.orig.30.pi,-,1.1e-44,153.0,8.1,9.7e-32,110.3,0.6
CCI39968.1,-,PTHR13335.orig.30.pi,-,1.3e-44,152.8,8.2,1e-31,110.2,0.6
KUF89083.1,-,PTHR13335.orig.30.pi,-,0.00014,20.2,8.3,0.00019,19.7,8.3
KUF89082.1,-,PTHR13335.orig.30.pi,-,0.00083,17.6,2.1,0.0011,17.2,2.1
KUF91816.1,-,PTHR13335.orig.30.pi,-,0.0071,14.6,6.8,0.011,13.9,6.8
KUF98414.1,-,PTHR13335.orig.30.pi,-,0.043,12.0,3.0,0.04,12.1,3.0
KUF76514.1,-,PTHR13335.orig.30.pi,-,1.4e-43,149.7,3.5,4.8e-42,144.7,0.0
KUF79099.1,-,PTHR13335.orig.30.pi,-,5.4e-05,22.3,3.9,7.7e-05,21.8,3.9
KUF79171.1,-,PTHR13335.orig.30.pi,-,0.00023,20.2,8.3,0.00032,19.7,8.3
KUF79172.1,-,PTHR13335.orig.30.pi,-,0.00023,20.2,8.3,0.00032,19.7,8.3
KUF82005.1,-,PTHR13335.orig.30.pi,-,0.00023,20.2,8.3,0.00032,19.7,8.3
KUF82006.1,-,PTHR13335.orig.30.pi,-,0.00023,20.2,8.3,0.00032,19.7,8.3
KUF88376.1,-,PTHR13335.orig.30.pi,-,0.00023,20.2,8.3,0.00032,19.7,8.3
KUF79978.1,-,PTHR13335.orig.30.pi,-,0.0055,15.7,1.2,0.0056,15.6,1.2
KUF90594.1,-,PTHR13335.orig.30.pi,-,0.087,11.7,8.7,0.1,11.5,8.7
KUF81425.1,-,PTHR13335.orig.30.pi,-,0.17,10.7,6.1,0.22,10.4,6.1
KUF88309.1,-,PTHR13335.orig.30.pi,-,0.17,10.7,6.1,0.22,10.4,6.1
OAO14742.1,-,PTHR13335.orig.30.pi,-,1.6e-11,42.5,4.0,9.5e-06,23.4,0.0
OAO16682.1,-,PTHR13335.orig.30.pi,-,2.6e-05,21.9,0.1,2.7e-05,21.9,0.1
OAO14763.1,-,PTHR13335.orig.30.pi,-,0.0042,14.6,9.3,0.005,14.4,9.3
OAO13261.1,-,PTHR13335.orig.30.pi,-,0.049,11.1,7.5,0.49,7.8,4.0
RLM95373.1,-,PTHR13335.orig.30.pi,-,1.4e-66,225.0,0.0,1.8e-66,224.6,0.0
RLN32225.1,-,PTHR13335.orig.30.pi,-,0.015,13.4,2.1,0.66,8.0,1.5
RLN73866.1,-,PTHR13335.orig.30.pi,-,1.3e-27,97.7,1.9,2.6e-13,50.4,0.2
RLN06608.1,-,PTHR13335.orig.30.pi,-,7.4e-20,72.0,9.2,7.7e-14,52.2,0.1
RLN86203.1,-,PTHR13335.orig.30.pi,-,1.7e-06,27.9,2.1,3.2e-06,27.0,2.3
RLN90841.1,-,PTHR13335.orig.30.pi,-,4.2e-05,23.3,0.0,5.8e-05,22.8,0.0
RLN25756.1,-,PTHR13335.orig.30.pi,-,0.032,13.8,3.9,0.033,13.7,3.9
RLN72932.1,-,PTHR13335.orig.30.pi,-,0.065,12.7,0.1,0.091,12.3,0.1
RLN98286.1,-,PTHR13335.orig.30.pi,-,0.082,12.4,5.9,0.096,12.2,5.9
RLN13759.1,-,PTHR13335.orig.30.pi,-,0.11,12.1,5.2,0.2,11.1,5.2
RLN87517.1,-,PTHR13335.orig.30.pi,-,0.15,11.5,0.1,0.22,11.0,0.1
RLN15351.1,-,PTHR13335.orig.30.pi,-,0.17,11.3,7.7,0.22,11.0,7.7
RLN72325.1,-,PTHR13335.orig.30.pi,-,0.53,9.7,9.9,0.65,9.5,9.9
RLN10550.1,-,PTHR13335.orig.30.pi,-,0.76,9.2,4.6,0.67,9.4,4.6
RLN79413.1,-,PTHR13335.orig.30.pi,-,0.88,9.0,9.1,1.4,8.4,9.1
RLN55578.1,-,PTHR13335.orig.30.pi,-,2.5,7.5,8.6,2.6,7.4,8.6
RLN92045.1,-,PTHR13335.orig.30.pi,-,3.7,7.0,6.8,4.6,6.6,6.8
RLN51210.1,-,PTHR13335.orig.30.pi,-,1.6e-66,224.8,0.0,2.1e-66,224.5,0.0
RLN67508.1,-,PTHR13335.orig.30.pi,-,9.1e-11,40.6,6.7,9.5e-11,40.5,6.7
RLN49468.1,-,PTHR13335.orig.30.pi,-,0.00024,19.4,2.5,0.00037,18.8,2.5
RLN45553.1,-,PTHR13335.orig.30.pi,-,0.025,12.7,1.4,0.54,8.3,1.0
RLN59408.1,-,PTHR13335.orig.30.pi,-,2.7e-66,224.1,0.0,3.4e-66,223.8,0.0
RLN60179.1,-,PTHR13335.orig.30.pi,-,9e-11,40.6,6.7,9.4e-11,40.5,6.7
RLN68622.1,-,PTHR13335.orig.30.pi,-,2.7e-05,22.5,5.9,3.4e-05,22.2,5.9
RLN68442.1,-,PTHR13335.orig.30.pi,-,0.00054,18.2,1.8,0.00085,17.5,1.8
RLN55265.1,-,PTHR13335.orig.30.pi,-,0.025,12.7,1.4,0.53,8.3,1.0
RLN82112.1,-,PTHR13335.orig.30.pi,-,1.4e-66,225.0,0.0,1.8e-66,224.6,0.0
RLN75434.1,-,PTHR13335.orig.30.pi,-,0.015,13.4,2.1,0.65,8.0,1.5
