tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
CAD8179151.1,-,PTHR33149.orig.30.pi,-,0.052,13.6,0.0,0.092,12.8,0.0
CAD8142786.1,-,PTHR33149.orig.30.pi,-,0.062,13.4,6.2,0.69,9.9,6.2
CAE7035687.1,-,PTHR33149.orig.30.pi,-,0.12,12.2,0.3,0.38,10.5,0.0
CAE7253784.1,-,PTHR33149.orig.30.pi,-,0.12,12.2,0.3,2.3,8.0,0.1
CAE7268441.1,-,PTHR33149.orig.30.pi,-,0.23,11.3,0.4,0.37,10.6,0.4
CAE7321160.1,-,PTHR33149.orig.30.pi,-,0.43,10.4,0.4,0.7,9.7,0.4
CAE7297790.1,-,PTHR33149.orig.30.pi,-,0.36,11.0,2.9,0.48,10.6,1.6
CAE7876024.1,-,PTHR33149.orig.30.pi,-,3e-133,440.0,5.3,8e-133,439.9,5.3
CAE7942328.1,-,PTHR33149.orig.30.pi,-,0.92,9.5,3.1,0.32,11.1,0.3
CAE7294440.1,-,PTHR33149.orig.30.pi,-,7e-112,374.1,5.9,4e-113,373.9,5.9
CAE7359974.1,-,PTHR33149.orig.30.pi,-,0.23,11.1,0.2,0.71,9.5,0.2
CAE6963277.1,-,PTHR33149.orig.30.pi,-,0.24,11.1,2.3,0.5,10.0,1.8
CAE7230377.1,-,PTHR33149.orig.30.pi,-,0.77,8.9,4.7,6.7,5.9,0.2
CAE7914140.1,-,PTHR33149.orig.30.pi,-,6e-112,371.9,6.0,4e-112,371.7,6.0
CAE7730075.1,-,PTHR33149.orig.30.pi,-,0.65,9.8,2.9,0.26,11.1,0.3
CAE7894763.1,-,PTHR33149.orig.30.pi,-,5e-133,440.0,5.3,8e-132,439.9,5.3
CAE7352452.1,-,PTHR33149.orig.30.pi,-,0.084,12.8,0.4,0.14,12.0,0.4
CAE8595368.1,-,PTHR33149.orig.30.pi,-,0.25,11.8,0.0,0.45,11.0,0.0
CAL1161433.1,-,PTHR33149.orig.30.pi,-,0.56,10.5,0.0,0.65,10.3,0.0
CAL1150004.1,-,PTHR33149.orig.30.pi,-,0.62,10.3,0.0,0.68,10.2,0.0
CAL1140313.1,-,PTHR33149.orig.30.pi,-,5.2,7.3,4.6,8.2,6.6,4.6
CAJ1364133.1,-,PTHR33149.orig.30.pi,-,0.15,12.1,0.0,0.17,11.9,0.0
CAJ1364134.1,-,PTHR33149.orig.30.pi,-,0.23,11.5,0.0,0.28,11.2,0.0
CAJ1342202.1,-,PTHR33149.orig.30.pi,-,0.45,10.5,0.6,0.77,9.8,0.6
CAJ1367823.1,-,PTHR33149.orig.30.pi,-,1.0,9.3,2.5,1.7,8.7,2.5
CAJ1375511.1,-,PTHR33149.orig.30.pi,-,6.6e-10,39.6,3.6,8.4e-10,39.2,3.6
CAJ1369974.1,-,PTHR33149.orig.30.pi,-,0.073,13.2,5.4,0.031,14.4,2.2
CAJ1375512.1,-,PTHR33149.orig.30.pi,-,0.32,11.0,9.2,0.06,13.4,5.1
CAJ1391165.1,-,PTHR33149.orig.30.pi,-,0.32,11.0,9.2,0.06,13.4,5.1
CAJ1400133.1,-,PTHR33149.orig.30.pi,-,0.64,10.1,0.5,1.1,9.2,0.5
CAJ1400132.1,-,PTHR33149.orig.30.pi,-,0.64,10.0,0.5,1.2,9.2,0.5
CAJ1391833.1,-,PTHR33149.orig.30.pi,-,1.0,9.4,2.5,1.7,8.7,2.5
CAJ1391832.1,-,PTHR33149.orig.30.pi,-,1.1,9.3,2.5,1.7,8.7,2.5
CAJ1431674.1,-,PTHR33149.orig.30.pi,-,0.21,11.9,0.0,0.23,11.8,0.0
CAJ1432342.1,-,PTHR33149.orig.30.pi,-,0.39,11.0,0.5,0.62,10.4,0.5
CAJ1439624.1,-,PTHR33149.orig.30.pi,-,1.2,9.5,2.8,1.7,8.9,2.8
CAJ1439623.1,-,PTHR33149.orig.30.pi,-,1.3,9.4,2.5,2.0,8.7,2.5
CAJ1439622.1,-,PTHR33149.orig.30.pi,-,1.3,9.3,2.5,2.0,8.7,2.5
CAK9064517.1,-,PTHR33149.orig.30.pi,-,0.86,10.1,0.1,1.3,9.6,0.1
CAK9018680.1,-,PTHR33149.orig.30.pi,-,8.8,6.8,4.3,5.6,7.5,1.7
CAK9099965.1,-,PTHR33149.orig.30.pi,-,7.0,7.4,3.8,5.5,7.8,1.5
