tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
KDO31801.1,-,PTHR11139.orig.30.pi,-,0.00021,19.1,1.2,0.00021,19.1,1.2
KDO29847.1,-,PTHR11139.orig.30.pi,-,0.013,13.1,1.3,0.015,13.0,1.3
KDO23714.1,-,PTHR11139.orig.30.pi,-,0.017,12.8,0.3,0.02,12.6,0.3
KDO26794.1,-,PTHR11139.orig.30.pi,-,0.032,11.9,9.6,0.053,11.2,9.6
KDO31802.1,-,PTHR11139.orig.30.pi,-,0.034,11.8,2.7,0.0034,15.1,2.8
KDO24179.1,-,PTHR11139.orig.30.pi,-,0.047,11.3,1.5,0.024,12.3,1.2
KDO31340.1,-,PTHR11139.orig.30.pi,-,0.09,10.4,0.4,0.27,8.8,0.4
KDO33310.1,-,PTHR11139.orig.30.pi,-,0.13,9.9,1.4,0.8,7.2,1.8
KDO19721.1,-,PTHR11139.orig.30.pi,-,0.66,7.5,2.5,0.71,7.4,2.5
CBK24359.2,-,PTHR11139.orig.30.pi,-,0.0,1026.4,7.3,0.0,1026.1,7.3
CBK21649.2,-,PTHR11139.orig.30.pi,-,7e-104,344.7,0.5,2e-104,344.5,0.5
CBK22652.2,-,PTHR11139.orig.30.pi,-,1.9e-93,312.8,0.8,2.3e-93,312.5,0.8
CBK23046.2,-,PTHR11139.orig.30.pi,-,9.4e-21,71.6,5.2,2.4e-19,67.0,5.2
CBK20912.2,-,PTHR11139.orig.30.pi,-,1.7e-16,57.5,0.5,4e-16,56.3,0.5
CBK23971.2,-,PTHR11139.orig.30.pi,-,6.4e-12,42.3,0.2,1.1e-11,41.6,0.2
CBK24197.2,-,PTHR11139.orig.30.pi,-,1.3e-06,24.7,0.2,1.8e-06,24.3,0.2
CBK21648.2,-,PTHR11139.orig.30.pi,-,1e-05,21.7,1.5,1.2e-05,21.6,1.5
CBK20299.2,-,PTHR11139.orig.30.pi,-,0.0006,15.9,3.1,0.00091,15.3,3.1
CBK24258.2,-,PTHR11139.orig.30.pi,-,0.00092,15.3,8.2,7.3e-05,18.9,0.0
CBK21832.2,-,PTHR11139.orig.30.pi,-,0.0019,14.2,0.1,0.0035,13.3,0.1
CBK22317.2,-,PTHR11139.orig.30.pi,-,0.0019,14.2,0.1,0.0042,13.1,0.1
CBK20171.2,-,PTHR11139.orig.30.pi,-,0.0085,12.1,4.5,0.0097,11.9,4.5
CBK25020.2,-,PTHR11139.orig.30.pi,-,0.017,11.1,0.5,0.019,10.9,0.5
EGB11613.1,-,PTHR11139.orig.30.pi,-,0.0,1217.5,2.5,0.0,1217.1,2.5
EGB05229.1,-,PTHR11139.orig.30.pi,-,6e-180,596.7,7.0,1e-179,596.5,7.0
EGB05761.1,-,PTHR11139.orig.30.pi,-,6e-150,501.2,5.9,4e-151,500.9,5.9
EGB10647.1,-,PTHR11139.orig.30.pi,-,9e-123,408.6,0.0,9e-122,406.0,0.0
EGB06132.1,-,PTHR11139.orig.30.pi,-,4e-121,403.0,0.0,8e-121,402.7,0.0
EGB05476.1,-,PTHR11139.orig.30.pi,-,1.8e-95,320.4,9.5,4.7e-95,319.1,1.8
EGB12459.1,-,PTHR11139.orig.30.pi,-,2.8e-60,203.7,0.0,3.6e-60,203.3,0.0
EGB11248.1,-,PTHR11139.orig.30.pi,-,1.6e-16,58.6,0.0,3e-15,54.3,0.0
EGB03742.1,-,PTHR11139.orig.30.pi,-,3.8e-16,57.3,0.2,3.8e-16,57.3,0.2
EGB01910.1,-,PTHR11139.orig.30.pi,-,8.6e-16,56.1,0.1,1.4e-12,45.4,0.1
EGB12796.1,-,PTHR11139.orig.30.pi,-,5.8e-14,50.1,0.1,1.6e-12,45.3,0.1
EGB08698.1,-,PTHR11139.orig.30.pi,-,4.8e-13,47.0,0.2,3.6e-12,44.1,0.2
EGB11140.1,-,PTHR11139.orig.30.pi,-,5.2e-11,40.2,2.8,7.3e-11,39.7,2.8
EGB02289.1,-,PTHR11139.orig.30.pi,-,2.1e-08,31.6,7.1,1.2e-07,29.1,7.1
EGB03601.1,-,PTHR11139.orig.30.pi,-,2.1e-08,31.6,7.1,1.2e-07,29.1,7.1
EGB11770.1,-,PTHR11139.orig.30.pi,-,1.5e-07,28.8,0.7,0.00056,16.9,4.9
EGB12354.1,-,PTHR11139.orig.30.pi,-,6.9e-05,19.9,1.5,0.14,9.0,5.4
EGB13179.1,-,PTHR11139.orig.30.pi,-,0.00013,19.1,7.8,0.00015,18.8,7.8
EGB09114.1,-,PTHR11139.orig.30.pi,-,0.0091,12.9,0.1,0.0087,13.0,0.1
EGB09954.1,-,PTHR11139.orig.30.pi,-,0.03,11.2,0.0,0.14,8.9,0.0
EGB12933.1,-,PTHR11139.orig.30.pi,-,0.05,10.4,0.2,0.059,10.2,0.2
EGB11876.1,-,PTHR11139.orig.30.pi,-,0.3,7.9,1.3,0.15,8.8,5.6
EKU21554.1,-,PTHR11139.orig.30.pi,-,7e-155,513.9,9.0,4e-154,513.3,9.0
EKU22644.1,-,PTHR11139.orig.30.pi,-,1.8e-99,332.0,5.1,4.3e-51,171.5,7.1
EKU21991.1,-,PTHR11139.orig.30.pi,-,6.9e-12,41.5,0.0,7.5e-12,41.3,0.0
EKU21046.1,-,PTHR11139.orig.30.pi,-,7.9e-10,34.6,0.0,9.5e-10,34.4,0.0
EKU22080.1,-,PTHR11139.orig.30.pi,-,6.8e-07,24.9,0.4,6.8e-07,24.9,0.4
EKU21114.1,-,PTHR11139.orig.30.pi,-,1.1e-06,24.2,7.7,1.4e-06,23.9,7.7
ETN09914.1,-,PTHR11139.orig.30.pi,-,0.0,2085.5,7.7,0.0,2083.9,7.7
ETN18363.1,-,PTHR11139.orig.30.pi,-,0.0,1513.2,8.4,0.0,1513.0,8.4
ETN17431.1,-,PTHR11139.orig.30.pi,-,2e-231,770.2,8.3,7e-231,769.7,8.3
ETN11107.1,-,PTHR11139.orig.30.pi,-,4e-228,760.0,6.4,3e-228,759.3,6.4
ETN09785.1,-,PTHR11139.orig.30.pi,-,9e-190,632.5,0.5,5e-189,629.8,6.6
ETN08481.1,-,PTHR11139.orig.30.pi,-,3e-155,515.9,8.5,3e-155,515.9,8.5
ETN22764.1,-,PTHR11139.orig.30.pi,-,3e-125,420.5,7.4,3e-123,413.9,7.4
ETN22765.1,-,PTHR11139.orig.30.pi,-,8e-126,420.2,6.8,3e-123,413.9,6.7
ETN22769.1,-,PTHR11139.orig.30.pi,-,1e-125,417.7,9.0,1e-125,417.7,9.0
ETN22770.1,-,PTHR11139.orig.30.pi,-,1e-125,417.7,9.0,1e-125,417.7,9.0
ETN22771.1,-,PTHR11139.orig.30.pi,-,1e-125,417.7,9.0,1e-125,417.7,9.0
ETN22780.1,-,PTHR11139.orig.30.pi,-,2e-125,417.7,6.4,8e-123,410.2,7.7
ETN22781.1,-,PTHR11139.orig.30.pi,-,2e-125,417.7,6.4,8e-123,410.2,7.7
ETN22782.1,-,PTHR11139.orig.30.pi,-,2e-125,417.7,6.4,8e-123,410.2,7.7
ETN22767.1,-,PTHR11139.orig.30.pi,-,2e-125,416.7,0.1,2e-125,416.7,0.1
ETN22768.1,-,PTHR11139.orig.30.pi,-,2e-125,416.7,0.1,2e-125,416.7,0.1
ETN22783.1,-,PTHR11139.orig.30.pi,-,6e-125,416.6,0.6,6e-125,416.6,0.6
ETN22784.1,-,PTHR11139.orig.30.pi,-,6e-125,416.6,0.6,6e-125,416.6,0.6
ETN22785.1,-,PTHR11139.orig.30.pi,-,6e-125,416.6,0.6,6e-125,416.6,0.6
ETN22775.1,-,PTHR11139.orig.30.pi,-,3e-124,415.1,0.4,2e-122,407.7,0.6
ETN22776.1,-,PTHR11139.orig.30.pi,-,3e-124,415.1,0.4,2e-122,407.7,0.6
ETN22777.1,-,PTHR11139.orig.30.pi,-,3e-124,415.1,0.4,2e-122,407.7,0.6
ETN22778.1,-,PTHR11139.orig.30.pi,-,3e-124,415.1,0.4,2e-122,407.7,0.6
ETN22779.1,-,PTHR11139.orig.30.pi,-,3e-124,415.1,0.4,2e-122,407.7,0.6
ETN22772.1,-,PTHR11139.orig.30.pi,-,3e-123,413.9,1.7,3e-123,410.1,7.7
ETN22773.1,-,PTHR11139.orig.30.pi,-,3e-123,413.9,1.7,3e-123,410.1,7.7
ETN22774.1,-,PTHR11139.orig.30.pi,-,3e-123,413.9,1.7,3e-123,410.1,7.7
ETN22766.1,-,PTHR11139.orig.30.pi,-,1e-124,413.4,1.9,1e-122,408.7,8.9
ETN13321.1,-,PTHR11139.orig.30.pi,-,5.3e-21,74.7,1.4,3.2e-20,72.1,0.0
ETN18483.1,-,PTHR11139.orig.30.pi,-,8.3e-20,70.7,0.2,9.2e-12,44.0,0.0
ETN13096.1,-,PTHR11139.orig.30.pi,-,3.3e-19,68.7,0.2,1.3e-18,66.7,0.2
ETN12465.1,-,PTHR11139.orig.30.pi,-,7e-15,54.4,1.6,4.6e-14,51.7,0.3
ETM99246.1,-,PTHR11139.orig.30.pi,-,2.3e-14,52.7,0.0,5.4e-14,51.4,0.0
ETN06386.1,-,PTHR11139.orig.30.pi,-,1e-13,50.5,0.0,1.7e-13,49.7,0.0
ETN23356.1,-,PTHR11139.orig.30.pi,-,2.1e-13,49.4,0.0,2.1e-13,49.4,0.0
ETN06385.1,-,PTHR11139.orig.30.pi,-,1.5e-12,46.7,0.0,2.4e-12,46.0,0.0
ETN18620.1,-,PTHR11139.orig.30.pi,-,3.6e-11,42.0,1.6,6.8e-11,41.1,0.2
ETN18619.1,-,PTHR11139.orig.30.pi,-,4.1e-11,41.9,1.5,7.2e-11,41.0,0.2
ETN19714.1,-,PTHR11139.orig.30.pi,-,6.4e-10,37.9,0.7,1.8e-09,36.4,0.0
ETM99318.1,-,PTHR11139.orig.30.pi,-,3.1e-09,35.7,5.7,1.5e-08,33.4,3.7
ETN22521.1,-,PTHR11139.orig.30.pi,-,5.3e-09,34.9,0.2,5.3e-09,34.9,0.2
ETN18624.1,-,PTHR11139.orig.30.pi,-,5.4e-09,34.8,0.7,1.3e-08,33.5,0.7
ETN24276.1,-,PTHR11139.orig.30.pi,-,1.1e-08,33.8,2.9,4.1e-06,25.3,0.1
ETN24277.1,-,PTHR11139.orig.30.pi,-,4.7e-08,31.7,2.5,1.6e-05,23.3,0.6
ETN05078.1,-,PTHR11139.orig.30.pi,-,9.2e-08,30.7,0.0,1.3e-07,30.2,0.0
ETM97989.1,-,PTHR11139.orig.30.pi,-,0.00015,20.1,9.2,0.00082,17.6,9.2
ETN11085.1,-,PTHR11139.orig.30.pi,-,0.00022,19.5,3.2,0.00027,19.2,3.2
ETM99053.1,-,PTHR11139.orig.30.pi,-,0.0004,18.7,4.2,0.0005,18.4,2.5
ETM97988.1,-,PTHR11139.orig.30.pi,-,0.00062,18.0,1.3,0.0046,15.2,1.2
ETN06953.1,-,PTHR11139.orig.30.pi,-,0.036,12.2,2.4,0.037,12.2,2.4
EQC27376.1,-,PTHR11139.orig.30.pi,-,0.0,1744.4,3.3,0.0,1744.1,3.3
EQC28787.1,-,PTHR11139.orig.30.pi,-,0.0,1456.6,6.2,0.0,1456.4,6.2
EQC27171.1,-,PTHR11139.orig.30.pi,-,9e-227,755.0,8.6,9e-227,754.6,8.6
EQC35870.1,-,PTHR11139.orig.30.pi,-,1e-214,712.4,1.6,3e-213,711.8,1.6
EQC27304.1,-,PTHR11139.orig.30.pi,-,1e-176,585.3,2.4,3e-176,584.9,2.4
EQC29912.1,-,PTHR11139.orig.30.pi,-,1e-135,451.2,9.4,1e-135,451.2,9.4
EQC25814.1,-,PTHR11139.orig.30.pi,-,5e-114,381.0,2.9,5e-114,381.0,2.9
EQC25813.1,-,PTHR11139.orig.30.pi,-,1e-114,380.6,3.2,1e-114,380.6,3.2
EQC35592.1,-,PTHR11139.orig.30.pi,-,9.9e-61,205.9,0.0,9.9e-61,205.9,0.0
EQC40501.1,-,PTHR11139.orig.30.pi,-,5.2e-42,143.8,0.7,5.7e-42,143.6,0.7
EQC35703.1,-,PTHR11139.orig.30.pi,-,1.8e-33,115.4,2.1,5.1e-33,113.9,2.1
EQC34632.1,-,PTHR11139.orig.30.pi,-,1.1e-25,89.6,2.1,2.7e-25,88.3,2.1
EQC31240.1,-,PTHR11139.orig.30.pi,-,2.4e-24,85.1,2.5,2.4e-24,85.1,2.5
EQC31239.1,-,PTHR11139.orig.30.pi,-,6.2e-24,83.8,2.4,6.2e-24,83.8,2.4
EQC40500.1,-,PTHR11139.orig.30.pi,-,4e-23,81.1,0.0,1e-22,79.8,0.0
EQC39165.1,-,PTHR11139.orig.30.pi,-,1e-19,69.8,0.6,4.2e-19,67.8,0.0
EQC39239.1,-,PTHR11139.orig.30.pi,-,1.7e-17,62.4,0.6,1.7e-17,62.4,0.6
EQC41993.1,-,PTHR11139.orig.30.pi,-,5e-17,60.9,0.2,8e-16,56.9,1.0
EQC38326.1,-,PTHR11139.orig.30.pi,-,2.9e-14,51.7,0.3,2.9e-14,51.7,0.3
EQC32522.1,-,PTHR11139.orig.30.pi,-,4.3e-14,51.1,1.9,5.3e-14,50.8,0.1
EQC31022.1,-,PTHR11139.orig.30.pi,-,6.2e-12,44.0,0.1,6.2e-12,44.0,0.1
EQC36686.1,-,PTHR11139.orig.30.pi,-,7.3e-10,37.1,0.3,7.3e-10,37.1,0.3
EQC35063.1,-,PTHR11139.orig.30.pi,-,4.6e-09,34.5,1.8,3.3e-08,31.6,1.7
EQC31916.1,-,PTHR11139.orig.30.pi,-,5.2e-09,34.3,1.6,5.2e-09,34.3,1.6
EQC35058.1,-,PTHR11139.orig.30.pi,-,9.8e-09,33.4,0.2,4.1e-08,31.3,0.2
EQC28982.1,-,PTHR11139.orig.30.pi,-,2e-08,32.3,0.9,3.9e-08,31.4,0.0
EQC37369.1,-,PTHR11139.orig.30.pi,-,5.6e-07,27.5,6.6,8.7e-07,26.9,6.6
EQC35059.1,-,PTHR11139.orig.30.pi,-,1.3e-06,26.3,5.5,8.2e-06,23.7,4.6
EQC25218.1,-,PTHR11139.orig.30.pi,-,2e-06,25.7,0.0,0.00053,17.7,0.1
EQC37250.1,-,PTHR11139.orig.30.pi,-,2.1e-06,25.6,0.0,2.1e-06,25.6,0.0
EQC25217.1,-,PTHR11139.orig.30.pi,-,2.6e-06,25.3,0.0,0.00062,17.4,0.0
EQC35055.1,-,PTHR11139.orig.30.pi,-,4.3e-05,21.3,0.6,4.3e-05,21.3,0.6
EQC25300.1,-,PTHR11139.orig.30.pi,-,0.00011,19.9,8.3,0.026,12.1,8.3
EQC35056.1,-,PTHR11139.orig.30.pi,-,0.00017,19.3,2.0,0.00017,19.3,2.0
EQC35064.1,-,PTHR11139.orig.30.pi,-,0.00023,18.9,0.6,0.00023,18.9,0.6
EQC24901.1,-,PTHR11139.orig.30.pi,-,0.0004,18.1,4.2,0.0004,18.1,4.2
EQC32346.1,-,PTHR11139.orig.30.pi,-,0.00046,17.9,7.5,0.00065,17.4,7.5
EQC35065.1,-,PTHR11139.orig.30.pi,-,0.00062,17.4,0.8,0.00062,17.4,0.8
EQC38880.1,-,PTHR11139.orig.30.pi,-,0.00098,16.8,3.6,0.0012,16.4,3.6
EQC25018.1,-,PTHR11139.orig.30.pi,-,0.0043,14.6,2.5,0.0049,14.5,2.5
