tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
EZG69284.1,-,PTHR13298.orig.30.pi,-,0.003,13.4,0.8,0.84,5.3,0.0
KFG65693.1,-,PTHR13298.orig.30.pi,-,4.2e-21,73.2,0.0,1.6e-07,28.2,0.0
KFG65692.1,-,PTHR13298.orig.30.pi,-,4.7e-08,30.0,0.0,7e-05,19.5,0.0
KFG63487.1,-,PTHR13298.orig.30.pi,-,0.032,10.7,0.5,3.2,4.0,0.0
KFG63705.1,-,PTHR13298.orig.30.pi,-,0.076,9.4,0.6,0.29,7.5,0.1
KFH12813.1,-,PTHR13298.orig.30.pi,-,4e-21,73.1,0.0,1.5e-07,28.2,0.0
KFH12814.1,-,PTHR13298.orig.30.pi,-,4.4e-08,30.0,0.0,6.6e-05,19.4,0.0
KFH11143.1,-,PTHR13298.orig.30.pi,-,0.011,12.1,0.7,0.025,10.9,0.0
KFH10034.1,-,PTHR13298.orig.30.pi,-,3.9e-21,73.3,0.0,1.5e-07,28.3,0.0
KFH10035.1,-,PTHR13298.orig.30.pi,-,1.3e-07,28.6,0.0,0.00025,17.6,0.0
KFH17628.1,-,PTHR13298.orig.30.pi,-,0.011,12.2,0.5,2.0,4.7,0.0
KFH17406.1,-,PTHR13298.orig.30.pi,-,0.082,9.3,0.6,0.29,7.5,0.1
KFG42238.1,-,PTHR13298.orig.30.pi,-,4.1e-21,73.2,0.0,1.5e-07,28.2,0.0
KFG42237.1,-,PTHR13298.orig.30.pi,-,6.1e-08,29.6,0.0,9.1e-05,19.0,0.0
KFG50682.1,-,PTHR13298.orig.30.pi,-,0.0082,12.6,0.5,1.7,4.9,0.0
KFG51055.1,-,PTHR13298.orig.30.pi,-,0.072,9.4,0.6,0.28,7.5,0.1
KFG52232.1,-,PTHR13298.orig.30.pi,-,7.2e-21,72.4,0.0,2.7e-07,27.5,0.0
KFG52231.1,-,PTHR13298.orig.30.pi,-,4.7e-08,30.0,0.0,7e-05,19.5,0.0
KFG55373.1,-,PTHR13298.orig.30.pi,-,0.21,7.9,3.6,0.13,8.6,0.1
KYF43504.1,-,PTHR13298.orig.30.pi,-,6e-14,49.5,0.0,2.7e-05,20.8,0.0
KYF43503.1,-,PTHR13298.orig.30.pi,-,1.9e-08,31.3,0.0,3e-05,20.7,0.0
KYF43488.1,-,PTHR13298.orig.30.pi,-,6.3e-06,22.9,0.0,6.3e-06,22.9,0.0
KYF45914.1,-,PTHR13298.orig.30.pi,-,0.0072,12.8,0.1,2.2,4.5,0.1
KYF46123.1,-,PTHR13298.orig.30.pi,-,0.074,9.4,0.6,0.29,7.5,0.1
RQX74296.1,-,PTHR13298.orig.30.pi,-,6.8e-21,72.4,0.0,2.5e-07,27.5,0.0
RQX74297.1,-,PTHR13298.orig.30.pi,-,4.4e-08,30.0,0.0,6.6e-05,19.5,0.0
RQX68239.1,-,PTHR13298.orig.30.pi,-,0.017,11.5,0.4,2.6,4.3,0.0
RQX75852.1,-,PTHR13298.orig.30.pi,-,0.07,9.4,0.6,0.28,7.5,0.1
KYK65117.1,-,PTHR13298.orig.30.pi,-,3.5e-21,73.5,0.0,1.3e-07,28.5,0.0
KYK65116.1,-,PTHR13298.orig.30.pi,-,1.5e-08,31.7,0.0,2.2e-05,21.2,0.0
KYK63786.1,-,PTHR13298.orig.30.pi,-,0.012,12.1,0.7,0.028,10.9,0.0
KYK67697.1,-,PTHR13298.orig.30.pi,-,0.065,9.7,0.4,4.3,3.6,0.2
KEP67751.1,-,PTHR13298.orig.30.pi,-,6e-21,72.4,0.0,2e-07,27.6,0.0
KEP59821.1,-,PTHR13298.orig.30.pi,-,0.03,10.4,0.4,1.5,4.8,0.0
KEP63753.1,-,PTHR13298.orig.30.pi,-,0.21,7.6,3.6,0.14,8.2,0.1
KMZ82624.1,-,PTHR13298.orig.30.pi,-,2.7,3.7,0.3,0.13,8.1,0.0
KMZ89018.1,-,PTHR13298.orig.30.pi,-,2.0,4.1,9.3,0.15,7.8,0.0
KMZ95429.1,-,PTHR13298.orig.30.pi,-,0.95,5.1,8.7,0.14,7.9,0.0
KNA01908.1,-,PTHR13298.orig.30.pi,-,0.49,6.2,6.0,0.13,8.1,0.0
KFG44941.1,-,PTHR13298.orig.30.pi,-,6.5e-21,72.4,0.0,2.4e-07,27.5,0.0
KFG44942.1,-,PTHR13298.orig.30.pi,-,4.2e-08,30.0,0.0,6.3e-05,19.5,0.0
KFG48018.1,-,PTHR13298.orig.30.pi,-,0.017,11.5,0.4,2.5,4.3,0.0
KFG48557.1,-,PTHR13298.orig.30.pi,-,0.13,8.5,0.6,0.4,6.9,0.1
AFZ81743.1,-,PTHR13298.orig.30.pi,-,0.051,9.1,0.6,0.29,6.6,0.0
AFZ80897.1,-,PTHR13298.orig.30.pi,-,4.7,2.6,4.6,11.0,1.3,0.1
CDJ66075.1,-,PTHR13298.orig.30.pi,-,0.046,9.9,0.3,0.057,9.6,0.3
CDJ67841.1,-,PTHR13298.orig.30.pi,-,0.068,9.3,7.6,0.082,9.1,7.6
CDJ65436.1,-,PTHR13298.orig.30.pi,-,0.36,6.9,2.7,0.62,6.2,2.0
CDI78433.1,-,PTHR13298.orig.30.pi,-,0.0062,12.5,0.8,0.0089,12.0,0.8
CDI84007.1,-,PTHR13298.orig.30.pi,-,0.23,7.3,5.8,0.26,7.1,5.8
CDI75546.1,-,PTHR13298.orig.30.pi,-,0.13,8.3,7.5,0.15,8.1,7.5
CDJ37036.1,-,PTHR13298.orig.30.pi,-,0.045,9.9,0.5,0.08,9.1,0.5
CDJ38283.1,-,PTHR13298.orig.30.pi,-,0.074,9.2,0.0,0.082,9.1,0.0
CDJ60426.1,-,PTHR13298.orig.30.pi,-,0.00012,18.0,0.0,0.065,8.9,0.1
CDJ57863.1,-,PTHR13298.orig.30.pi,-,0.016,10.9,3.4,0.021,10.5,3.4
CDJ57653.1,-,PTHR13298.orig.30.pi,-,0.056,9.1,0.0,0.07,8.8,0.0
CDJ61743.1,-,PTHR13298.orig.30.pi,-,0.071,8.8,0.2,0.99,5.0,0.0
CDJ46843.1,-,PTHR13298.orig.30.pi,-,0.018,11.3,1.3,0.021,11.0,1.3
CDJ28536.1,-,PTHR13298.orig.30.pi,-,0.0057,13.1,0.1,0.0057,13.1,0.1
CDJ33120.1,-,PTHR13298.orig.30.pi,-,0.067,9.6,2.0,0.089,9.2,2.0
SIO73185.1,-,PTHR13298.orig.30.pi,-,0.0027,12.7,0.1,0.0082,11.1,0.0
SIO73507.1,-,PTHR13298.orig.30.pi,-,0.78,4.6,6.3,3.2,2.5,0.4
BAM41652.1,-,PTHR13298.orig.30.pi,-,0.023,9.8,0.9,0.64,5.0,0.0
CDW85288.1,-,PTHR13298.orig.30.pi,-,3e-169,560.0,4.3,8e-144,478.5,1.4
OEH73925.1,-,PTHR13298.orig.30.pi,-,0.086,8.8,0.9,0.15,7.9,0.9
KJP88801.1,-,PTHR13298.orig.30.pi,-,0.0039,12.9,2.5,0.0055,12.4,2.5
CEM01627.1,-,PTHR13298.orig.30.pi,-,4e-129,428.7,0.0,1.4e-68,231.7,0.0
CEM25924.1,-,PTHR13298.orig.30.pi,-,0.00017,19.4,1.0,0.00017,19.4,1.0
CEL96660.1,-,PTHR13298.orig.30.pi,-,0.00079,17.2,0.0,0.0093,13.6,0.0
CEM35003.1,-,PTHR13298.orig.30.pi,-,0.0016,16.2,0.5,0.38,8.3,0.2
CEM22149.1,-,PTHR13298.orig.30.pi,-,0.002,15.8,0.0,0.0029,15.3,0.0
CEM38603.1,-,PTHR13298.orig.30.pi,-,0.0036,15.0,0.2,0.0067,14.1,0.2
CEM25116.1,-,PTHR13298.orig.30.pi,-,0.02,12.5,0.3,0.029,12.0,0.3
CEL98303.1,-,PTHR13298.orig.30.pi,-,0.3,8.6,0.1,0.5,7.9,0.1
CEM04627.1,-,PTHR13298.orig.30.pi,-,3.5,5.1,6.0,3.9,4.9,0.0
KRX02551.1,-,PTHR13298.orig.30.pi,-,9e-204,676.9,2.7,8e-203,674.3,2.7
PPS96324.1,-,PTHR13298.orig.30.pi,-,0.012,10.7,0.2,0.017,10.2,0.2
PPS97690.1,-,PTHR13298.orig.30.pi,-,0.025,9.7,3.3,1.4,3.9,0.0
OLQ17034.1,-,PTHR13298.orig.30.pi,-,0.011,10.7,0.2,0.016,10.2,0.2
OLQ19011.1,-,PTHR13298.orig.30.pi,-,0.023,9.7,3.3,1.3,3.9,0.0
PPA63207.1,-,PTHR13298.orig.30.pi,-,0.011,10.7,0.2,0.016,10.2,0.2
PPA62664.1,-,PTHR13298.orig.30.pi,-,0.023,9.7,3.3,1.3,3.9,0.0
OII73365.1,-,PTHR13298.orig.30.pi,-,0.32,6.0,8.0,1.5,3.7,1.4
OII77153.1,-,PTHR13298.orig.30.pi,-,0.0061,11.7,0.0,0.018,10.2,0.0
OLP91429.1,-,PTHR13298.orig.30.pi,-,0.00014,20.6,4.1,0.23,9.9,0.0
OLQ04757.1,-,PTHR13298.orig.30.pi,-,0.00087,17.9,1.1,0.2,10.1,0.3
OLP96248.1,-,PTHR13298.orig.30.pi,-,0.0034,16.0,0.0,0.53,8.7,0.0
OLP79991.1,-,PTHR13298.orig.30.pi,-,0.0067,15.0,0.9,2.2,6.7,0.0
OLP90089.1,-,PTHR13298.orig.30.pi,-,0.016,13.7,0.3,0.021,13.3,0.3
OLQ14249.1,-,PTHR13298.orig.30.pi,-,0.056,12.0,0.0,0.071,11.6,0.0
OLQ13470.1,-,PTHR13298.orig.30.pi,-,0.081,11.4,4.0,3.0,6.2,0.0
OLQ09125.1,-,PTHR13298.orig.30.pi,-,0.18,10.3,0.1,12.0,4.2,0.1
OLQ08785.1,-,PTHR13298.orig.30.pi,-,0.25,9.8,0.3,0.39,9.2,0.1
OLQ13534.1,-,PTHR13298.orig.30.pi,-,1.9,6.9,4.8,3.9,5.8,0.6
OMJ75816.1,-,PTHR13298.orig.30.pi,-,1e-175,582.6,5.6,2e-174,578.0,5.6
OMJ89367.1,-,PTHR13298.orig.30.pi,-,2e-175,581.3,9.9,8e-174,577.1,9.9
OMJ95738.1,-,PTHR13298.orig.30.pi,-,9e-174,577.0,0.9,2e-171,572.7,0.9
OMJ80760.1,-,PTHR13298.orig.30.pi,-,3e-165,552.3,5.3,6e-117,392.3,1.8
OMJ82451.1,-,PTHR13298.orig.30.pi,-,5e-160,531.5,4.1,1e-158,525.3,4.1
OMJ83499.1,-,PTHR13298.orig.30.pi,-,6.7e-05,21.2,6.4,0.95,7.4,0.3
OMJ81352.1,-,PTHR13298.orig.30.pi,-,7.7e-05,21.0,0.1,7.7e-05,21.0,0.1
OMJ81474.1,-,PTHR13298.orig.30.pi,-,0.004,15.3,1.0,0.15,10.1,0.1
OMJ83972.1,-,PTHR13298.orig.30.pi,-,0.0079,14.3,2.3,0.074,11.1,0.9
OMJ85395.1,-,PTHR13298.orig.30.pi,-,0.0079,14.3,2.3,0.074,11.1,0.9
OMJ88482.1,-,PTHR13298.orig.30.pi,-,0.02,13.0,5.8,0.072,11.1,0.9
OMJ72829.1,-,PTHR13298.orig.30.pi,-,0.27,9.3,0.5,0.41,8.6,0.5
OMJ82495.1,-,PTHR13298.orig.30.pi,-,0.28,9.2,2.7,7.8,4.4,0.0
OMJ70876.1,-,PTHR13298.orig.30.pi,-,0.31,9.0,2.6,1.7,6.6,0.1
OMJ73018.1,-,PTHR13298.orig.30.pi,-,0.31,9.0,2.6,1.7,6.6,0.1
OMJ95994.1,-,PTHR13298.orig.30.pi,-,0.31,9.0,2.6,1.7,6.6,0.1
OMJ84856.1,-,PTHR13298.orig.30.pi,-,0.33,9.0,0.2,0.6,8.1,0.1
OMJ90275.1,-,PTHR13298.orig.30.pi,-,1.1,7.2,7.1,0.59,8.1,0.2
ORM42095.1,-,PTHR13298.orig.30.pi,-,0.25,6.0,5.1,0.39,5.4,5.1
ORM42132.1,-,PTHR13298.orig.30.pi,-,0.25,6.0,5.1,0.39,5.4,5.1
CUV05677.1,-,PTHR13298.orig.30.pi,-,0.012,10.7,0.2,0.017,10.2,0.2
CUV06872.1,-,PTHR13298.orig.30.pi,-,0.024,9.7,3.3,1.3,3.9,0.0
PFH34967.1,-,PTHR13298.orig.30.pi,-,6e-35,118.8,0.0,3.8e-12,43.3,0.0
PHJ23617.1,-,PTHR13298.orig.30.pi,-,1.6e-37,127.8,0.0,5.9e-10,36.5,0.0
PHJ20864.1,-,PTHR13298.orig.30.pi,-,0.021,11.5,0.1,0.046,10.3,0.1
GBE58524.1,-,PTHR13298.orig.30.pi,-,0.023,10.2,0.0,0.023,10.2,0.0
GBE58706.1,-,PTHR13298.orig.30.pi,-,0.041,9.3,2.4,0.044,9.2,2.4
UKK03023.2,-,PTHR13298.orig.30.pi,-,0.017,10.2,1.1,0.68,4.9,0.0
UKJ90037.1,-,PTHR13298.orig.30.pi,-,0.011,10.8,0.6,0.56,5.2,0.0
TEB15738.1,-,PTHR13298.orig.30.pi,-,0.0052,9.4,0.4,0.0061,9.2,0.4
TNV86652.1,-,PTHR13298.orig.30.pi,-,8e-190,629.4,9.6,6e-189,628.5,9.6
TRY51335.1,-,PTHR13298.orig.30.pi,-,0.0011,14.1,0.9,0.82,4.7,0.0
TRY52222.1,-,PTHR13298.orig.30.pi,-,0.01,11.0,0.2,0.014,10.5,0.2
KAH8741020.1,-,PTHR13298.orig.30.pi,-,0.0074,11.3,4.5,0.0089,11.1,4.5
KAF4640847.1,-,PTHR13298.orig.30.pi,-,6.2e-33,112.1,0.0,5.5e-07,26.2,0.0
KAF4641598.1,-,PTHR13298.orig.30.pi,-,0.041,10.0,0.4,3.5,3.7,0.0
KAF4641765.1,-,PTHR13298.orig.30.pi,-,0.062,9.4,0.6,0.24,7.5,0.1
KAF4659893.1,-,PTHR13298.orig.30.pi,-,3.8e-93,311.9,1.0,2.1e-45,153.8,0.0
KAF4654128.1,-,PTHR13298.orig.30.pi,-,0.00034,17.3,0.0,0.034,10.7,0.0
KAF4649859.1,-,PTHR13298.orig.30.pi,-,0.0099,12.4,0.0,0.011,12.3,0.0
KAF4669410.1,-,PTHR13298.orig.30.pi,-,0.081,9.4,0.0,0.94,5.9,0.0
KAF4664542.1,-,PTHR13298.orig.30.pi,-,3.5e-93,311.9,1.0,1.9e-45,153.8,0.0
KAF4652621.1,-,PTHR13298.orig.30.pi,-,0.0003,17.3,0.0,0.03,10.7,0.0
KAF4650379.1,-,PTHR13298.orig.30.pi,-,0.01,12.3,0.0,0.012,12.0,0.0
KAF4648807.1,-,PTHR13298.orig.30.pi,-,0.042,10.2,0.0,0.056,9.8,0.0
KAF4674901.1,-,PTHR13298.orig.30.pi,-,0.072,9.4,0.0,0.84,5.9,0.0
KAF4686897.1,-,PTHR13298.orig.30.pi,-,1.7e-92,310.3,0.0,4.2e-44,150.0,0.0
KAF4686817.1,-,PTHR13298.orig.30.pi,-,2.3e-92,309.9,0.3,2.8e-44,150.6,0.0
KAF4686452.1,-,PTHR13298.orig.30.pi,-,0.00085,16.5,0.0,0.086,9.9,0.0
KAF4686585.1,-,PTHR13298.orig.30.pi,-,0.25,8.3,1.0,0.34,7.9,1.0
KAF4671639.1,-,PTHR13298.orig.30.pi,-,8.8e-91,304.1,0.0,3.2e-42,143.3,0.0
KAF4677678.1,-,PTHR13298.orig.30.pi,-,0.0012,15.6,0.0,0.069,9.7,0.0
KAF4677032.1,-,PTHR13298.orig.30.pi,-,0.019,11.5,0.1,0.03,10.9,0.1
KAF4655989.1,-,PTHR13298.orig.30.pi,-,0.12,8.9,0.0,1.4,5.3,0.0
KAF4731536.1,-,PTHR13298.orig.30.pi,-,2.8e-36,125.2,0.0,4.5e-36,124.5,0.0
KAF4720169.1,-,PTHR13298.orig.30.pi,-,3.2e-34,118.4,0.0,5.4e-34,117.6,0.0
KAF4707951.1,-,PTHR13298.orig.30.pi,-,8.9e-34,116.9,0.1,2.2e-32,112.3,0.0
KAF4724709.1,-,PTHR13298.orig.30.pi,-,1.2e-32,113.1,0.0,1.7e-32,112.6,0.0
KAF4725335.1,-,PTHR13298.orig.30.pi,-,6.4e-27,94.2,0.3,7.4e-27,94.0,0.3
KAF4728058.1,-,PTHR13298.orig.30.pi,-,2e-16,59.5,1.5,1.4e-12,46.7,1.1
KAF4730253.1,-,PTHR13298.orig.30.pi,-,3.3e-14,52.1,0.0,3.3e-14,52.1,0.0
KAF4715487.1,-,PTHR13298.orig.30.pi,-,2.9e-10,39.1,0.0,6e-10,38.0,0.0
KAF4755653.1,-,PTHR13298.orig.30.pi,-,1.3e-07,30.3,0.0,1.3e-07,30.2,0.0
KAF4702544.1,-,PTHR13298.orig.30.pi,-,3e-07,29.1,0.0,3.2e-07,29.0,0.0
KAF4734469.1,-,PTHR13298.orig.30.pi,-,3.1e-07,29.0,0.0,3.3e-07,28.9,0.0
KAF4759451.1,-,PTHR13298.orig.30.pi,-,0.0039,15.5,0.0,0.19,9.8,0.0
KAF4699113.1,-,PTHR13298.orig.30.pi,-,0.005,15.1,0.1,0.005,15.1,0.1
KAF4699114.1,-,PTHR13298.orig.30.pi,-,0.011,13.9,0.0,0.011,13.9,0.0
KAF4695640.1,-,PTHR13298.orig.30.pi,-,0.18,9.9,0.0,3.3,5.7,0.0
KAF4709879.1,-,PTHR13298.orig.30.pi,-,0.38,8.9,0.0,1.1,7.3,0.0
KAF4699793.1,-,PTHR13298.orig.30.pi,-,7.9e-92,309.1,0.5,4.8e-44,150.9,0.0
KAF4732603.1,-,PTHR13298.orig.30.pi,-,1.5e-29,102.8,0.2,1.8e-29,102.6,0.2
KAF4682246.1,-,PTHR13298.orig.30.pi,-,6e-29,100.9,2.3,2.1e-12,46.1,0.7
KAF4719669.1,-,PTHR13298.orig.30.pi,-,1.2e-23,83.3,4.3,1.3e-12,46.8,0.7
KAF4728507.1,-,PTHR13298.orig.30.pi,-,4.7e-20,71.4,0.0,5.4e-20,71.2,0.0
KAF4702245.1,-,PTHR13298.orig.30.pi,-,1.8e-18,66.2,0.0,2.5e-18,65.7,0.0
KAF4707076.1,-,PTHR13298.orig.30.pi,-,2.6e-07,29.2,0.0,2.6e-07,29.2,0.0
KAF4742736.1,-,PTHR13298.orig.30.pi,-,0.041,12.0,0.0,0.048,11.8,0.0
KAF4715552.1,-,PTHR13298.orig.30.pi,-,0.27,9.3,1.7,0.71,7.9,0.1
QOY42169.1,-,PTHR13298.orig.30.pi,-,0.0076,11.4,0.2,0.011,10.8,0.2
KAF8818762.1,-,PTHR13298.orig.30.pi,-,2.6e-52,175.4,0.0,7.3e-29,97.8,0.0
KAF8819270.1,-,PTHR13298.orig.30.pi,-,2e-08,30.1,0.0,2.2e-08,29.9,0.0
KAH0477745.1,-,PTHR13298.orig.30.pi,-,0.0029,13.9,0.3,0.1,8.8,0.0
KAH0477754.1,-,PTHR13298.orig.30.pi,-,0.012,11.9,0.0,0.014,11.7,0.0
KAH0477755.1,-,PTHR13298.orig.30.pi,-,0.012,11.8,0.0,0.014,11.7,0.0
KAH0480588.1,-,PTHR13298.orig.30.pi,-,0.027,10.7,0.1,0.035,10.3,0.1
KAK2197729.1,-,PTHR13298.orig.30.pi,-,0.0024,13.1,0.0,0.0025,13.1,0.0
WKS77471.1,-,PTHR13298.orig.30.pi,-,0.0076,11.4,0.2,0.011,10.8,0.2
WRK31856.1,-,PTHR13298.orig.30.pi,-,0.0077,11.4,0.2,0.011,10.8,0.2
SBS93491.1,-,PTHR13298.orig.30.pi,-,0.61,6.2,8.6,1.7,4.7,4.3
SCO70786.1,-,PTHR13298.orig.30.pi,-,0.81,5.3,8.6,0.1,8.3,0.1
CAD7967117.1,-,PTHR13298.orig.30.pi,-,0.0015,16.4,0.0,0.02,12.7,0.0
CAD7973073.1,-,PTHR13298.orig.30.pi,-,0.0048,14.8,0.8,0.0069,14.3,0.8
CAD7973183.1,-,PTHR13298.orig.30.pi,-,0.011,13.7,0.4,0.016,13.1,0.4
CAD7950296.1,-,PTHR13298.orig.30.pi,-,5.2,4.8,8.8,15.0,3.3,0.1
CAD8049178.1,-,PTHR13298.orig.30.pi,-,0.0014,17.1,1.3,0.0014,17.1,1.3
CAD8046610.1,-,PTHR13298.orig.30.pi,-,0.31,9.3,8.7,0.35,9.2,8.7
CAD8111249.1,-,PTHR13298.orig.30.pi,-,4.1,5.6,7.4,3.9,5.7,2.5
CAD8112242.1,-,PTHR13298.orig.30.pi,-,4.1,5.6,7.4,3.9,5.7,2.5
CAD8052617.1,-,PTHR13298.orig.30.pi,-,6.5,5.0,4.9,0.038,12.3,0.3
CAD8054926.1,-,PTHR13298.orig.30.pi,-,7e-266,883.5,1.7,7e-266,883.2,1.7
CAD8064711.1,-,PTHR13298.orig.30.pi,-,0.01,14.6,1.6,0.013,14.3,1.6
CAD8111738.1,-,PTHR13298.orig.30.pi,-,0.13,11.0,2.4,0.18,10.5,2.4
CAD8121587.1,-,PTHR13298.orig.30.pi,-,0.34,9.6,0.8,1.3,7.6,0.2
CAD8076840.1,-,PTHR13298.orig.30.pi,-,0.55,8.9,6.3,0.46,9.1,0.1
CAD8069774.1,-,PTHR13298.orig.30.pi,-,1.1,7.9,9.8,1.3,7.6,9.8
CAD8054568.1,-,PTHR13298.orig.30.pi,-,1.3,7.7,4.7,2.9,6.5,0.1
CAD8096364.1,-,PTHR13298.orig.30.pi,-,2.0,7.0,3.6,5.6,5.5,1.0
CAD8125851.1,-,PTHR13298.orig.30.pi,-,5.3,5.6,7.4,5.0,5.7,2.5
CAD8126356.1,-,PTHR13298.orig.30.pi,-,5.3,5.6,7.4,5.0,5.7,2.5
CAD8135743.1,-,PTHR13298.orig.30.pi,-,3e-267,887.6,9.2,8e-267,887.3,9.2
CAD8146294.1,-,PTHR13298.orig.30.pi,-,0.0018,16.9,0.4,0.0023,16.5,0.4
CAD8143012.1,-,PTHR13298.orig.30.pi,-,0.0063,15.1,5.2,0.047,12.2,0.3
CAD8161983.1,-,PTHR13298.orig.30.pi,-,3.8,5.9,7.2,2.8,6.3,2.0
CAD8213460.1,-,PTHR13298.orig.30.pi,-,5.6,5.3,7.6,3.6,5.9,1.7
CAD8139168.1,-,PTHR13298.orig.30.pi,-,7e-268,889.8,0.0,7e-268,889.6,0.0
CAD8145397.1,-,PTHR13298.orig.30.pi,-,0.018,13.5,0.2,0.023,13.2,0.2
CAD8138830.1,-,PTHR13298.orig.30.pi,-,0.21,10.0,3.2,1.5,7.2,0.2
CAD8132342.1,-,PTHR13298.orig.30.pi,-,0.22,10.0,5.5,0.42,9.0,0.2
CAD8208735.1,-,PTHR13298.orig.30.pi,-,4.4,5.6,7.4,4.2,5.7,2.5
CAD8209191.1,-,PTHR13298.orig.30.pi,-,4.4,5.6,7.4,4.2,5.7,2.5
CAE7562872.1,-,PTHR13298.orig.30.pi,-,0.00016,20.1,2.4,0.011,14.1,0.7
CAE7419946.1,-,PTHR13298.orig.30.pi,-,0.00062,18.1,0.0,0.44,8.7,0.0
CAE7203569.1,-,PTHR13298.orig.30.pi,-,0.014,13.7,0.0,4.8,5.3,0.0
CAE7234390.1,-,PTHR13298.orig.30.pi,-,0.017,13.4,0.4,0.017,13.4,0.4
CAE7255295.1,-,PTHR13298.orig.30.pi,-,0.037,12.2,0.4,0.053,11.7,0.4
CAE7232108.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.0,1.4,7.0,0.1
CAE7366273.1,-,PTHR13298.orig.30.pi,-,0.13,10.4,0.3,0.27,9.4,0.1
CAE7039916.1,-,PTHR13298.orig.30.pi,-,0.19,9.9,0.0,0.7,8.0,0.0
CAE7429666.1,-,PTHR13298.orig.30.pi,-,0.23,9.6,0.2,0.28,9.4,0.2
CAE7288445.1,-,PTHR13298.orig.30.pi,-,0.28,9.3,0.2,3.7,5.7,0.0
CAE7511541.1,-,PTHR13298.orig.30.pi,-,0.32,9.2,0.1,0.43,8.7,0.1
