"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Has_D1","Ciliate_Check","Organism_Taxonomic_ID","Organism.Name","C.score","Frag.score"
"86","GCA_029834535.1","KAJ8614470.1"," -"," PTHR19842.orig.30.pi"," -",5e-106,353.5,3.8,6e-107,353.3,3.8,FALSE,FALSE,2483200,"Chrysophaeum taylorii",86,2
"87","GCA_001712635.2","RLN88380.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-114,382.9,0.8,6e-115,382.7,0.8,FALSE,FALSE,2483409,"Nothophytophthora sp. Chile5",89,4
"88","GCA_018873745.1","KAG6948227.1"," -"," PTHR19842.orig.30.pi"," -",3.7e-115,384.2,0.3,2e-116,384,0.3,FALSE,FALSE,2496075,"Phytophthora aleatoria",99,0
"89","GCA_030267625.1","GMH77567.1"," -"," PTHR19842.orig.30.pi"," -",2.8e-93,311.9,0.2,3.4e-93,311.7,0.2,FALSE,FALSE,2557542,"Triparma retinervis",68,14
"90","GCA_027923505.1","GKY94680.1"," -"," PTHR19842.orig.30.pi"," -",3.6e-96,321.1,4,4.1e-96,321,4,FALSE,FALSE,2872254,"Mayamaea pseudoterrestris",95,1
"91","GCA_921007115.2","CAK7932031.1"," -"," PTHR19842.orig.30.pi"," -",1.6e-115,386.3,1,8e-116,386.1,1,FALSE,FALSE,2874970,"Peronospora matthiolae",98,1
"92","GCA_030267505.1","GMI31028.1"," -"," PTHR19842.orig.30.pi"," -",7.5e-76,254.9,6.6,8.3e-76,254.7,6.6,FALSE,FALSE,2962635,"Tetraparma gracilis",66,12
"93","GCA_030267985.1","GMI61163.1"," -"," PTHR19842.orig.30.pi"," -",3.9e-110,367.1,2.2,4e-111,367,2.2,FALSE,FALSE,2962637,"Parmales sp. scaly parma",91,1
"94","GCA_039096225.1","KAK8791997.1"," -"," PTHR19842.orig.30.pi"," -",1.9e-91,305.2,2.2,2.4e-91,304.9,2.2,FALSE,FALSE,3128533,"Blastocystis sp. Blastoise",98,1
"95","GCA_039096195.1","KAK8789664.1"," -"," PTHR19842.orig.30.pi"," -",7.4e-69,230.8,0.3,9e-69,230.5,0.3,FALSE,FALSE,3128534,"Blastocystis sp. BT1",93,2
"96","GCA_039096925.1","KAK8812588.1"," -"," PTHR19842.orig.30.pi"," -",2.9e-76,254.9,0.3,3.2e-76,254.8,0.3,FALSE,FALSE,3128535,"Blastocystis sp. DL",85,8
"97","GCA_039096365.1","KAK8822429.1"," -"," PTHR19842.orig.30.pi"," -",8.4e-75,250.4,2.9,9.3e-75,250.3,2.9,FALSE,FALSE,3128536,"Blastocystis sp. JDR",93,2
"98","GCA_039096215.1","KAK8792421.1"," -"," PTHR19842.orig.30.pi"," -",3.1e-76,254.9,0.3,3.4e-76,254.8,0.3,FALSE,FALSE,3128537,"Blastocystis sp. NMH",95,2
