"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Has_D1","Ciliate_Check","Organism_Taxonomic_ID","Organism.Name","C.score","Frag.score"
"25","GCA_009732925.1","KAE9016646.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"26","GCA_009732985.1","KAE9219334.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"27","GCA_009733005.1","KAE9120537.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"28","GCA_009733025.1","KAE9147901.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"29","GCA_009733045.1","KAE9241314.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"30","GCA_009733065.1","KAE9119823.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"31","GCA_009733085.1","KAE9241293.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"32","GCA_009733105.1","KAE9315971.1"," -"," PTHR11139.orig.30.pi"," -",0,2111.1,16.1,0,2109.6,16.1,FALSE,FALSE,53985,"Phytophthora fragariae",100,0
"33","GCA_016865095.1","KAG3077997.1"," -"," PTHR11139.orig.30.pi"," -",0,2078,9.2,0,2076.2,9.2,FALSE,FALSE,53986,"Phytophthora idaei",99,1
"34","GCA_016880985.1","KAG3234968.1"," -"," PTHR11139.orig.30.pi"," -",0,2078,9.2,0,2076.2,9.2,FALSE,FALSE,53986,"Phytophthora idaei",100,0
"35","GCA_040437565.1","KAL0589762.1"," -"," PTHR11139.orig.30.pi"," -",0,1672.3,52.8,0,1672,52.8,FALSE,FALSE,65357,"Albugo candida",89,1
"36","GCA_000149755.2","EGZ23092.1"," -"," PTHR11139.orig.30.pi"," -",0,2128.7,13.5,0,2127.1,13.5,FALSE,FALSE,67593,"Phytophthora sojae",99,1
"37","GCA_000569095.1","EWM24051.1"," -"," PTHR11139.orig.30.pi"," -",0,1405.7,0,0,1405,0,TRUE,FALSE,72520,"Nannochloropsis gaditana",86,9
"38","GCA_002081575.1","OQS04773.1"," -"," PTHR11139.orig.30.pi"," -",3.8e-230,767.4,8.4,3e-231,767.3,8.4,FALSE,FALSE,74557,"Thraustotheca clavata",100,0
"39","GCA_006386115.1","KAF1318450.1"," -"," PTHR11139.orig.30.pi"," -",0,1894.3,0.1,0,1893.4,0.1,FALSE,FALSE,82926,"Globisporangium splendens",92,0
"40","GCA_006386115.1","KAF1318450.1"," -"," PTHR11139.orig.30.pi"," -",0,1894.3,0.1,0,1893.4,0.1,FALSE,FALSE,82926,"Globisporangium splendens",92,0
"41","GCA_947650345.1","CAI5726134.1"," -"," PTHR11139.orig.30.pi"," -",0,1760.1,21.8,0,1758.6,21.8,FALSE,FALSE,86335,"Peronospora destructor",96,3
"42","GCA_009835175.1","KAF0727106.1"," -"," PTHR11139.orig.30.pi"," -",0,1749.2,62.5,0,1748.9,62.5,FALSE,FALSE,100861,"Aphanomyces euteiches",100,0
"43","GCA_019155685.1","KAG7397333.1"," -"," PTHR11139.orig.30.pi"," -",0,2059.3,15.9,0,2057.8,15.9,FALSE,FALSE,109152,"Phytophthora boehmeriae",92,0
"44","GCA_000520075.1","ETV69050.1"," -"," PTHR11139.orig.30.pi"," -",0,1689,62.3,0,1688.7,62.3,FALSE,FALSE,112090,"Aphanomyces astaci",100,0
"45","GCA_000520075.1","ETV69049.1"," -"," PTHR11139.orig.30.pi"," -",0,1689,62.3,0,1688.7,62.3,FALSE,FALSE,112090,"Aphanomyces astaci",100,0
"46","GCA_019828595.1","KAG9398293.1"," -"," PTHR11139.orig.30.pi"," -",0,1175.1,29,0,1174.8,29,FALSE,FALSE,112091,"Aphanomyces cochlioides",80,2
"47","GCA_001029375.2","GLD98608.1"," -"," PTHR11139.orig.30.pi"," -",0,1489.9,25.9,0,1489.6,26,FALSE,FALSE,114742,"Pythium insidiosum",94,4
"48","GCA_009835185.1","KAF0691141.1"," -"," PTHR11139.orig.30.pi"," -",0,1765.2,64.3,0,1764.9,64.3,FALSE,FALSE,120398,"Aphanomyces stellatus",97,1
"49","GCA_900708865.1","VFT94316.1"," -"," PTHR11139.orig.30.pi"," -",0,1765.2,64.3,0,1764.9,64.3,FALSE,FALSE,120398,"Aphanomyces stellatus",96,1
"50","GCA_009732905.1","KAE9041787.1"," -"," PTHR11139.orig.30.pi"," -",0,2115.8,16.9,0,2114,16.9,FALSE,FALSE,129364,"Phytophthora rubi",100,0
"51","GCA_920940705.1","CAH0484936.1"," -"," PTHR11139.orig.30.pi"," -",0,2060.4,9.3,0,2059.4,9.3,FALSE,FALSE,134698,"Peronospora farinosa",98,0
"52","GCA_947646735.1","CAI5708782.1"," -"," PTHR11139.orig.30.pi"," -",0,2060.4,9.3,0,2059.4,9.3,FALSE,FALSE,134698,"Peronospora farinosa",98,0
"53","GCA_000520115.1","ETV93393.1"," -"," PTHR11139.orig.30.pi"," -",0,1704.3,61.6,0,1704,61.6,FALSE,FALSE,157072,"Aphanomyces invadans",99,1
"54","GCA_000296195.2","EJK68029.1"," -"," PTHR11139.orig.30.pi"," -",0,1044.5,10.2,0,1042.2,10.2,TRUE,FALSE,159749,"Thalassiosira oceanica",89,7
"55","GCA_947650285.1","CAI5743278.1"," -"," PTHR11139.orig.30.pi"," -",0,2041.8,16.2,0,2040.7,16.2,FALSE,FALSE,162125,"Hyaloperonospora brassicae",99,0
"56","GCA_020800215.1","KAH7485675.1"," -"," PTHR11139.orig.30.pi"," -",0,2192.2,12.9,0,2191,12.9,FALSE,FALSE,164328,"Phytophthora ramorum",99,1
"57","GCA_900660405.1","VEU43211.1"," -"," PTHR11139.orig.30.pi"," -",2.5e-155,519.1,57.4,1e-156,517.4,57.4,TRUE,FALSE,183589,"Pseudo-nitzschia multistriata",86,1
"58","GCA_022925895.1","KAI2511762.1"," -"," PTHR11139.orig.30.pi"," -",0,1265.2,26.3,0,1264.9,26.3,TRUE,FALSE,210448,"Fragilaria crotonensis",75,6
"59","GCA_026184515.1","KAI9910180.1"," -"," PTHR11139.orig.30.pi"," -",0,1956.7,19.3,0,1956.1,19.3,FALSE,FALSE,230839,"Peronosclerospora sorghi",81,4
"60","GCA_030871285.1","KAK1741406.1"," -"," PTHR11139.orig.30.pi"," -",0,1232.8,19,0,1232.1,19,TRUE,FALSE,267567,"Skeletonema marinoi",87,7
"61","GCA_000149405.2","EED89568.1"," -"," PTHR11139.orig.30.pi"," -",0,1287,32.9,0,1286.7,32.9,TRUE,FALSE,296543,"Thalassiosira pseudonana CCMP1335",97,3
"62","GCA_017506865.1","KAG5181925.1"," -"," PTHR11139.orig.30.pi"," -",4.5e-145,485.7,0,4e-146,485.4,0,FALSE,FALSE,303371,"Tribonema minus",93,2
"63","GCA_019154785.2","KAG7357161.1"," -"," PTHR11139.orig.30.pi"," -",0,1280.8,32.5,0,1280.5,32.5,TRUE,FALSE,303405,"Nitzschia inconspicua",100,0
"64","GCA_001712705.2","RLN57430.1"," -"," PTHR11139.orig.30.pi"," -",0,2062.9,25.9,0,2061.1,25.9,FALSE,FALSE,325452,"Phytophthora kernoviae",96,2
"65","GCA_000142945.1","EEY63188.1"," -"," PTHR11139.orig.30.pi"," -",0,2086.7,17.4,0,2085.1,17.4,FALSE,FALSE,403677,"Phytophthora infestans T30-4",100,0
"66","GCA_021927905.1","GFH57440.1"," -"," PTHR11139.orig.30.pi"," -",0,1206.3,39.1,0,1206,39.1,TRUE,FALSE,426638,"Chaetoceros tenuissimus",95,0
"67","GCA_001651215.1","OAO16622.1"," -"," PTHR11139.orig.30.pi"," -",0,1070.2,31.6,0,1069.6,31.6,FALSE,FALSE,478820,"Blastocystis sp. ATCC 50177/Nand II",99,0
"68","GCA_039096935.1","KAK8813545.1"," -"," PTHR11139.orig.30.pi"," -",0,1070.2,31.6,0,1069.6,31.6,FALSE,FALSE,478820,"Blastocystis sp. ATCC 50177/Nand II",93,2
"69","GCA_026770575.1","KAJ1456935.1"," -"," PTHR11139.orig.30.pi"," -",0,1244.6,2.6,0,1242.7,2.6,FALSE,FALSE,483370,"Pelagophyceae sp. CCMP2097",94,2
"70","GCA_026770595.1","KAJ1436453.1"," -"," PTHR11139.orig.30.pi"," -",2.3e-277,924.7,24.1,2e-278,924.2,24.1,FALSE,FALSE,483371,"Ochromonadaceae sp. CCMP2298",80,11
"71","GCA_947641895.1","CAI5702044.1"," -"," PTHR11139.orig.30.pi"," -",0,2063.4,11.4,0,2062.5,11.4,FALSE,FALSE,542832,"Peronospora effusa",99,0
"72","GCA_000150955.2","EEC46831.1"," -"," PTHR11139.orig.30.pi"," -",0,1275.6,50.1,0,1275.3,50.1,FALSE,FALSE,556484,"Phaeodactylum tricornutum CCAP 1055/1",96,4
"73","GCA_903772945.1","CAB9503979.1"," -"," PTHR11139.orig.30.pi"," -",0,1227.6,34.9,0,1227.3,34.9,TRUE,FALSE,568900,"Seminavis robusta",99,0
"74","GCA_921012115.1","CAH0521502.1"," -"," PTHR11139.orig.30.pi"," -",0,2055.1,17,0,2054,17,FALSE,FALSE,622444,"Peronospora belbahrii",99,0
"75","GCA_001750085.1","OEU21127.1"," -"," PTHR11139.orig.30.pi"," -",0,1252.7,32.9,0,1252.4,32.9,FALSE,FALSE,635003,"Fragilariopsis cylindrus CCMP1102",94,5
"76","GCA_000151545.2","KDO22806.1"," -"," PTHR11139.orig.30.pi"," -",0,1738.2,54.4,0,1737.8,54.4,FALSE,FALSE,695850,"Saprolegnia parasitica CBS 223.65",98,1
"77","GCA_030267965.1","GMI34188.1"," -"," PTHR11139.orig.30.pi"," -",0,1115,8,0,1114.8,8,FALSE,FALSE,722753,"Triparma columacea",91,3
"78","GCA_902602495.3","CAB1107460.1"," -"," PTHR11139.orig.30.pi"," -",2.5e-249,832,0,2e-250,831.7,0,FALSE,FALSE,867726,"Ectocarpus sp. CCAP 1310/34",83,4
"79","GCA_000743755.1","KNB46335.1"," -"," PTHR11139.orig.30.pi"," -",0,1094.1,29.8,0,1093.8,29.8,FALSE,FALSE,944170,"Blastocystis sp. subtype 4",98,2
"80","GCA_004565275.1","TFJ81425.1"," -"," PTHR11139.orig.30.pi"," -",0,1469.8,0,0,1469.4,0,FALSE,FALSE,1027361,"Nannochloropsis salina CCMP1776",92,4
"81","GCA_004565275.1","TFJ81425.1"," -"," PTHR11139.orig.30.pi"," -",0,1469.8,0,0,1469.4,0,FALSE,FALSE,1027361,"Nannochloropsis salina CCMP1776",92,4
"82","GCA_000240725.1","EKU21554.1"," -"," PTHR11139.orig.30.pi"," -",2.7e-154,513.9,39,4e-154,513.3,39,FALSE,FALSE,1093141,"Nannochloropsis gaditana CCMP526",40,9
"83","GCA_000281045.1","EQC27376.1"," -"," PTHR11139.orig.30.pi"," -",0,1744.4,53.3,0,1744.1,53.3,FALSE,FALSE,1156394,"Saprolegnia diclina VS20",99,0
"84","GCA_002081595.1","OQR94007.1"," -"," PTHR11139.orig.30.pi"," -",0,1721.5,45.5,0,1721.1,45.5,FALSE,FALSE,1202772,"Achlya hypogyna",99,1
"85","GCA_000333075.3","KAF4323262.1"," -"," PTHR11139.orig.30.pi"," -",0,1391.7,12.6,0,1388.9,12.3,FALSE,FALSE,1284355,"Phytophthora kernoviae 00238/432",95,4
"86","GCA_000365545.1","ETP17306.1"," -"," PTHR11139.orig.30.pi"," -",0,2086.1,19.5,0,2084.3,19.5,FALSE,FALSE,1317063,"Phytophthora nicotianae CJ01A1",99,0
"87","GCA_000367145.1","ETP45357.1"," -"," PTHR11139.orig.30.pi"," -",0,2086.4,19.2,0,2084.5,19.2,FALSE,FALSE,1317064,"Phytophthora nicotianae P10297",99,0
"88","GCA_000365505.1","ETI47513.1"," -"," PTHR11139.orig.30.pi"," -",0,2082.1,19,0,2080.4,19,FALSE,FALSE,1317065,"Phytophthora nicotianae P1569",99,0
"89","GCA_000365525.1","ETO76232.1"," -"," PTHR11139.orig.30.pi"," -",0,2085.6,21,0,2083.8,21,FALSE,FALSE,1317066,"Phytophthora nicotianae P1976",99,0
"90","GCA_008271595.1","TYZ66502.1"," -"," PTHR11139.orig.30.pi"," -",0,1828.8,10.7,0,1827.2,10.7,FALSE,FALSE,1485010,"[Pythium] brassicae (nom. inval.)",100,0
"91","GCA_030267785.1","GMF39009.1"," -"," PTHR11139.orig.30.pi"," -",0,1971.1,0,0,1969.5,0,FALSE,FALSE,1490495,"Phytophthora fragariaefolia",74,14
"92","GCA_002217885.1","GAX15699.1"," -"," PTHR11139.orig.30.pi"," -",0,1236,43,0,1235.7,43,FALSE,FALSE,1519565,"Fistulifera solaris",97,1
"93","GCA_030267945.1","GMH84217.1"," -"," PTHR11139.orig.30.pi"," -",0,1334.5,7.5,0,1334.1,7.5,FALSE,FALSE,1606541,"Triparma strigata",94,0
"94","GCA_030267905.1","GMH47281.1"," -"," PTHR11139.orig.30.pi"," -",0,1330.9,8.5,0,1330.4,8.5,FALSE,FALSE,1606542,"Triparma verrucosa",95,0
"95","GCA_012489335.1","GMH90625.1"," -"," PTHR11139.orig.30.pi"," -",0,1319.5,10.7,0,1319.2,10.7,FALSE,FALSE,1714386,"Triparma laevis f. inornata",75,9
"96","GCA_030267805.1","GMH48984.1"," -"," PTHR11139.orig.30.pi"," -",0,1350.5,0.2,0,1350.2,0.2,FALSE,FALSE,1714387,"Triparma laevis f. longispina",93,0
"97","GCA_030267725.1","GMF13505.1"," -"," PTHR11139.orig.30.pi"," -",0,2105.3,13.8,0,2103.8,13.8,FALSE,FALSE,2077276,"Phytophthora lilii",78,14
"98","GCA_002897355.1","GBG34163.1"," -"," PTHR11139.orig.30.pi"," -",0,1379.7,0,0,1378.5,0,FALSE,FALSE,2315210,"Hondaea fermentalgiana",95,2
"99","GCA_029834535.1","KAJ8613415.1"," -"," PTHR11139.orig.30.pi"," -",3.3e-215,717.6,1.5,1e-216,717.3,1.5,FALSE,FALSE,2483200,"Chrysophaeum taylorii",86,2
"100","GCA_001712635.2","RLN15228.1"," -"," PTHR11139.orig.30.pi"," -",0,2047.8,19.5,0,2045.3,19.5,FALSE,FALSE,2483409,"Nothophytophthora sp. Chile5",89,4
"101","GCA_018873745.1","KAG6952905.1"," -"," PTHR11139.orig.30.pi"," -",0,2094.8,13.1,0,2092.9,13.1,FALSE,FALSE,2496075,"Phytophthora aleatoria",99,0
"102","GCA_030267625.1","GMH61933.1"," -"," PTHR11139.orig.30.pi"," -",0,1358.7,22.5,0,1358.2,22.5,FALSE,FALSE,2557542,"Triparma retinervis",68,14
"103","GCA_027923505.1","GKY96129.1"," -"," PTHR11139.orig.30.pi"," -",0,1224.3,41.6,0,1224.1,41.6,FALSE,FALSE,2872254,"Mayamaea pseudoterrestris",95,1
"104","GCA_921007115.2","CAK7922026.1"," -"," PTHR11139.orig.30.pi"," -",0,2022.8,22.1,0,2021.8,22.1,FALSE,FALSE,2874970,"Peronospora matthiolae",98,1
"105","GCA_030267505.1","GMI37953.1"," -"," PTHR11139.orig.30.pi"," -",0,1336.5,1.1,0,1336.3,1.1,FALSE,FALSE,2962635,"Tetraparma gracilis",66,12
"106","GCA_030267985.1","GMI53684.1"," -"," PTHR11139.orig.30.pi"," -",0,1155.2,24.7,0,1155,24.7,FALSE,FALSE,2962637,"Parmales sp. scaly parma",91,1
"107","GCA_039096225.1","KAK8791160.1"," -"," PTHR11139.orig.30.pi"," -",0,1173.4,22.2,0,1173.1,22.2,FALSE,FALSE,3128533,"Blastocystis sp. Blastoise",98,1
"108","GCA_039096195.1","KAK8801422.1"," -"," PTHR11139.orig.30.pi"," -",0,1119.3,35.7,0,1119,35.7,FALSE,FALSE,3128534,"Blastocystis sp. BT1",93,2
"109","GCA_039096925.1","KAK8822024.1"," -"," PTHR11139.orig.30.pi"," -",0,1107.3,27.8,0,1107,27.8,FALSE,FALSE,3128535,"Blastocystis sp. DL",85,8
"110","GCA_039096365.1","KAK8823402.1"," -"," PTHR11139.orig.30.pi"," -",8e-293,974.6,10.8,2e-293,974.1,10.8,FALSE,FALSE,3128536,"Blastocystis sp. JDR",93,2
"111","GCA_039096215.1","KAK8796894.1"," -"," PTHR11139.orig.30.pi"," -",0,1107,28.7,0,1106.7,28.7,FALSE,FALSE,3128537,"Blastocystis sp. NMH",95,2
