"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Has_D1","Ciliate_Check","Organism_Taxonomic_ID","Organism.Name","C.score","Frag.score"
"55","GCA_039096935.1","KAK8825121.1"," -"," PTHR12848.orig.30.pi"," -",2.4e-170,567.8,7.9,2e-171,567.5,7.9,FALSE,FALSE,478820,"Blastocystis sp. ATCC 50177/Nand II",93,2
"56","GCA_026770575.1","KAJ1454106.1"," -"," PTHR12848.orig.30.pi"," -",3.5e-301,1002.7,0,2e-299,993.4,0,FALSE,FALSE,483370,"Pelagophyceae sp. CCMP2097",94,2
"57","GCA_026770595.1","KAJ1443491.1"," -"," PTHR12848.orig.30.pi"," -",0,1106.1,0,0,1105.7,0,FALSE,FALSE,483371,"Ochromonadaceae sp. CCMP2298",80,11
"58","GCA_026770595.1","KAJ1443779.1"," -"," PTHR12848.orig.30.pi"," -",0,1106.1,0,0,1105.7,0,FALSE,FALSE,483371,"Ochromonadaceae sp. CCMP2298",80,11
"59","GCA_003704535.1","RMX67898.1"," -"," PTHR12848.orig.30.pi"," -",0,1364.8,0,0,1364.4,0,FALSE,FALSE,542832,"Peronospora effusa",93,3
"60","GCA_003843895.1","RQM18088.1"," -"," PTHR12848.orig.30.pi"," -",0,1364.8,0,0,1364.4,0,FALSE,FALSE,542832,"Peronospora effusa",94,2
"61","GCA_003843895.1","RQM18088.1"," -"," PTHR12848.orig.30.pi"," -",0,1364.8,0,0,1364.4,0,FALSE,FALSE,542832,"Peronospora effusa",94,2
"62","GCA_021491655.1","UIZ20847.1"," -"," PTHR12848.orig.30.pi"," -",0,1364.8,0,0,1364.4,0,FALSE,FALSE,542832,"Peronospora effusa",95,2
"63","GCA_947641895.1","CAI5704306.1"," -"," PTHR12848.orig.30.pi"," -",0,1364.8,0,0,1364.4,0,FALSE,FALSE,542832,"Peronospora effusa",99,0
"64","GCA_000150955.2","ACI65831.1"," -"," PTHR12848.orig.30.pi"," -",0,1021,0.2,0,1020.1,0.2,FALSE,FALSE,556484,"Phaeodactylum tricornutum CCAP 1055/1",96,4
"65","GCA_903772945.1","CAB9503552.1"," -"," PTHR12848.orig.30.pi"," -",0,1123.4,0,0,1122.9,0,TRUE,FALSE,568900,"Seminavis robusta",99,0
"66","GCA_920618645.1","CAH0476322.1"," -"," PTHR12848.orig.30.pi"," -",0,1367.8,0,0,1367.4,0,FALSE,FALSE,622444,"Peronospora belbahrii",98,0
"67","GCA_921012115.1","CAH0515046.1"," -"," PTHR12848.orig.30.pi"," -",0,1367.8,0,0,1367.4,0,FALSE,FALSE,622444,"Peronospora belbahrii",99,0
"68","GCA_001750085.1","OEU07733.1"," -"," PTHR12848.orig.30.pi"," -",0,1128.9,0,0,1128.7,0,FALSE,FALSE,635003,"Fragilariopsis cylindrus CCMP1102",94,5
"69","GCA_000151545.2","KDO19921.1"," -"," PTHR12848.orig.30.pi"," -",9.6e-272,905.2,3.6,3e-272,904,3.6,FALSE,FALSE,695850,"Saprolegnia parasitica CBS 223.65",98,1
"70","GCA_030267965.1","GMI33080.1"," -"," PTHR12848.orig.30.pi"," -",0,1140.7,0,0,1138.5,0,FALSE,FALSE,722753,"Triparma columacea",91,3
"71","GCA_902602495.3","CAB1110418.1"," -"," PTHR12848.orig.30.pi"," -",6.6e-259,863.1,0,7e-168,560.3,0,FALSE,FALSE,867726,"Ectocarpus sp. CCAP 1310/34",83,4
"72","GCA_000743755.1","KNB42791.1"," -"," PTHR12848.orig.30.pi"," -",3.9e-107,358.1,5,8e-108,357.8,5,FALSE,FALSE,944170,"Blastocystis sp. subtype 4",98,2
"73","GCA_004565275.1","TFJ87559.1"," -"," PTHR12848.orig.30.pi"," -",0,1207.6,0,0,1207.2,0,FALSE,FALSE,1027361,"Nannochloropsis salina CCMP1776",92,4
"74","GCA_004565275.1","TFJ87559.1"," -"," PTHR12848.orig.30.pi"," -",0,1207.6,0,0,1207.2,0,FALSE,FALSE,1027361,"Nannochloropsis salina CCMP1776",92,4
"75","GCA_000240725.1","EKU23172.1"," -"," PTHR12848.orig.30.pi"," -",0,1099.7,0,0,1099.2,0,FALSE,FALSE,1093141,"Nannochloropsis gaditana CCMP526",40,9
"76","GCA_000281045.1","EQC38711.1"," -"," PTHR12848.orig.30.pi"," -",0,1266.5,5,0,1264.5,5,FALSE,FALSE,1156394,"Saprolegnia diclina VS20",99,0
"77","GCA_002081595.1","OQR91926.1"," -"," PTHR12848.orig.30.pi"," -",0,1136.8,0,8e-166,550.3,0.1,FALSE,FALSE,1202772,"Achlya hypogyna",99,1
"78","GCA_000333075.3","KAF4324174.1"," -"," PTHR12848.orig.30.pi"," -",2.4e-73,247.2,0.1,2.9e-73,246.9,0.1,FALSE,FALSE,1284355,"Phytophthora kernoviae 00238/432",95,4
"79","GCA_000365545.1","ETP19383.1"," -"," PTHR12848.orig.30.pi"," -",0,1361.6,0,0,1361.2,0,FALSE,FALSE,1317063,"Phytophthora nicotianae CJ01A1",99,0
"80","GCA_000367145.1","ETP47384.1"," -"," PTHR12848.orig.30.pi"," -",0,1362.3,0,0,1361.9,0,FALSE,FALSE,1317064,"Phytophthora nicotianae P10297",99,0
"81","GCA_000365505.1","ETI49828.1"," -"," PTHR12848.orig.30.pi"," -",0,1363,0,0,1362.6,0,FALSE,FALSE,1317065,"Phytophthora nicotianae P1569",99,0
"82","GCA_000365525.1","ETO78334.1"," -"," PTHR12848.orig.30.pi"," -",0,1363.6,0,0,1363.2,0,FALSE,FALSE,1317066,"Phytophthora nicotianae P1976",99,0
"83","GCA_008271595.1","TYZ69200.1"," -"," PTHR12848.orig.30.pi"," -",0,1263.9,0,0,1263.2,0,FALSE,FALSE,1485010,"[Pythium] brassicae (nom. inval.)",100,0
"84","GCA_030267785.1","GMF17385.1"," -"," PTHR12848.orig.30.pi"," -",0,1109.1,0,0,1108.8,0,FALSE,FALSE,1490495,"Phytophthora fragariaefolia",74,14
"85","GCA_002217885.1","GAX13032.1"," -"," PTHR12848.orig.30.pi"," -",0,1104.1,0,0,1102.5,0,FALSE,FALSE,1519565,"Fistulifera solaris",97,1
"86","GCA_030267945.1","GMH77935.1"," -"," PTHR12848.orig.30.pi"," -",0,1122.4,0,0,1121.9,0,FALSE,FALSE,1606541,"Triparma strigata",94,0
"87","GCA_030267905.1","GMI10943.1"," -"," PTHR12848.orig.30.pi"," -",0,1124.4,0,0,1123.9,0,FALSE,FALSE,1606542,"Triparma verrucosa",95,0
"88","GCA_012489335.1","GMH48477.1"," -"," PTHR12848.orig.30.pi"," -",0,1041.8,0,0,1041.4,0,FALSE,FALSE,1714386,"Triparma laevis f. inornata",75,9
"89","GCA_030267805.1","GMI11615.1"," -"," PTHR12848.orig.30.pi"," -",0,1129.9,0,0,1129.6,0,FALSE,FALSE,1714387,"Triparma laevis f. longispina",93,0
"90","GCA_030267725.1","GMF12431.1"," -"," PTHR12848.orig.30.pi"," -",0,1094.8,0,0,1094.5,0,FALSE,FALSE,2077276,"Phytophthora lilii",78,14
"91","GCA_002897355.1","GBG26510.1"," -"," PTHR12848.orig.30.pi"," -",0,1050.3,0.7,0,1047.4,0.7,FALSE,FALSE,2315210,"Hondaea fermentalgiana",95,2
"92","GCA_029834535.1","KAJ8607480.1"," -"," PTHR12848.orig.30.pi"," -",0,1047.8,0,4e-254,842,0,FALSE,FALSE,2483200,"Chrysophaeum taylorii",86,2
"93","GCA_001712635.2","RLN87818.1"," -"," PTHR12848.orig.30.pi"," -",0,1286,0,0,1285.6,0,FALSE,FALSE,2483409,"Nothophytophthora sp. Chile5",89,4
"94","GCA_018873745.1","KAG6966602.1"," -"," PTHR12848.orig.30.pi"," -",0,1166.9,0.5,0,1120.6,0.4,FALSE,FALSE,2496075,"Phytophthora aleatoria",99,0
"95","GCA_030267625.1","GMH51246.1"," -"," PTHR12848.orig.30.pi"," -",0,1102.4,0,2e-263,877.2,0,FALSE,FALSE,2557542,"Triparma retinervis",68,14
"96","GCA_027923505.1","GKY94719.1"," -"," PTHR12848.orig.30.pi"," -",0,1113.7,0,0,1113.3,0,FALSE,FALSE,2872254,"Mayamaea pseudoterrestris",95,1
"97","GCA_921007115.2","CAK7933674.1"," -"," PTHR12848.orig.30.pi"," -",0,1358.8,0,0,1358.4,0,FALSE,FALSE,2874970,"Peronospora matthiolae",98,1
"98","GCA_030267505.1","GMI43738.1"," -"," PTHR12848.orig.30.pi"," -",2.5e-285,949.9,0,3e-285,949.6,0,FALSE,FALSE,2962635,"Tetraparma gracilis",66,12
"99","GCA_030267985.1","GMI49969.1"," -"," PTHR12848.orig.30.pi"," -",0,1178.7,21.5,0,1177.2,21.5,FALSE,FALSE,2962637,"Parmales sp. scaly parma",91,1
"100","GCA_039096225.1","KAK8809660.1"," -"," PTHR12848.orig.30.pi"," -",2e-184,614.7,19.4,3e-184,612.1,19.4,FALSE,FALSE,3128533,"Blastocystis sp. Blastoise",98,1
"101","GCA_039096195.1","KAK8807682.1"," -"," PTHR12848.orig.30.pi"," -",1.4e-184,615.1,20.1,9e-185,614.6,20.1,FALSE,FALSE,3128534,"Blastocystis sp. BT1",93,2
"102","GCA_039096925.1","KAK8811716.1"," -"," PTHR12848.orig.30.pi"," -",2.4e-119,398.7,1.4,3e-119,398.4,1.4,FALSE,FALSE,3128535,"Blastocystis sp. DL",85,8
"103","GCA_039096365.1","KAK8832365.1"," -"," PTHR12848.orig.30.pi"," -",5.1e-171,570.2,8.4,6e-171,570,8.4,FALSE,FALSE,3128536,"Blastocystis sp. JDR",93,2
"104","GCA_039096215.1","KAK8799858.1"," -"," PTHR12848.orig.30.pi"," -",1.3e-123,412.9,2.5,6e-124,412.6,2.5,FALSE,FALSE,3128537,"Blastocystis sp. NMH",95,2
