"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Has_D1","Ciliate_Check","Organism_Taxonomic_ID","Organism.Name","C.score","Frag.score"
"25","GCA_905237085.1","CAE8643326.1"," -"," PTHR11139.orig.30.pi"," -",0,1302.4,41.9,0,1302.1,41.9,FALSE,FALSE,89957,"Polarella glacialis",69.59,16.37
"26","GCA_001593445.1","POM83695.1"," -"," PTHR11139.orig.30.pi"," -",5e-137,456.7,5.2,5e-137,456.7,5.2,FALSE,FALSE,93969,"Cryptosporidium meleagridis",98.61,0.4
"27","GCA_002563875.1","PFH33616.1"," -"," PTHR11139.orig.30.pi"," -",3.7e-242,806.6,0,2e-235,784.3,8.1,FALSE,FALSE,94643,"Besnoitia besnoiti",99.8,0.2
"28","GCA_000258005.2","KEP65775.1"," -"," PTHR11139.orig.30.pi"," -",5.2e-219,729.8,18.8,2e-220,729.8,18.8,FALSE,FALSE,99158,"Hammondia hammondi",99.8,0.2
"29","GCA_000223845.4","EZG56717.1"," -"," PTHR11139.orig.30.pi"," -",5.1e-125,417.6,24.7,1e-126,417.6,24.7,FALSE,FALSE,110365,"Gregarina niphandrodes",65.74,3.39
"30","GCA_001865355.1","OII77727.1"," -"," PTHR11139.orig.30.pi"," -",3.9e-133,443.8,6.9,9e-134,443.8,6.9,FALSE,FALSE,117008,"Cryptosporidium andersoni",99.2,0.2
"31","GCA_002897235.1","GBE59843.1"," -"," PTHR11139.orig.30.pi"," -",4.3e-96,321.3,6.2,4.3e-96,321.3,6.2,FALSE,FALSE,189622,"Babesia ovata",83.7,5.9
"32","GCA_027243975.1","KAJ1608914.1"," -"," PTHR11139.orig.30.pi"," -",1e-143,478.9,1.8,1e-143,478.9,1.8,FALSE,FALSE,195482,"Cryptosporidium canis",92.63,2.19
"33","GCA_905221625.1","CAE7461324.1"," -"," PTHR11139.orig.30.pi"," -",1.4e-232,777.2,3.5,7e-233,776.9,3.5,TRUE,FALSE,230985,"Symbiodinium sp. KB8",91.23,4.09
"34","GCA_001593475.1","PPA64261.1"," -"," PTHR11139.orig.30.pi"," -",1.3e-133,445.4,20.3,9e-134,442.9,20.3,FALSE,FALSE,237895,"Cryptosporidium hominis",98.01,0.6
"35","GCA_001447515.1","KRX06464.1"," -"," PTHR11139.orig.30.pi"," -",2.4e-295,983.8,22.8,9e-296,983.5,22.8,FALSE,TRUE,266149,"Pseudocohnilembus persalinus",99.42,0
"36","GCA_009768925.2","KAH7647327.1"," -"," PTHR11139.orig.30.pi"," -",4.3e-132,440.3,3,3e-133,440.3,3,FALSE,FALSE,310047,"Cryptosporidium bovis",95.62,0.6
"37","GCA_000189635.1","EAS01249.1"," -"," PTHR11139.orig.30.pi"," -",0,1095.5,33.7,0,1095.5,33.7,FALSE,TRUE,312017,"Tetrahymena thermophila SB210",98.83,0
"38","GCA_028658345.1","KAK2195212.1"," -"," PTHR11139.orig.30.pi"," -",5.6e-105,350.5,2.8,6e-106,350.5,2.8,FALSE,FALSE,323732,"Babesia duncani",76.21,5.29
"39","GCA_013115145.1","KAF4675377.1"," -"," PTHR11139.orig.30.pi"," -",0,1179.2,12.3,0,1178.7,12.3,FALSE,FALSE,330153,"Perkinsus chesapeaki",91.23,3.51
"40","GCA_000165365.1","EAN32018.2"," -"," PTHR11139.orig.30.pi"," -",1.9e-53,179.5,0.1,1.9e-53,179.5,0.1,FALSE,FALSE,333668,"Theileria parva strain Muguga",98.06,0.62
"41","GCA_000165345.1","EAK87836.1"," -"," PTHR11139.orig.30.pi"," -",1.2e-133,445.5,19.4,3e-133,444.2,19.3,FALSE,FALSE,353152,"Cryptosporidium parvum Iowa II",96.61,1.99
"42","GCA_000006405.1","EER05739.1"," -"," PTHR11139.orig.30.pi"," -",0,1096.2,19.2,0,1095.8,19.2,FALSE,FALSE,423536,"Perkinsus marinus ATCC 50983",97.08,1.17
"43","GCA_000150015.2","ESS35259.1"," -"," PTHR11139.orig.30.pi"," -",3.7e-218,727,23,7e-219,727,23,FALSE,FALSE,432359,"Toxoplasma gondii VEG",99.4,0.6
"44","GCA_000006515.1","EEA06018.1"," -"," PTHR11139.orig.30.pi"," -",2.7e-134,447.7,12.5,7e-135,447.7,12.5,FALSE,FALSE,441375,"Cryptosporidium muris RN66",99.2,0.4
"45","GCA_002095265.1","ORM41584.1"," -"," PTHR11139.orig.30.pi"," -",6e-98,326.8,13.8,7.3e-97,323.2,13.5,FALSE,FALSE,462227,"Babesia sp. Xinjiang",80.09,2.47
"46","GCA_002095265.1","ORM41651.1"," -"," PTHR11139.orig.30.pi"," -",6e-98,326.8,13.8,7.3e-97,323.2,13.5,FALSE,FALSE,462227,"Babesia sp. Xinjiang",80.09,2.47
"47","GCA_015476325.1","KAF8817871.1"," -"," PTHR11139.orig.30.pi"," -",4.7e-89,297.8,12.2,2.6e-69,232.3,8.5,FALSE,FALSE,476202,"Cardiosporidium cionae",59.21,3.7
"48","GCA_002600585.1","PHJ24453.1"," -"," PTHR11139.orig.30.pi"," -",1.4e-245,818.5,4.8,9e-246,815.9,4.9,FALSE,FALSE,483139,"Cystoisospora suis",83.47,11.16
"49","GCA_000165395.2","EDO08700.1"," -"," PTHR11139.orig.30.pi"," -",6.7e-100,333.6,37,4.2e-99,331,37,FALSE,FALSE,484906,"Babesia bovis T2Bo",98.41,0.09
"50","GCA_000149715.2","EPR58774.1"," -"," PTHR11139.orig.30.pi"," -",2.5e-204,681.1,14.7,5e-205,681.1,14.7,FALSE,FALSE,507601,"Toxoplasma gondii GT1",100,0
"51","GCA_000006565.2","EPT25651.1"," -"," PTHR11139.orig.30.pi"," -",3.6e-218,727,23,6e-219,727,23,FALSE,FALSE,508771,"Toxoplasma gondii ME49",100,0
"52","GCA_009792415.2","KAH8738876.1"," -"," PTHR11139.orig.30.pi"," -",1.5e-133,445.1,0,3e-134,443.1,0,FALSE,FALSE,515981,"Cryptosporidium ryanae",94.62,1
"53","GCA_000208865.2","CBZ55468.1"," -"," PTHR11139.orig.30.pi"," -",1.3e-227,758.2,25.7,6e-224,743.8,18.4,FALSE,FALSE,572307,"Neospora caninum Liverpool",98.21,0.8
"54","GCA_905221615.1","CAE7532528.1"," -"," PTHR11139.orig.30.pi"," -",1.5e-126,425.5,91.5,6e-127,423.4,91.5,FALSE,FALSE,631055,"Symbiodinium sp. CCMP2592",75.44,11.11
"55","GCA_037039495.1","KAK6589907.1"," -"," PTHR11139.orig.30.pi"," -",3.2e-131,437.4,10.3,2e-132,437.4,10.3,FALSE,FALSE,659607,"Cryptosporidium xiaoi",96.22,0.2
"56","GCA_007210665.1","TRY52135.1"," -"," PTHR11139.orig.30.pi"," -",1.6e-133,445.2,18.1,9e-134,444.3,18.1,FALSE,FALSE,756076,"Cryptosporidium tyzzeri",98.01,0.6
"57","GCA_001865345.1","OII72094.1"," -"," PTHR11139.orig.30.pi"," -",1.1e-130,435.6,12.4,1e-131,435.6,12.4,FALSE,FALSE,857276,"Cryptosporidium ubiquitum",97.41,0.6
"58","GCA_000740895.1","BAM41863.1"," -"," PTHR11139.orig.30.pi"," -",5.2e-51,171.4,12.9,5.2e-51,171.4,12.9,FALSE,FALSE,869250,"Theileria orientalis strain Shintoku",94.27,0.62
"59","GCA_905221605.1","CAE7559885.1"," -"," PTHR11139.orig.30.pi"," -",8.9e-127,425.9,3.6,1e-127,425.6,3.6,FALSE,FALSE,878477,"Symbiodinium natans",69.59,12.28
"60","GCA_000224845.2","KFH01969.1"," -"," PTHR11139.orig.30.pi"," -",2.9e-218,727.5,24.6,9e-219,727.5,24.6,FALSE,FALSE,933077,"Toxoplasma gondii VAND",93.23,5.18
"61","GCA_000224805.2","KFG66458.1"," -"," PTHR11139.orig.30.pi"," -",9e-160,533.6,6.7,1e-160,531.8,6.7,FALSE,FALSE,935652,"Toxoplasma gondii RUB",89.64,8.57
"62","GCA_000224865.2","KFH18229.1"," -"," PTHR11139.orig.30.pi"," -",8.1e-218,726.1,24.6,1e-219,726.1,24.6,FALSE,FALSE,943118,"Toxoplasma gondii MAS",89.84,6.77
"63","GCA_000224885.2","KFG49283.1"," -"," PTHR11139.orig.30.pi"," -",6e-218,726.5,24.2,6e-218,726.5,24.2,FALSE,FALSE,943119,"Toxoplasma gondii p89",91.04,6.37
"64","GCA_000256705.2","RQX67177.1"," -"," PTHR11139.orig.30.pi"," -",6.5e-218,726.4,24.4,5e-219,726.4,24.4,FALSE,FALSE,943122,"Toxoplasma gondii CAST",92.23,5.38
"65","GCA_000224905.2","KFG56420.1"," -"," PTHR11139.orig.30.pi"," -",1e-217,725.8,24.9,1e-217,725.8,24.9,FALSE,FALSE,943167,"Toxoplasma gondii FOU",88.25,7.97
"66","GCA_000250965.2","KYF40276.1"," -"," PTHR11139.orig.30.pi"," -",1.5e-218,728.5,22.2,5e-219,728.5,22.2,FALSE,FALSE,1074872,"Toxoplasma gondii ARI",92.63,5.78
"67","GCA_000325525.2","KFG36638.1"," -"," PTHR11139.orig.30.pi"," -",4e-218,727,23,4e-218,727,23,FALSE,FALSE,1130820,"Toxoplasma gondii GAB2-2007-GAL-DOM2",93.23,5.18
"68","GCA_000256725.2","KYK65609.1"," -"," PTHR11139.orig.30.pi"," -",1.5e-218,728.5,22.2,5e-219,728.5,22.2,FALSE,FALSE,1130821,"Toxoplasma gondii TgCatPRC2",92.03,6.18
"69","GCA_000691945.2","SIO73769.1"," -"," PTHR11139.orig.30.pi"," -",5.2e-75,250.9,0.7,5.2e-75,250.9,0.7,FALSE,FALSE,1133968,"Babesia microti strain RI",95.15,1.15
"70","GCA_001179505.1","CEM08834.1"," -"," PTHR11139.orig.30.pi"," -",0,1434.1,0,0,1432.9,0,FALSE,FALSE,1169540,"Vitrella brassicaformis CCMP3155",99.42,0
"71","GCA_004936735.2","KAH8584186.1"," -"," PTHR11139.orig.30.pi"," -",2e-135,451.4,10.8,9e-136,450.8,10.8,FALSE,FALSE,1280935,"Cryptosporidium sp. chipmunk genotype I",97.61,1
"72","GCA_963969995.1","CAK9059675.1"," -"," PTHR11139.orig.30.pi"," -",1.8e-173,581.6,35.4,1e-174,581.4,35.4,FALSE,FALSE,1381693,"Durusdinium trenchii",83.63,5.85
"73","GCA_914767885.1","CAG9312174.1"," -"," PTHR11139.orig.30.pi"," -",0,1128.5,21.5,0,1128.2,21.5,FALSE,TRUE,1481888,"Blepharisma stoltei",95.91,2.92
"74","GCA_905221635.1","CAE7450439.1"," -"," PTHR11139.orig.30.pi"," -",1.2e-109,369,0.4,3e-110,368.8,0.4,TRUE,FALSE,1519616,"Symbiodinium sp. CCMP2456",70.18,11.7
"75","GCA_000342415.1","AFZ79868.1"," -"," PTHR11139.orig.30.pi"," -",6.6e-96,320.8,0,1.2e-95,319.9,0,FALSE,FALSE,1537102,"Theileria equi strain WA",94.36,3.79
"76","GCA_031892065.1","WKS77474.1"," -"," PTHR11139.orig.30.pi"," -",5.1e-133,443.5,21.4,3e-133,442.1,21.4,FALSE,FALSE,2138604,"Cryptosporidium sp. 43IA8",98.21,0.8
"77","GCA_905178155.1","CAD7973957.1"," -"," PTHR11139.orig.30.pi"," -",4.3e-88,297.2,0.1,5.6e-88,296.8,0.1,FALSE,FALSE,2202890,"Amoebophrya sp. A120",95.32,0.58
"78","GCA_947184155.2","CAL1147548.1"," -"," PTHR11139.orig.30.pi"," -",8.1e-149,499.5,16.2,1e-150,499.4,16.2,FALSE,FALSE,2562237,"Cladocopium goreaui",82.46,7.02
"79","GCA_963377175.1","CAJ1371481.1"," -"," PTHR11139.orig.30.pi"," -",6.5e-135,453.2,31.4,5e-136,453.2,31.4,FALSE,FALSE,2562239,"Effrenium voratum",75.44,9.36
"80","GCA_019968955.1","KAH0479121.1"," -"," PTHR11139.orig.30.pi"," -",2e-74,250.3,7.7,2e-74,250.3,7.7,FALSE,FALSE,2853593,"Porospora cf. gigantea A",71.71,1.79
