"","Super.Group","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Organism_Taxonomic_ID","Organism_Name","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"11","Chlorophyta","Pedmin1","97|Pedmi_jg3424.t1"," -"," PTHR11139.orig.30.pi"," -",0,1619.9,39.7,0,1619.6,39.7,3159,"Pedinomonas minor SAG 1965-3","Pedinophyceae","Chlorophyta","Pedinomonadales","Pedinomonadaceae","Pedinomonas","JGI"
"12","Chlorophyta","Tetstr1","61460|TSEL_006569.t"," -"," PTHR11139.orig.30.pi"," -",0,1762.3,43.2,0,1762,43.2,3165,"Tetraselmis striata","Chlorodendrophyceae","Chlorophyta","Chlorodendrales","Chlorodendraceae","Tetraselmis","JGI"
"13","Chlorophyta","Chrzof2",""," -"," PTHR11139.orig.30.pi"," -",0,1673,19,0,1672.8,19,31302,"Chromochloris zofingiensis var. SAG 211-14 v6.0","Chlorophyceae","Chlorophyta","Sphaeropleales","Chromochloridaceae","Chromochloris","JGI"
"14","Chlorophyta","Gonpec1","npec1|2510|rna14272"," -"," PTHR11139.orig.30.pi"," -",2.7e-286,954,2.6,8e-179,596.3,0.1,33097,"Gonium pectorale NIES-2863","Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Gonium","JGI"
"15","Chlorophyta","MicrAD1","sed-gene-0.4-mRNA-1"," -"," PTHR11139.orig.30.pi"," -",0,1495.8,0,0,1494.2,0,38832,"Micromonas sp. AD1 metagenome extracted assembly","Mamiellophyceae","Chlorophyta","Mamiellales","Mamiellaceae","Micromonas","JGI"
"16","Chlorophyta","Monmin1",""," -"," PTHR11139.orig.30.pi"," -",1.3e-281,938.4,0.1,5e-282,938.2,0.1,39955,"Monoraphidium minutum 26B-AM v1.0","Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Monoraphidium","JGI"
"17","Chlorophyta","Dicre1",""," -"," PTHR11139.orig.30.pi"," -",0,1512.1,57,0,1511.8,57,40981,"Symbiochloris reticulata Spain reference genome v1.0","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Symbiochloris","JGI"
"18","Chlorophyta","SymretSc1",".21.1"," -"," PTHR11139.orig.30.pi"," -",0,1512.1,57,0,1511.8,57,40981,"Symbiochloris reticulata Scotland extracted metagenome v1.0","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Symbiochloris","JGI"
"19","Chlorophyta","SymretSw1",""," -"," PTHR11139.orig.30.pi"," -",0,1512.1,57,0,1511.8,57,40981,"Symbiochloris reticulata Switzerland extracted metagenome v1.0","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Symbiochloris","JGI"
"20","Chlorophyta","Myrbis2043","1|4484|KAK9806198.1"," -"," PTHR11139.orig.30.pi"," -",0,1077.5,15.3,0,1077.2,15.3,41462,"Myrmecia bisecta SAG 2043","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Myrmecia","JGI"
"21","Chlorophyta","Haeplu1",""," -"," PTHR11139.orig.30.pi"," -",3.6e-217,725.1,0.1,2e-218,724.8,0.1,44745,"Haematococcus lacustris Liv1 v1.2","Chlorophyceae","Chlorophyta","Chlamydomonadales","Haematococcaceae","Haematococcus","JGI"
"22","Chlorophyta","Edade1","ade1|15302|g5440.t1"," -"," PTHR11139.orig.30.pi"," -",0,1550.6,4.3,0,1550.5,4.3,47281,"Edaphochlamys debaryana CCAP 11/70","Chlorophyceae","Chlorophyta","Chlamydomonadales",NA,"Edaphochlamys","JGI"
"23","Chlorophyta","Astgub1","ub1|592|GFR40173.1"," -"," PTHR11139.orig.30.pi"," -",0,1203.6,42.2,0,1203.2,42.2,47775,"Astrephomene gubernaculifera NIES-4017","Chlorophyceae","Chlorophyta","Chlamydomonadales","Astrephomenaceae","Astrephomene","JGI"
"24","Chlorophyta","Tetso1","o1_1|7871|PNG99208."," -"," PTHR11139.orig.30.pi"," -",4.4e-50,170,0.1,5.6e-50,169.6,0.1,47790,"Tetrabaena socialis NIES-571","Chlorophyceae","Chlorophyta","Chlamydomonadales","Tetrabaenaceae","Tetrabaena","JGI"
"25","Chlorophyta","Chlin1","lin1|8380|g13013.t2"," -"," PTHR11139.orig.30.pi"," -",0,1693.7,0,0,1693.4,0,51695,"Chlamydomonas incerta SAG 7.73","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"26","Chlorophyta","Volafr1","fr1|6629|GIL44136.1"," -"," PTHR11139.orig.30.pi"," -",0,1682.7,26.4,0,1682.4,26.4,51714,"Volvox africanus NIES-3780","Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox","JGI"
"27","Chlorophyta","Ostta4221","1|OT_ostta01g05240T"," -"," PTHR11139.orig.30.pi"," -",0,1444.3,26,0,1444,26,70448,"Ostreococcus tauri RCC4221 v3.0","Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Ostreococcus","JGI"
"28","Chlorophyta","Trebou978","|e_gw1.10.19.1"," -"," PTHR11139.orig.30.pi"," -",0,1630.1,25.3,0,1629.8,25.3,75966,"Trebouxiophyceae sp. bin 3300059473_978 v1.0","Trebouxiophyceae","Chlorophyta",NA,NA,NA,"JGI"
"29","Chlorophyta","Enacos1",""," -"," PTHR11139.orig.30.pi"," -",0,1603,42,0,1601.2,42,113528,"Enallax costatus CCAP 276/31 v1.1","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Enallax","JGI"
"30","Chlorophyta","Ostque1","1|2289|CAD7701599.1"," -"," PTHR11139.orig.30.pi"," -",0,1312.6,29.6,0,1312.3,29.6,121088,"Ostreobium quekettii SAG 6.99","Ulvophyceae","Chlorophyta","Bryopsidales","Ostreobiaceae","Ostreobium","JGI"
"31","Chlorophyta","Monneg1","550|XM_014045098.1"," -"," PTHR11139.orig.30.pi"," -",1.7e-173,579.8,2.3,1e-174,579.5,2.3,145388,"Monoraphidium neglectum SAG 48.87","Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Monoraphidium","JGI"
"32","Chlorophyta","Caulen1","ulen1|91544|g6773.t"," -"," PTHR11139.orig.30.pi"," -",0,1151.2,60.7,0,1150.9,60.7,148947,"Caulerpa lentillifera","Ulvophyceae","Chlorophyta","Bryopsidales","Caulerpaceae","Caulerpa","JGI"
"33","Chlorophyta","Flerot1",""," -"," PTHR11139.orig.30.pi"," -",0,1597.5,37.6,0,1597.2,37.6,269715,"Flechtneria rotunda SEV3VF49 v1.1","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Flechtneria","JGI"
"34","Chlorophyta","Rapsub1","107_mrna_Rsub_05107"," -"," PTHR11139.orig.30.pi"," -",0,1333.9,8.4,0,1333.7,8.4,307507,"Raphidocelis subcapitata NIES-35","Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Raphidocelis","JGI"
"35","Chlorophyta","DesarB2533","C_contig_640021"," -"," PTHR11139.orig.30.pi"," -",0,1542.6,40.9,0,1541.9,40.9,375941,"Desmodesmus armatus UTEX B 2533 v2.0","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Desmodesmus","JGI"
"36","Chlorophyta","Ellbil24580","_1|7327|KAK9826859."," -"," PTHR11139.orig.30.pi"," -",0,1699.6,34.8,0,1699.3,34.8,381761,"Elliptochloris bilobata SAG 245.80","Trebouxiophyceae","Chlorophyta",NA,NA,"Elliptochloris","JGI"
"37","Chlorophyta","Ulvmu1","1|9916|UM057_0074.1"," -"," PTHR11139.orig.30.pi"," -",0,1205.3,52.9,0,1205,52.9,498180,"Ulva mutabilis Foyn","Ulvophyceae","Chlorophyta","Ulvales","Ulvaceae","Ulva","JGI"
"38","Chlorophyta","Micco1","|4861|rna-C2E20_681"," -"," PTHR11139.orig.30.pi"," -",0,1604.7,41.9,0,1604.4,41.9,554055,"Micractinium conductrix SAG 241.80","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Micractinium","JGI"
"39","Chlorophyta","Cosub3","transcript/0"," -"," PTHR11139.orig.30.pi"," -",0,1706.9,38.7,0,1706.6,38.7,574566,"Coccomyxa subellipsoidea C-169 v3.0","Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa","JGI"
"40","Chlorophyta","Astpho2","sh1_pm.00103_%23_6_"," -"," PTHR11139.orig.30.pi"," -",0,1617.1,49.1,0,1605.7,49.1,763042,"Asterochloris glomerata Cgr/DA1pho v2.0","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Asterochloris","JGI"
"41","Chlorophyta","PedYPF701","_1|712|CAG9463067.1"," -"," PTHR11139.orig.30.pi"," -",0,1573.3,27.8,0,1573.1,27.8,765719,"Pedinophyceae sp. YPF-701","Pedinophyceae","Chlorophyta",NA,NA,NA,"JGI"
"42","Chlorophyta","Apalob2145","1|10021|KAK9838042."," -"," PTHR11139.orig.30.pi"," -",0,1599.7,31,0,1599.5,31,904363,"Apatococcus lobatus SAG 2145","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Apatococcus","JGI"
"43","Chlorophyta","Batpra1","|2723|XM_007508737."," -"," PTHR11139.orig.30.pi"," -",0,1502.1,0.8,0,1501.3,0.8,1075084,"Bathycoccus prasinos RCC1105","Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Bathycoccus","JGI"
"44","Chlorophyta","Chleu1","-CEUSTIGMA_g6432.t1"," -"," PTHR11139.orig.30.pi"," -",0,1621.4,44.4,0,1621.1,44.4,1157962,"Chlamydomonas eustigma NIES-2499","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"45","Chlorophyta","Botrbrau1","51|Bobra.0344s0007."," -"," PTHR11139.orig.30.pi"," -",0,1137.7,24.2,0,1137.5,24.2,1202541,"Botryococcus braunii Showa","Trebouxiophyceae","Chlorophyta",NA,NA,"Botryococcus","JGI"
"46","Chlorophyta","Heli50920","028|rna-H632_c316p0"," -"," PTHR11139.orig.30.pi"," -",0,1091,23.1,0,1084.9,23.1,1291522,"Helicosporidium sp. ATCC 50920","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Helicosporidium","JGI"
"47","Chlorophyta","Nandes2437","|1888|KSW81_008192."," -"," PTHR11139.orig.30.pi"," -",0,1620.9,23.4,0,1620.6,23.4,1650286,"Nannochloris desiccata UTEX 2437","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella","JGI"
"48","Chlorophyta","Nandes2526","1|1879|NADE_006296."," -"," PTHR11139.orig.30.pi"," -",0,1620.9,23.4,0,1620.6,23.4,1650286,"Nannochloris desiccata UTEX 2526","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella","JGI"
"49","Chlorophyta","ChlUWO241","534|rna-FOA52_00719"," -"," PTHR11139.orig.30.pi"," -",0,1631.9,35.6,0,1631.6,35.6,1653778,"Chlamydomonas priscuii UWO241","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"50","Chlorophyta","Volre3786","6_1|5835|GIL95733.1"," -"," PTHR11139.orig.30.pi"," -",0,1667,23.8,0,1666.7,23.8,1737510,"Volvox reticuliferus NIES-3786","Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox","JGI"
"51","Chlorophyta","Chlpri1","_mRNA_A3770_10p6041"," -"," PTHR11139.orig.30.pi"," -",0,1689.5,31.5,0,1689.3,31.5,1764295,"Chloropicon primus CCMP1205","Chloropicophyceae","Chlorophyta","Chloropicales","Chloropicaceae","Chloropicon","JGI"
"52","Chlorophyta","Chlsc1","lsc1|15464|g3883.t1"," -"," PTHR11139.orig.30.pi"," -",0,1693.7,0,0,1693.4,0,2026947,"Chlamydomonas schloesseri CCAP 11/173","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"53","Chlorophyta","ChloA99","scaffold_3.g6163.t1"," -"," PTHR11139.orig.30.pi"," -",0,1589.8,32.1,0,1589.5,32.1,2041167,"Chlorella  sp. A99","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella","JGI"
"54","Chlorophyta","Picsp","target"," -"," PTHR11139.orig.30.pi"," -",0,1558.3,34.5,0,1558,34.5,2053932,"Picochlorum soloecismus DOE101","Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum","JGI"
"55","Chlorophyta","Chlremi1",""," -"," PTHR11139.orig.30.pi"," -",0,1632.6,29.4,0,1632.3,29.4,2069334,"Chloromonas remiasii CCCryo 005-99 v1.0","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chloromonas","JGI"
"56","Chlorophyta","Pico","_ML_1|54213|g4619.t"," -"," PTHR11139.orig.30.pi"," -",1.3e-85,286.7,0,1.6e-85,286.4,0,2320818,"Picocystis sp. ML","Picocystophyceae","Chlorophyta","Picocystales","Picocystaceae","Picocystis","JGI"
"57","Chlorophyta","Picre1","|35644|NNA_003105.t"," -"," PTHR11139.orig.30.pi"," -",9.5e-275,914.9,11,1e-275,914.6,11,2601844,"Picochlorum renovo","Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum","JGI"
"58","Chlorophyta","TrebouA12","_1|1329|FRX49_13135"," -"," PTHR11139.orig.30.pi"," -",0,1014.6,27.9,0,1014.2,27.9,2608996,"Trebouxia sp. A1-2","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia","JGI"
"59","Chlorophyta","TetrdesSNI2","_transcript/717"," -"," PTHR11139.orig.30.pi"," -",0,1358.3,20.5,0,1357.9,20.5,2780016,"Tetradesmus deserticola SNI-2 v1.1","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Tetradesmus","JGI"
"60","Chlorophyta","MicrYARC1","127|mRNA.MigICE1323"," -"," PTHR11139.orig.30.pi"," -",2e-239,798.8,38.2,3e-240,798.1,38.2,2904290,"Microglena sp. YARC","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Microglena","JGI"
"61","Chlorophyta","Trebou4402","42989|gm4.1532_g"," -"," PTHR11139.orig.30.pi"," -",0,1302.2,7.4,0,1302,7.4,2941158,"Chlorellaceae sp. bin 3300059473_4402 v1.0","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae",NA,"JGI"
"62","Chlorophyta","Limspi1","7361|dmel_g10117.t1"," -"," PTHR11139.orig.30.pi"," -",0,1612.2,29,0,1612,29,2954232,"Limnomonas spitsbergensis CCryo_02-99_CH","Chlorophyceae","Chlorophyta","Chlamydomonadales",NA,"Limnomonas","JGI"
