"","Super.Group","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Organism_Taxonomic_ID","Organism_Name","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"11","Stramenopiles","Nangad1894","|CM00_9062_g52430.t"," -"," PTHR13298.orig.30.pi"," -",5.1e-68,228.4,0,2.8e-45,153.1,0,72520,"Nannochloropsis gaditana CCMP1894","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","JGI"
"12","Stramenopiles","Undpi1","caffold_13.g05843.m"," -"," PTHR13298.orig.30.pi"," -",2e-178,594.5,0,9e-179,593.6,0,74381,"Undaria pinnatifida M23","Phaeophyceae",NA,"Laminariales","Alariaceae","Undaria","JGI"
"13","Stramenopiles","Aplke1","e1Plus.C_40113"," -"," PTHR13298.orig.30.pi"," -",2.1e-170,567.9,0,3e-170,567.4,0,87111,"Aplanochytrium kerguelense PBS07 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aplanochytrium","JGI"
"14","Stramenopiles","Sacja1","cja1|2610|SJ01438.1"," -"," PTHR13298.orig.30.pi"," -",4.3e-183,610.6,0,3e-184,610.3,0,88149,"Saccharina japonica str. Ja","Phaeophyceae",NA,"Laminariales","Laminariaceae","Saccharina","JGI"
"15","Stramenopiles","Nanoce84910","910_1|1414|g10160.t"," -"," PTHR13298.orig.30.pi"," -",9.2e-95,317.2,0,1.9e-51,173.7,0,145522,"Nannochloropsis oceanica CCAP849/10","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","JGI"
"16","Stramenopiles","Persor1","2148|PsorP6_003890."," -"," PTHR13298.orig.30.pi"," -",0,1086.2,0.1,0,1085.9,0.1,230839,"Peronosclerospora sorghi P6",NA,"Oomycota","Peronosporales","Peronosporaceae","Peronosclerospora","JGI"
"17","Stramenopiles","Trimin1",""," -"," PTHR13298.orig.30.pi"," -",4e-127,425.2,0,8.6e-68,228.7,0,303371,"Tribonema minus UTEX B 3156 v1.0","Xanthophyceae",NA,"Tribonematales","Tribonemataceae","Tribonema","JGI"
"18","Stramenopiles","Claok1","aok1|14666|g12275.t"," -"," PTHR13298.orig.30.pi"," -",9.9e-177,589.2,0,6e-177,588.5,0,309737,"Cladosiphon okamuranus S strain","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Cladosiphon","JGI"
"19","Stramenopiles","Phyinf1","yinf1|12168|rna1558"," -"," PTHR13298.orig.30.pi"," -",0,1114.3,0,0,1114,0,403677,"Phytophthora infestans T30-4",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","JGI"
"20","Stramenopiles","Ochro1393","574"," -"," PTHR13298.orig.30.pi"," -",2.2e-132,442.7,0.2,1.6e-49,168.3,1.3,420556,"Ochromonas sp. CCMP1393 v1.4","Chrysophyceae",NA,"Chromulinales","Chromulinaceae","Ochromonas","JGI"
"21","Stramenopiles","Pereff1","|5987|KXD40_001742."," -"," PTHR13298.orig.30.pi"," -",0,1083.6,0,0,1083.2,0,542832,"Peronospora effusa UA202013",NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","JGI"
"22","Stramenopiles","Hyaar1","anscript:HpaT805161"," -"," PTHR13298.orig.30.pi"," -",0,1099.2,0.5,0,1098.7,0.5,559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0",NA,"Oomycota","Peronosporales","Peronosporaceae","Hyaloperonospora","JGI"
"23","Stramenopiles","Sarfu1","rfu1|50856|g7299.t1"," -"," PTHR13298.orig.30.pi"," -",6.3e-185,616.6,0,4e-186,616.2,0,590727,"Sargassum fusiforme","Phaeophyceae",NA,"Fucales","Sargassaceae","Sargassum","JGI"
"24","Stramenopiles","Phyci1","gm1.6092_g"," -"," PTHR13298.orig.30.pi"," -",0,1123,0,0,1122.7,0,622258,"Phytophthora cinnamomi var cinnamomi v1.0",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","JGI"
"25","Stramenopiles","Sappar1","ppar1|21683|rna1531"," -"," PTHR13298.orig.30.pi"," -",2.1e-265,883.3,0,4e-266,882.3,0,695850,"Saprolegnia parasitica CBS 223.65",NA,"Oomycota","Saprolegniales","Saprolegniaceae","Saprolegnia","JGI"
"26","Stramenopiles","Aurli1","sh1_kg.C_140160"," -"," PTHR13298.orig.30.pi"," -",1.5e-33,115,0,1.7e-33,114.8,0,717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aurantiochytrium","JGI"
"27","Stramenopiles","Schag1","sh1_pg.C_110077"," -"," PTHR13298.orig.30.pi"," -",4.5e-152,507,0,6e-151,501.2,0,876976,"Schizochytrium aggregatum ATCC 28209 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Schizochytrium","JGI"
"28","Stramenopiles","Nansal1776","1|8296|NSK_002354.t"," -"," PTHR13298.orig.30.pi"," -",6.7e-73,244.5,0,3.2e-68,229,0,1027361,"Nannochloropsis salina CCMP1776","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Microchloropsis","JGI"
"29","Stramenopiles","Trilae1","ae1|11053|GMH93873."," -"," PTHR13298.orig.30.pi"," -",3e-143,478.1,0,1e-142,476.3,0,1714386,"Triparma laevis f. inornata v1.0","Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","JGI"
"30","Stramenopiles","MonC73","contig_17_g110690.t"," -"," PTHR13298.orig.30.pi"," -",7.5e-143,476.8,0,9e-102,338,0,1745946,"Monodopsis strain C73","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Monodopsis","JGI"
"31","Stramenopiles","Nemde1","Nemde1|9695|g6329.t"," -"," PTHR13298.orig.30.pi"," -",2.7e-131,438.9,0,7e-132,438.5,0,2185085,"Nemacystus decipiens Onna-1","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Nemacystus","JGI"
"32","Stramenopiles","Honfer1","12175|FCC1311_07826"," -"," PTHR13298.orig.30.pi"," -",3.8e-173,577,0,7e-173,573.7,0,2315210,"Hondaea fermentalgiana CCAP_4062/3","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Hondaea","JGI"
"33","Stramenopiles","LabyHa","10|LABHA_00002632-R"," -"," PTHR13298.orig.30.pi"," -",4.7e-66,221.9,5.6,6.5e-59,198.2,1.4,2710872,"Labyrinthula sp. SR_Ha_C","Bigyra",NA,"Labyrinthulida","Labyrinthulaceae","Labyrinthula","JGI"
"34","Stramenopiles","ScaPar1","Par1|6136|GMI61314."," -"," PTHR13298.orig.30.pi"," -",6.4e-139,463.6,0.8,4e-101,335,0.6,2962637,"Parmales sp. scaly parma v1.0","Bolidophyceae",NA,"Parmales",NA,NA,"JGI"
