"","Super.Group","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Organism_Taxonomic_ID","Organism_Name","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"40","Stramenopiles","Sappar1","ppar1|37621|rna1314"," -"," PTHR11139.orig.30.pi"," -",0,1738.2,54.4,0,1737.8,54.4,695850,"Saprolegnia parasitica CBS 223.65",NA,"Oomycota","Saprolegniales","Saprolegniaceae","Saprolegnia","JGI"
"41","Stramenopiles","Aurli1","1"," -"," PTHR11139.orig.30.pi"," -",0,1400.5,37.4,0,1400.3,37.4,717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aurantiochytrium","JGI"
"42","Stramenopiles","Schag1","se1.C_1_t20167"," -"," PTHR11139.orig.30.pi"," -",0,1356.6,32.1,0,1356.3,32.1,876976,"Schizochytrium aggregatum ATCC 28209 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Schizochytrium","JGI"
"43","Stramenopiles","Nansal1776","1|2281|NSK_007392.t"," -"," PTHR11139.orig.30.pi"," -",0,1469.8,0,0,1469.4,0,1027361,"Nannochloropsis salina CCMP1776","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Microchloropsis","JGI"
"44","Stramenopiles","Fisso2","010|rna-FisN_3Hh173"," -"," PTHR11139.orig.30.pi"," -",0,1236,43,0,1235.7,43,1519565,"Fistulifera solaris JPCC DA0580","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Fistulifera","JGI"
"45","Stramenopiles","Conwei1","453|Cowei_g9626.t1"," -"," PTHR11139.orig.30.pi"," -",5.2e-229,764.2,0.9,9e-230,764.1,0.9,1577725,"Conticribra weissflogii CCMP 1336","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Conticribra","JGI"
"46","Stramenopiles","Trilae1","ae1|9777|GMH90625.1"," -"," PTHR11139.orig.30.pi"," -",0,1320.1,10.2,0,1319.8,10.2,1714386,"Triparma laevis f. inornata v1.0","Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","JGI"
"47","Stramenopiles","MonC141","_contig_5_g37990.t1"," -"," PTHR11139.orig.30.pi"," -",0,1551.4,22.6,0,1551,22.6,1745946,"Monodopsis strain C141","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Monodopsis","JGI"
"48","Stramenopiles","Nemde1","mde1|8260|g3897.t1"," -"," PTHR11139.orig.30.pi"," -",0,1265.1,0,0,1264.5,0,2185085,"Nemacystus decipiens Onna-1","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Nemacystus","JGI"
"49","Stramenopiles","Honfer1","15940|FCC1311_10387"," -"," PTHR11139.orig.30.pi"," -",0,1379.7,0,0,1378.5,0,2315210,"Hondaea fermentalgiana CCAP_4062/3","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Hondaea","JGI"
"50","Stramenopiles","LabyHa","79|LABHA_00002601-R"," -"," PTHR11139.orig.30.pi"," -",1e-181,606.2,28.8,2e-182,605.9,28.8,2710872,"Labyrinthula sp. SR_Ha_C","Bigyra",NA,"Labyrinthulida","Labyrinthulaceae","Labyrinthula","JGI"
"51","Stramenopiles","Nitput1","3561|NAA13P02740.m1"," -"," PTHR11139.orig.30.pi"," -",0,1238.6,42.4,0,1238.3,42.4,2742595,"Nitzschia putrida NIES-4239","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Nitzschia","JGI"
"52","Stramenopiles","Maypse1","332|MPSEU_005678-T1"," -"," PTHR11139.orig.30.pi"," -",0,1224.3,41.6,0,1224.1,41.6,2872254,"Mayamaea pseudoterrestris NIES-4280","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Mayamaea","JGI"
"53","Stramenopiles","ScaPar1","ar1|3064|GMI53684.1"," -"," PTHR11139.orig.30.pi"," -",0,1155.2,24.7,0,1154.9,24.7,2962637,"Parmales sp. scaly parma v1.0","Bolidophyceae",NA,"Parmales",NA,NA,"JGI"
