"","Super.Group","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Organism_Taxonomic_ID","Organism_Name","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"20","Chlorophyta","Astgub1","ub1|8177|GFR50326.1"," -"," PTHR19842.orig.30.pi"," -",2.2e-138,460.1,3.6,7e-139,459.8,3.6,47775,"Astrephomene gubernaculifera NIES-4017","Chlorophyceae","Chlorophyta","Chlamydomonadales","Astrephomenaceae","Astrephomene","JGI"
"21","Chlorophyta","Tetso1","1_1|14204|PNH09225."," -"," PTHR19842.orig.30.pi"," -",6.3e-138,458.5,3.2,6e-139,458.2,3.2,47790,"Tetrabaena socialis NIES-571","Chlorophyceae","Chlorophyta","Chlamydomonadales","Tetrabaenaceae","Tetrabaena","JGI"
"22","Chlorophyta","Chlin1","lin1|1245|g3459.t1"," -"," PTHR19842.orig.30.pi"," -",5.3e-137,455.9,2,4e-138,455.6,2,51695,"Chlamydomonas incerta SAG 7.73","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"23","Chlorophyta","Volafr1","fr1|7361|GIL44937.1"," -"," PTHR19842.orig.30.pi"," -",5e-137,455.6,3.9,6e-137,455.3,3.9,51714,"Volvox africanus NIES-3780","Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox","JGI"
"24","Chlorophyta","Ostta1115","ITY_DN2013_c0_g3_i1"," -"," PTHR19842.orig.30.pi"," -",1.3e-131,437.2,0.3,5e-132,437,0.3,70448,"Ostreococcus tauri RCC1115 v1.0","Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Ostreococcus","JGI"
"25","Chlorophyta","Treb6682","e_gw1.24.8.1"," -"," PTHR19842.orig.30.pi"," -",2.4e-135,449.5,2.8,9e-136,449.2,2.8,75966,"Trebouxiophyceae sp. bin 3300059473_6682 v1.0","Trebouxiophyceae","Chlorophyta",NA,NA,NA,"JGI"
"26","Chlorophyta","Enacos1","_transcript/111409"," -"," PTHR19842.orig.30.pi"," -",3.8e-141,469.7,2.6,6e-142,469.4,2.6,113528,"Enallax costatus CCAP 276/31 v1.1","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Enallax","JGI"
"27","Chlorophyta","Ostque1","1|1844|CAD7701161.1"," -"," PTHR19842.orig.30.pi"," -",2e-121,403.9,0.9,2e-122,403.8,0.9,121088,"Ostreobium quekettii SAG 6.99","Ulvophyceae","Chlorophyta","Bryopsidales","Ostreobiaceae","Ostreobium","JGI"
"28","Chlorophyta","Monneg1","6576|XM_014048843.1"," -"," PTHR19842.orig.30.pi"," -",5e-137,456,2.4,6e-137,455.7,2.4,145388,"Monoraphidium neglectum SAG 48.87","Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Monoraphidium","JGI"
"29","Chlorophyta","Caulen1","ulen1|91717|g557.t1"," -"," PTHR19842.orig.30.pi"," -",6.8e-114,379,0.1,6e-115,378.9,0.1,148947,"Caulerpa lentillifera","Ulvophyceae","Chlorophyta","Bryopsidales","Caulerpaceae","Caulerpa","JGI"
"30","Chlorophyta","Flerot1","T_transcript/76989"," -"," PTHR19842.orig.30.pi"," -",8.9e-141,468.3,2.9,1e-141,468,2.9,269715,"Flechtneria rotunda SEV3VF49 v1.1","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Flechtneria","JGI"
"31","Chlorophyta","Rapsub1","9791_mrna_Rsub_0979"," -"," PTHR19842.orig.30.pi"," -",2.9e-137,456.4,2.5,4e-138,456.2,2.5,307507,"Raphidocelis subcapitata NIES-35","Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Raphidocelis","JGI"
"32","Chlorophyta","DesarSE107","_DN40762_c0_g1_i1"," -"," PTHR19842.orig.30.pi"," -",3.9e-140,466.3,2.8,7e-141,466,2.8,375941,"Desmodesmus armatus isolate SE107 v1.0","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Desmodesmus","JGI"
"33","Chlorophyta","Ellbil24580","_1|6249|KAK9843735."," -"," PTHR19842.orig.30.pi"," -",2.7e-139,462.4,1.6,2e-140,462.2,1.6,381761,"Elliptochloris bilobata SAG 245.80","Trebouxiophyceae","Chlorophyta",NA,NA,"Elliptochloris","JGI"
"34","Chlorophyta","Ulvmu1","1|1473|UM011_0203.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-125,417.7,5,7e-126,417.5,5,498180,"Ulva mutabilis Foyn","Ulvophyceae","Chlorophyta","Ulvales","Ulvaceae","Ulva","JGI"
"35","Chlorophyta","Micco1",""," -"," PTHR19842.orig.30.pi"," -",3.6e-142,471.9,2.5,3e-143,471.7,2.5,554055,"Micractinium conductrix SAG 241.80","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Micractinium","JGI"
"36","Chlorophyta","Coprin2167","1|7035|KAK9915542.1"," -"," PTHR19842.orig.30.pi"," -",5.4e-137,455,1.3,6e-138,454.8,1.3,574566,"Coccomyxa pringsheimii SAG 216-7","Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa","JGI"
"37","Chlorophyta","Astpho2","00133.244.1_t"," -"," PTHR19842.orig.30.pi"," -",8.7e-136,451.2,2.1,1e-136,450.9,2.1,763042,"Asterochloris glomerata Cgr/DA1pho v2.0","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Asterochloris","JGI"
"38","Chlorophyta","PedYPF701","_1|5546|CAG9467026."," -"," PTHR19842.orig.30.pi"," -",4.9e-139,461.5,2.1,6e-140,461.3,2.1,765719,"Pedinophyceae sp. YPF-701","Pedinophyceae","Chlorophyta",NA,NA,NA,"JGI"
"39","Chlorophyta","Apalob2145","1|5593|KAK9824944.1"," -"," PTHR19842.orig.30.pi"," -",3.7e-131,436,0.8,5e-132,435.7,0.8,904363,"Apatococcus lobatus SAG 2145","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Apatococcus","JGI"
"40","Chlorophyta","Batpra1","|5591|XM_007513196."," -"," PTHR19842.orig.30.pi"," -",3.4e-128,425.9,0.9,4e-128,425.6,0.9,1075084,"Bathycoccus prasinos RCC1105","Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Bathycoccus","JGI"
"41","Chlorophyta","Chleu1","-CEUSTIGMA_g2354.t1"," -"," PTHR19842.orig.30.pi"," -",1.4e-137,457.5,5.4,6e-138,457.2,5.4,1157962,"Chlamydomonas eustigma NIES-2499","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"42","Chlorophyta","Botrbrau1","1|Bobra.0148s0073.1"," -"," PTHR19842.orig.30.pi"," -",2.3e-73,246.5,0.1,2.7e-73,246.3,0.1,1202541,"Botryococcus braunii Showa","Trebouxiophyceae","Chlorophyta",NA,NA,"Botryococcus","JGI"
"43","Chlorophyta","Heli50920","165|rna-H632_c439p0"," -"," PTHR19842.orig.30.pi"," -",2.6e-126,419.2,0.2,9e-124,409.7,0.2,1291522,"Helicosporidium sp. ATCC 50920","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Helicosporidium","JGI"
"44","Chlorophyta","Nandes2526","1|8236|NADE_006652."," -"," PTHR19842.orig.30.pi"," -",1.3e-135,450.4,2.9,6e-136,450.1,2.9,1650286,"Nannochloris desiccata UTEX 2526","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella","JGI"
"45","Chlorophyta","ChlUWO241","836|rna-FOA52_00749"," -"," PTHR19842.orig.30.pi"," -",5.2e-137,455.7,4.9,4e-138,455.4,4.9,1653778,"Chlamydomonas priscuii UWO241","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"46","Chlorophyta","Volre3785","5_1|20790|GIL76265."," -"," PTHR19842.orig.30.pi"," -",4.6e-137,455.8,2.8,5e-138,455.5,2.8,1737510,"Volvox reticuliferus NIES-3785","Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox","JGI"
"47","Chlorophyta","Chlpri1","_mRNA_A3770_02p1750"," -"," PTHR19842.orig.30.pi"," -",3.6e-130,432.5,1.4,2e-131,432.3,1.4,1764295,"Chloropicon primus CCMP1205","Chloropicophyceae","Chlorophyta","Chloropicales","Chloropicaceae","Chloropicon","JGI"
"48","Chlorophyta","Chlsc1","lsc1|725|g7928.t1"," -"," PTHR19842.orig.30.pi"," -",5.1e-137,455.9,2,1e-138,455.6,2,2026947,"Chlamydomonas schloesseri CCAP 11/173","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","JGI"
"49","Chlorophyta","ChloA99","scaffold_2.g7037.t1"," -"," PTHR19842.orig.30.pi"," -",6.7e-91,303.4,1.1,8.3e-91,303.1,1.1,2041167,"Chlorella  sp. A99","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella","JGI"
"50","Chlorophyta","Picsp","otein"," -"," PTHR19842.orig.30.pi"," -",1.5e-135,449.8,2.1,8e-136,449.6,2.1,2053932,"Picochlorum soloecismus DOE101","Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum","JGI"
"51","Chlorophyta","Chlremi1",""," -"," PTHR19842.orig.30.pi"," -",1.6e-112,376.7,1.2,2e-112,376.4,1.2,2069334,"Chloromonas remiasii CCCryo 005-99 v1.0","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chloromonas","JGI"
"52","Chlorophyta","Picre1","|32344|NNA_007690.t"," -"," PTHR19842.orig.30.pi"," -",1.7e-92,308.7,0.1,1.9e-92,308.6,0.1,2601844,"Picochlorum renovo","Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum","JGI"
"53","Chlorophyta","TrebouA12",""," -"," PTHR19842.orig.30.pi"," -",5.3e-137,455.1,2.4,4e-138,454.8,2.4,2608996,"Trebouxia sp. A1-2","Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia","JGI"
"54","Chlorophyta","TetrdesSNI2",""," -"," PTHR19842.orig.30.pi"," -",5.6e-131,436.1,2.4,6e-132,435.9,2.4,2780016,"Tetradesmus deserticola SNI-2 v1.1","Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Tetradesmus","JGI"
"55","Chlorophyta","MicrYARC1","804|mRNA.MigICE0652"," -"," PTHR19842.orig.30.pi"," -",1.8e-138,460.9,1.8,2e-139,460.6,1.8,2904290,"Microglena sp. YARC","Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Microglena","JGI"
"56","Chlorophyta","Trebou4402","e_gw1.482.12.1"," -"," PTHR19842.orig.30.pi"," -",3.7e-125,416,0,3e-126,415.7,0,2941158,"Chlorellaceae sp. bin 3300059473_4402 v1.0","Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae",NA,"JGI"
"57","Chlorophyta","Limspi1","16652|dmel_g3922.t1"," -"," PTHR19842.orig.30.pi"," -",1.1e-137,458,5.1,3e-138,457.7,5.1,2954232,"Limnomonas spitsbergensis CCryo_02-99_CH","Chlorophyceae","Chlorophyta","Chlamydomonadales",NA,"Limnomonas","JGI"
