"","Super.Group","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Organism_Taxonomic_ID","Organism_Name","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"21","Stramenopiles","Sacja1","cja1|6610|SJ19023.1"," -"," PTHR12848.orig.30.pi"," -",2.4e-189,632.2,0,4.4e-83,280.1,0.1,88149,"Saccharina japonica str. Ja","Phaeophyceae",NA,"Laminariales","Laminariaceae","Saccharina","JGI"
"22","Stramenopiles","Nanoce1779",""," -"," PTHR12848.orig.30.pi"," -",0,1226.1,0,0,1225.7,0,145522,"Nannochloropsis oceanica CCMP1779 v2.0","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","JGI"
"23","Stramenopiles","Ent11IV18","TY_DN5252_c0_g1_i3"," -"," PTHR12848.orig.30.pi"," -",0,1068.4,0,0,1065.3,0,186042,"Entomoneis sp. UTEX 11IV18-2A FL v1.0","Bacillariophyceae","Bacillariophyta",NA,"Entomoneidaceae","Entomoneis","JGI"
"24","Stramenopiles","Fracro1","|23216|MHU86_1288.1"," -"," PTHR12848.orig.30.pi"," -",7.5e-160,534.5,11.4,7e-161,534.1,11.4,210448,"Fragilaria crotonensis SAG 28.96","Fragilariophyceae","Bacillariophyta","Fragilariales","Fragilariaceae","Fragilaria","JGI"
"25","Stramenopiles","Persor1","596|PsorP6_002603.1"," -"," PTHR12848.orig.30.pi"," -",0,1361.9,0,0,1361.5,0,230839,"Peronosclerospora sorghi P6",NA,"Oomycota","Peronosporales","Peronosporaceae","Peronosclerospora","JGI"
"26","Stramenopiles","Mintr2","ITY_DN9897_c0_g1_i4"," -"," PTHR12848.orig.30.pi"," -",9.6e-269,895.6,0.1,9e-269,894.6,0.1,265540,"Minidiscus variabilis CCMP495 v1.0","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Minidiscus","JGI"
"27","Stramenopiles","Trimin1",""," -"," PTHR12848.orig.30.pi"," -",0,1223.8,0,6e-204,679.1,0,303371,"Tribonema minus UTEX B 3156 v1.0","Xanthophyceae",NA,"Tribonematales","Tribonemataceae","Tribonema","JGI"
"28","Stramenopiles","Claok1","aok1|13570|g11453.t"," -"," PTHR12848.orig.30.pi"," -",1.1e-298,994,0,7e-215,713.7,0,309737,"Cladosiphon okamuranus S strain","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Cladosiphon","JGI"
"29","Stramenopiles","Phyinf1","yinf1|15987|rna1386"," -"," PTHR12848.orig.30.pi"," -",0,1298.8,0,0,1298.6,0,403677,"Phytophthora infestans T30-4",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","JGI"
"30","Stramenopiles","Ochro1393",""," -"," PTHR12848.orig.30.pi"," -",0,1082.6,5.4,3e-292,968.8,0.9,420556,"Ochromonas sp. CCMP1393 v1.4","Chrysophyceae",NA,"Chromulinales","Chromulinaceae","Ochromonas","JGI"
"31","Stramenopiles","Chaten1","|5262|CTEN210_05291"," -"," PTHR12848.orig.30.pi"," -",0,1106.1,14.5,0,1106,13.6,426638,"Chaetoceros tenuissimus NIES-3715","Coscinodiscophyceae","Bacillariophyta","Chaetocerotales","Chaetocerotaceae","Chaetoceros","JGI"
"32","Stramenopiles","Pelago2097",""," -"," PTHR12848.orig.30.pi"," -",3.5e-301,1002.7,0,2e-299,993.4,0,483370,"Pelagophyceae sp. CCMP2097 v1.0","Pelagophyceae",NA,NA,NA,NA,"JGI"
"33","Stramenopiles","Ochro2298",""," -"," PTHR12848.orig.30.pi"," -",0,1106.1,0,0,1105.7,0,483371,"Ochromonadaceae sp. CCMP2298 v1.0","Synurophyceae",NA,"Ochromonadales","Ochromonadaceae",NA,"JGI"
"34","Stramenopiles","Ochro2298",""," -"," PTHR12848.orig.30.pi"," -",0,1106.1,0,0,1105.7,0,483371,"Ochromonadaceae sp. CCMP2298 v1.0","Synurophyceae",NA,"Ochromonadales","Ochromonadaceae",NA,"JGI"
"35","Stramenopiles","Pereff1","|1331|KXD40_001332."," -"," PTHR12848.orig.30.pi"," -",0,1364.8,0,0,1364.4,0,542832,"Peronospora effusa UA202013",NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","JGI"
"36","Stramenopiles","Hyaar1","anscript:HpaT802844"," -"," PTHR12848.orig.30.pi"," -",0,1231.6,0,0,1091.3,0,559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0",NA,"Oomycota","Peronosporales","Peronosporaceae","Hyaloperonospora","JGI"
"37","Stramenopiles","Semro1","1|Sro169_g075110.1"," -"," PTHR12848.orig.30.pi"," -",0,1123.4,0,0,1122.9,0,568900,"Seminavis robusta D6","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Seminavis","JGI"
"38","Stramenopiles","Sarfu1","rfu1|54892|g1970.t1"," -"," PTHR12848.orig.30.pi"," -",0,1023,0,0,1020.2,0,590727,"Sargassum fusiforme","Phaeophyceae",NA,"Fucales","Sargassaceae","Sargassum","JGI"
"39","Stramenopiles","Phyci1","79"," -"," PTHR12848.orig.30.pi"," -",0,1371.3,0,0,1370.9,0,622258,"Phytophthora cinnamomi var cinnamomi v1.0",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","JGI"
"40","Stramenopiles","Thaoce1","oce1|81108|rna10541"," -"," PTHR12848.orig.30.pi"," -",0,1119.5,0,0,1119.1,0,637379,"Thalassiosira oceanica CCMP1005","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","JGI"
"41","Stramenopiles","Sappar1","ppar1|24807|rna1608"," -"," PTHR12848.orig.30.pi"," -",9.7e-272,905.2,3.6,3e-272,904,3.6,695850,"Saprolegnia parasitica CBS 223.65",NA,"Oomycota","Saprolegniales","Saprolegniaceae","Saprolegnia","JGI"
"42","Stramenopiles","Aurli1","_#_51_#_isotig01898"," -"," PTHR12848.orig.30.pi"," -",3.2e-206,687.8,0,3e-207,687.3,0,717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aurantiochytrium","JGI"
"43","Stramenopiles","Schag1","h1_pg.C_610014"," -"," PTHR12848.orig.30.pi"," -",0,1053.6,0.6,0,1053,0.6,876976,"Schizochytrium aggregatum ATCC 28209 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Schizochytrium","JGI"
"44","Stramenopiles","Nansal1776","1|6485|NSK_000910.t"," -"," PTHR12848.orig.30.pi"," -",0,1207.6,0,0,1207.2,0,1027361,"Nannochloropsis salina CCMP1776","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Microchloropsis","JGI"
"45","Stramenopiles","Fisso2","082|rna-FisN_2Hh515"," -"," PTHR12848.orig.30.pi"," -",0,1104.1,0,0,1102.5,0,1519565,"Fistulifera solaris JPCC DA0580","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Fistulifera","JGI"
"46","Stramenopiles","Conwei1","327|Cowei_g22021.t1"," -"," PTHR12848.orig.30.pi"," -",0,1208.5,0,0,1206.6,0,1577725,"Conticribra weissflogii CCMP 1336","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Conticribra","JGI"
"47","Stramenopiles","Trilae1","ae1|10499|GMH48477."," -"," PTHR12848.orig.30.pi"," -",0,1041.8,0,0,1041.4,0,1714386,"Triparma laevis f. inornata v1.0","Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","JGI"
"48","Stramenopiles","MonC141","contig_9_g61790.t1"," -"," PTHR12848.orig.30.pi"," -",0,1246.4,0,0,1246,0,1745946,"Monodopsis strain C141","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Monodopsis","JGI"
"49","Stramenopiles","Nemde1","mde1|16579|g12619.t"," -"," PTHR12848.orig.30.pi"," -",4.9e-301,1002.1,0,7e-213,708.1,0,2185085,"Nemacystus decipiens Onna-1","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Nemacystus","JGI"
"50","Stramenopiles","Honfer1","17010|FCC1311_02731"," -"," PTHR12848.orig.30.pi"," -",0,1050.3,0.7,0,1047.4,0.7,2315210,"Hondaea fermentalgiana CCAP_4062/3","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Hondaea","JGI"
"51","Stramenopiles","Nitput1","5103|NAA18P00710.m1"," -"," PTHR12848.orig.30.pi"," -",0,1057.8,0,0,1057.3,0,2742595,"Nitzschia putrida NIES-4239","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Nitzschia","JGI"
"52","Stramenopiles","Maypse1","0155|MPSEU_004322-T"," -"," PTHR12848.orig.30.pi"," -",0,1113.7,0,0,1113.3,0,2872254,"Mayamaea pseudoterrestris NIES-4280","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Mayamaea","JGI"
"53","Stramenopiles","ScaPar1","ar1|8760|GMI49967.1"," -"," PTHR12848.orig.30.pi"," -",0,1178,21.9,0,1176.4,21.9,2962637,"Parmales sp. scaly parma v1.0","Bolidophyceae",NA,"Parmales",NA,NA,"JGI"
