"","Super.Group","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Organism_Taxonomic_ID","Organism_Name","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"21","Stramenopiles","Sacja1","cja1|17478|SJ09249."," -"," PTHR19842.orig.30.pi"," -",6.9e-80,268.4,6.4,8.9e-80,268,6.4,88149,"Saccharina japonica str. Ja","Phaeophyceae",NA,"Laminariales","Laminariaceae","Saccharina","JGI"
"22","Stramenopiles","Nanoce1779","TY_DN14059_c0_g1_i1"," -"," PTHR19842.orig.30.pi"," -",2.2e-113,377.6,0.5,5e-114,377.4,0.5,145522,"Nannochloropsis oceanica CCMP1779 v2.0","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Nannochloropsis","JGI"
"23","Stramenopiles","Ent11IV18",""," -"," PTHR19842.orig.30.pi"," -",2.2e-90,303.6,2.2,3.4e-90,303,2.2,186042,"Entomoneis sp. UTEX 11IV18-2A FL v1.0","Bacillariophyceae","Bacillariophyta",NA,"Entomoneidaceae","Entomoneis","JGI"
"24","Stramenopiles","Fracro1","|8718|MHU86_14612.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-101,339.7,0.6,5e-102,339.5,0.6,210448,"Fragilaria crotonensis SAG 28.96","Fragilariophyceae","Bacillariophyta","Fragilariales","Fragilariaceae","Fragilaria","JGI"
"25","Stramenopiles","Persor1","5165|PsorP6_015789."," -"," PTHR19842.orig.30.pi"," -",8.5e-109,362.9,0.3,6e-110,362.8,0.3,230839,"Peronosclerospora sorghi P6",NA,"Oomycota","Peronosporales","Peronosporaceae","Peronosclerospora","JGI"
"26","Stramenopiles","Trimin1",""," -"," PTHR19842.orig.30.pi"," -",7.4e-116,386.5,0.3,2e-117,386.4,0.3,303371,"Tribonema minus UTEX B 3156 v1.0","Xanthophyceae",NA,"Tribonematales","Tribonemataceae","Tribonema","JGI"
"27","Stramenopiles","Claok1","aok1|5278|g16079.t1"," -"," PTHR19842.orig.30.pi"," -",3.1e-39,134.5,0.1,1.8e-33,115.5,0,309737,"Cladosiphon okamuranus S strain","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Cladosiphon","JGI"
"28","Stramenopiles","Phyinf1","yinf1|9628|rna7015"," -"," PTHR19842.orig.30.pi"," -",1.4e-115,385.5,0.3,6e-116,385.4,0.3,403677,"Phytophthora infestans T30-4",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","JGI"
"29","Stramenopiles","Ochro1393",""," -"," PTHR19842.orig.30.pi"," -",4.2e-105,351.3,1.6,7e-106,351.1,1.6,420556,"Ochromonas sp. CCMP1393 v1.4","Chrysophyceae",NA,"Chromulinales","Chromulinaceae","Ochromonas","JGI"
"30","Stramenopiles","Chaten1","|8393|CTEN210_08409"," -"," PTHR19842.orig.30.pi"," -",1.7e-92,309.7,0.2,1.9e-92,309.5,0.2,426638,"Chaetoceros tenuissimus NIES-3715","Coscinodiscophyceae","Bacillariophyta","Chaetocerotales","Chaetocerotaceae","Chaetoceros","JGI"
"31","Stramenopiles","Pelago2097","11226v1rpkm12.73"," -"," PTHR19842.orig.30.pi"," -",4.9e-112,374,3.8,5e-113,373.9,3.8,483370,"Pelagophyceae sp. CCMP2097 v1.0","Pelagophyceae",NA,NA,NA,NA,"JGI"
"32","Stramenopiles","Ochro2298","s5960v1rpkm37.53"," -"," PTHR19842.orig.30.pi"," -",6.4e-107,357.3,5,7e-107,357.2,5,483371,"Ochromonadaceae sp. CCMP2298 v1.0","Synurophyceae",NA,"Ochromonadales","Ochromonadaceae",NA,"JGI"
"33","Stramenopiles","Pereff1","|1660|KXD40_008835."," -"," PTHR19842.orig.30.pi"," -",6.5e-110,366,0.7,6e-111,365.7,0.7,542832,"Peronospora effusa UA202013",NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora","JGI"
"34","Stramenopiles","Hyaar1","anscript:HpaT802345"," -"," PTHR19842.orig.30.pi"," -",1.6e-108,361.4,0.2,8e-109,361.3,0.2,559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0",NA,"Oomycota","Peronosporales","Peronosporaceae","Hyaloperonospora","JGI"
"35","Stramenopiles","Semro1","24|Sro652_g181810.1"," -"," PTHR19842.orig.30.pi"," -",4.2e-92,309.3,0.8,4.8e-92,309.1,0.8,568900,"Seminavis robusta D6","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Seminavis","JGI"
"36","Stramenopiles","Sarfu1","rfu1|58234|g11248.t"," -"," PTHR19842.orig.30.pi"," -",8.9e-96,320.5,1.9,1.7e-75,253.8,0.1,590727,"Sargassum fusiforme","Phaeophyceae",NA,"Fucales","Sargassaceae","Sargassum","JGI"
"37","Stramenopiles","Phyci1","us4304v2rpkm20.64"," -"," PTHR19842.orig.30.pi"," -",6.1e-115,384,0.3,9e-116,383.9,0.3,622258,"Phytophthora cinnamomi var cinnamomi v1.0",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","JGI"
"38","Stramenopiles","Thaoce1","oce1|81273|rna18590"," -"," PTHR19842.orig.30.pi"," -",2.9e-85,286.9,0.6,3.3e-85,286.7,0.6,637379,"Thalassiosira oceanica CCMP1005","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","JGI"
"39","Stramenopiles","Sappar1","ppar1|35736|rna2996"," -"," PTHR19842.orig.30.pi"," -",5.5e-123,410.1,4,6e-124,409.8,4,695850,"Saprolegnia parasitica CBS 223.65",NA,"Oomycota","Saprolegniales","Saprolegniaceae","Saprolegnia","JGI"
"40","Stramenopiles","Aurli1",""," -"," PTHR19842.orig.30.pi"," -",1.3e-104,349.2,3.8,8e-105,348.8,3.8,717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aurantiochytrium","JGI"
"41","Stramenopiles","Schag1","e1.C_1_t20402"," -"," PTHR19842.orig.30.pi"," -",1.8e-106,354.9,4.2,2e-107,354.6,4.2,876976,"Schizochytrium aggregatum ATCC 28209 v1.0","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Schizochytrium","JGI"
"42","Stramenopiles","Nansal1776","1|7304|NSK_001670.t"," -"," PTHR19842.orig.30.pi"," -",8.5e-115,382,0.9,6e-116,381.8,0.9,1027361,"Nannochloropsis salina CCMP1776","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Microchloropsis","JGI"
"43","Stramenopiles","Fisso2","626|rna-FisN_28Hh00"," -"," PTHR19842.orig.30.pi"," -",9.7e-95,316.8,0.4,1.1e-94,316.6,0.4,1519565,"Fistulifera solaris JPCC DA0580","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Fistulifera","JGI"
"44","Stramenopiles","Conwei1","6216|Cowei_g10616.t"," -"," PTHR19842.orig.30.pi"," -",4.2e-109,364.4,2.7,6e-110,364.3,2.7,1577725,"Conticribra weissflogii CCMP 1336","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Conticribra","JGI"
"45","Stramenopiles","Trilae1","ae1|10486|GMH92589."," -"," PTHR19842.orig.30.pi"," -",7e-34,116.6,0,7.8e-34,116.5,0,1714386,"Triparma laevis f. inornata v1.0","Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma","JGI"
"46","Stramenopiles","MonC73","ontig_1_g07840.t1"," -"," PTHR19842.orig.30.pi"," -",7.9e-120,399.1,2,8e-121,398.9,2,1745946,"Monodopsis strain C73","Eustigmatophyceae",NA,"Eustigmatales","Monodopsidaceae","Monodopsis","JGI"
"47","Stramenopiles","Nemde1","mde1|11380|g7061.t1"," -"," PTHR19842.orig.30.pi"," -",3.7e-110,367.7,8.2,4e-111,367.4,8.2,2185085,"Nemacystus decipiens Onna-1","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Nemacystus","JGI"
"48","Stramenopiles","Honfer1","18626|FCC1311_03799"," -"," PTHR19842.orig.30.pi"," -",3.1e-103,344.5,2.1,8e-104,344.2,2.1,2315210,"Hondaea fermentalgiana CCAP_4062/3","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Hondaea","JGI"
"49","Stramenopiles","Nitput1","5888|NAA01P05170.m1"," -"," PTHR19842.orig.30.pi"," -",1.9e-88,296.1,0,2.1e-88,295.9,0,2742595,"Nitzschia putrida NIES-4239","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Nitzschia","JGI"
"50","Stramenopiles","Maypse1","0116|MPSEU_004282-T"," -"," PTHR19842.orig.30.pi"," -",3.5e-96,321.1,4,3.9e-96,320.9,4,2872254,"Mayamaea pseudoterrestris NIES-4280","Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Mayamaea","JGI"
"51","Stramenopiles","ScaPar1","ar1|5976|GMI61163.1"," -"," PTHR19842.orig.30.pi"," -",3.8e-110,367.1,2.2,2e-111,367,2.2,2962637,"Parmales sp. scaly parma v1.0","Bolidophyceae",NA,"Parmales",NA,NA,"JGI"
